Paziente,338,637,1739,118,1899,729,1296,1664,1934,274,116,1795,817,1025,406,1991,1183,634,206,1457,382,1332,1870,1999,86,270,1709
5,13.255965,2.6766088,19.167025,7.189202,1.1734389,7.140019,13.31663,0.11429787,2.0354357,3.507642,2.907806,9.419737,0.0,6.6623926,7.797133,1.8003154,0.0,4.093033,4.270237,7.080909,0.0,6.422561,17.121143,0.0,0.0,4.945549,0.0
12,9.427533,7.5741067,31.720766,8.975023,8.859317,12.16365,15.968975,10.158078,1.3407226,8.531956,1.1183741,12.525111,1.3631563,4.7792187,13.819711,5.2716327,7.9439483,7.0126095,5.8624334,8.510288,0.0,13.362236,23.745144,18.143732,7.297095,12.517537,1.7136157
15,15.239351,6.6347537,31.505316,9.5823145,10.401961,10.171518,15.330992,9.362439,3.5572228,7.172311,0.796098,11.263253,3.6552134,5.004101,14.059435,4.8185854,8.895327,6.31546,5.1667967,9.042943,0.6344824,10.293111,19.615166,17.13825,5.1127877,8.860069,1.6728721
16,10.88193,7.574163,31.360968,10.559666,9.413355,9.796937,14.208604,9.952943,1.9570527,7.0762825,0.9409683,12.655502,4.4007444,6.664096,13.61166,5.522095,8.824239,6.9039803,6.100294,8.6643715,0.0,9.639128,20.125393,17.654263,7.295294,9.162689,1.4286399
17,9.655924,7.6708007,31.391634,10.571016,14.813635,9.392733,14.877576,9.741649,0.9390302,7.014695,1.3884969,11.663667,2.9018326,8.637045,14.891955,5.3731523,7.053903,6.524563,6.0425,8.192666,1.1044985,12.128982,20.444132,17.500854,7.479593,8.207096,1.479559
19,11.518361,7.7353024,30.708817,10.41677,10.201985,9.051268,14.400313,9.77296,1.8261685,6.8587713,0.91661394,11.385307,2.408907,6.0310135,11.495094,2.3352396,7.7767806,6.5864725,4.617403,7.0523286,0.0,9.161341,20.154354,13.863188,8.412195,8.790212,1.4527087
22,12.551509,7.347079,32.33174,8.967554,10.621618,9.710143,16.795183,10.397584,1.4189754,6.94444,2.04514,10.8585205,2.81633,8.033072,11.548817,4.7306213,9.623054,4.074497,5.635004,9.522153,0.40467536,7.053609,19.268631,15.292782,7.6906533,9.0024,1.461287
23,11.273574,7.1052775,32.36028,10.2204,8.058664,9.235451,14.48811,8.993314,1.2664542,7.189335,1.1622986,12.557676,4.085021,7.5802555,11.78121,7.3095813,8.271612,5.1267576,5.1702943,7.385376,1.7425507,9.987743,19.474379,14.2612915,6.4270053,9.36424,1.4976959
24,13.3283825,3.532917,19.847025,6.5944552,0.0,7.990474,12.204892,1.6720257,1.1299148,3.6385005,1.5418456,6.803473,0.0,7.9861355,5.017676,2.0149448,1.0305709,3.0494092,3.272851,7.0322328,0.87174547,4.316159,12.151322,5.255625,0.41278148,4.8371863,0.0
25,11.334813,6.8383985,37.01946,11.190156,5.598808,8.866974,10.701443,8.756347,0.0,8.958717,1.5480309,12.155743,5.920544,5.242159,11.383706,5.091367,4.748059,9.115853,4.5164638,6.2256966,0.5735272,19.914927,19.38487,13.714029,5.8349442,7.657366,5.2397604
26,14.524314,7.4271502,31.697382,9.809515,7.105807,9.160968,11.694735,10.510015,0.40619326,9.973018,1.5325959,12.401175,3.7042685,7.376313,13.688856,6.698732,5.196089,10.301311,5.0771875,6.3888326,2.7381272,15.790554,19.965412,15.560602,7.3391953,9.103828,7.5123997
27,20.066946,8.067696,39.965176,9.133651,7.206353,13.605713,13.480087,6.7746763,7.9316545,5.7345896,0.07676953,9.812943,2.4302301,0.071080565,9.675205,4.1195607,4.6965237,4.390889,3.9026308,7.915656,0.75511396,16.68694,18.356659,15.113496,8.734787,11.564346,3.1845372
29,15.359067,7.5869575,31.75229,10.059127,9.52187,9.895411,14.3931675,9.626359,2.109672,7.086567,1.2139986,12.665589,2.91951,8.494635,14.40601,5.787408,7.175595,7.0279922,5.5843725,7.01421,0.0,9.80971,19.891685,15.73498,7.6274266,9.081952,1.4464161
30,13.351314,7.5988517,32.297573,9.541558,10.110754,10.721212,14.894437,10.170493,2.0852342,6.9120893,0.56292474,13.062422,2.965579,9.37709,15.281403,5.5797434,8.562594,7.715317,5.9068403,10.026069,0.0,10.531989,20.323944,16.681204,7.820308,10.156736,1.5237548
31,10.765672,7.1406474,29.734175,9.947176,9.349071,14.6714325,15.8124485,11.104648,0.06171179,6.7007313,1.4119,11.402753,2.5341196,8.013201,16.362583,8.556522,8.014616,7.5590906,6.0784197,9.156531,0.6853411,11.660032,19.75418,14.161728,8.054499,11.600018,1.5061936
33,16.452772,7.460258,29.799448,10.788044,9.447393,10.582813,14.309408,9.472968,0.7506366,6.5612,1.1251647,11.563867,3.1105022,6.9024277,12.1447525,4.677796,6.9263654,4.2074003,5.0359797,7.4974403,0.4219061,11.872252,19.978012,13.736219,7.6703753,10.010864,1.4233553
35,12.265237,7.0700316,33.152622,10.058481,4.5290394,9.185547,15.33984,9.679402,3.2584586,7.0873785,1.7276652,12.272434,4.4177513,7.4374247,14.1652975,11.984095,8.846592,5.1856766,5.6022353,7.0590734,0.59100413,11.836107,18.941172,13.585547,7.404284,9.077957,1.458919
36,9.609228,7.3889794,31.632318,10.844766,11.060244,10.1422,15.175064,9.334044,0.7606988,6.5186577,1.2504071,10.031251,2.3146057,6.2312393,10.498135,4.95143,7.9129004,6.1117992,4.883844,7.808797,0.0,10.813908,19.62745,14.506282,7.5970654,8.849346,1.4126375
38,16.632524,6.4822993,31.852186,8.401593,13.651308,10.039301,14.445107,9.036588,1.8872695,7.148652,1.3476741,11.163917,1.8499451,5.0497847,13.524647,3.9312773,7.580341,6.925906,5.226513,6.8017693,0.30686426,10.296738,19.168022,16.263098,4.0804257,8.100695,1.6930873
39,12.558398,7.7603106,30.710197,11.287742,8.01811,16.190695,13.967528,9.971829,1.9918075,6.61849,0.9673227,11.08483,2.3502226,5.5063696,11.786046,4.041718,5.7887735,7.120324,5.4657154,6.9659376,0.26608288,9.333795,20.285667,15.615076,8.2202,9.940698,1.4137514
40,9.912646,7.53068,32.000816,9.907991,9.462828,10.359209,14.806299,9.956187,2.1749864,7.0711613,1.1595148,12.368939,2.5776873,6.7600336,14.498675,5.9750843,7.245403,7.268075,5.49949,7.760849,1.2198535,10.595867,20.081306,13.817552,7.7834325,10.044679,1.461134
41,14.702376,7.2155595,31.641294,11.379147,8.798942,8.441532,13.473771,10.131793,0.9706292,6.2412195,1.0768882,11.384067,2.8024364,7.098916,12.726027,5.955684,5.135503,4.572591,4.377025,7.2219496,2.0041795,13.492864,20.097176,16.123804,8.845495,7.0157385,1.430639
42,18.798105,2.440353,27.898016,5.7780223,1.3417941,7.62135,10.15104,4.7309294,1.9098549,3.4573038,1.8886855,8.133477,0.0,5.686862,5.922169,2.4409647,1.5241975,0.5580051,2.9883552,6.916171,0.4938997,4.982306,14.127365,1.3242624,0.0,4.341061,0.0
43,15.463349,5.986782,18.067066,5.237537,0.0,7.424425,10.806821,5.112965,2.2024326,3.593238,1.4800789,8.695892,0.28230506,5.8681517,6.2513447,3.5428634,1.1638814,2.677096,3.1854835,7.6245546,0.0,3.7384357,15.166635,4.0643644,1.7783573,6.170168,0.0
44,11.92132,7.5507245,32.442257,10.605183,12.374799,11.492976,14.713313,9.290133,1.7946839,7.033867,1.532531,12.856822,3.270279,7.4279823,14.648855,5.8958006,9.530572,7.0414505,6.885071,8.468181,0.034914076,10.510407,20.407515,17.275675,7.0995116,8.190479,1.4578042
46,11.170446,8.778828,30.95822,9.540545,9.660003,9.1807995,14.641862,9.673533,1.8076043,7.06485,1.8286788,12.16291,3.7968235,6.3907995,11.767666,5.56463,8.679875,5.952692,5.3209786,7.4037714,0.28504837,9.497953,19.376915,14.164913,7.3460145,9.368631,1.4474285
47,12.984172,7.6139836,32.146843,9.422031,10.004308,11.277546,15.380323,9.647096,1.4450326,7.0325994,1.9367292,12.943361,3.5733833,7.3443747,14.870292,6.2330055,8.69946,7.2023525,6.141393,7.8302183,0.5009686,9.11329,20.213179,14.421422,7.635942,9.573636,1.460963
48,11.474055,7.3634076,32.758488,10.338396,7.8918223,11.737466,14.984744,9.880677,0.6774459,7.134818,1.2225572,11.809558,2.5482206,5.96025,12.991865,9.042809,8.201627,5.9532843,5.0762525,7.0070853,0.0,11.4735985,22.576593,14.599047,7.96096,9.412126,1.4563732
