Paziente,767,741,294,2034,141,293,2042,674,781,333,675,121,1929,1891,54,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
169,9.5515375,4.728528,0.0,6.294171,6.64228,10.520631,13.458126,3.5016403,1.1758722,21.894964,2.0715804,11.998078,9.537351,3.646315,14.105277,0.6365345349053507,0.78185,0.2916758488658112,0.3122748354409513
170,13.686045,6.6767645,0.12519072,3.1908703,4.524385,26.67032,9.3445835,0.5378941,4.3279104,4.228589,3.1696312,10.654972,15.782022,1.2586849,27.645077,0.8349998603651916,0.886027105734767,0.7124945828382958,0.6656520527875261
171,11.869663,17.078505,0.0,5.321017,7.409471,25.426268,3.3115077,1.6405067,4.987979,1.8052571,1.1135129,14.173807,15.180132,0.0,27.489687,0.7312124736799481,0.852591332829428,0.4696903297658484,0.2554577413815906
175,4.2697496,21.097267,0.0,11.316485,9.707589,30.138252,1.3202388,0.80895495,4.5278673,1.4085875,2.9245248,14.868825,16.331186,0.0,30.628061,0.8067526089625536,0.91747997997998,0.7406605000549593,0.6585837831778965
176,12.122233,6.6149125,2.9007335,5.4600964,5.5078335,26.32942,8.506747,1.8559827,2.8103728,2.0008082,3.8105838,11.328485,15.229249,0.0,32.206615,0.7789336232211947,0.8016075720162225,0.6383279766465106,0.6425758201094928
178,7.4581676,11.355548,0.88053954,5.897938,8.98532,27.368889,9.447946,0.29642054,2.9205084,7.7233233,2.2750516,17.230406,20.102028,0.0,27.755491,0.6956938543974619,0.8340945975005059,0.4754387568768557,0.4911082977114279
182,6.6372685,3.3465233,0.0,3.8651946,8.452672,31.379787,15.173245,0.48056063,3.4510288,2.9905589,4.1599073,10.770381,19.248796,0.0,33.042145,0.8292976537553797,0.888244052061786,0.6101789964482449,0.672499221224376
183,14.025103,9.555258,0.82868457,3.9228764,5.1173706,27.39485,11.435229,1.3833243,5.346403,1.3155491,3.072697,9.253294,21.511316,0.0,33.942894,0.7940439106198035,0.8853936718175127,0.6744650265222795,0.6877073530421874
188,10.599709,9.330355,6.1553245,4.92386,6.8624754,26.446106,13.2323065,2.9786775,3.0230408,1.1716666,6.258482,15.228657,20.945692,0.0,33.708546,0.6769333394098762,0.8345747776293057,0.733235318737978,0.5186072642632198
189,13.8021145,10.064061,2.239684,10.702,10.793905,25.958683,10.92508,0.6659349,2.0473537,0.877551,2.4296052,12.339693,15.544134,0.0,36.321224,0.7476053376755207,0.8059515352640302,0.4054879521724546,0.6144043504153025
190,4.9669294,11.990632,0.0,3.8361578,8.348854,23.46428,14.746178,0.0,7.3421326,1.6287832,2.5255196,17.610952,9.651806,1.357899,17.07241,0.6359135658064087,0.8253235514063781,0.4084622556809146,0.4063986888423426
193,16.70289,6.0347667,0.54866874,2.8684556,4.690386,28.887787,10.899363,0.7330866,4.284555,5.316192,3.39142,11.590928,19.885403,2.7388182,32.721077,0.761738527648856,0.8535723672828417,0.7467681340742035,0.6931088054061539
197,14.029144,8.086392,0.0,2.4361415,0.0,25.178179,8.493411,1.7980596,5.874138,3.3232186,4.9255285,9.253756,18.974644,6.2176147,32.39666,0.6733126663357607,0.7301765398795942,0.3102949210107889,0.5302524320437672
199,0.5970968,3.4482872,1.8654989,13.039647,6.753472,31.146664,1.0460782,3.0455267,0.0,0.7088101,8.055094,7.3852935,7.359465,0.0,21.329615,0.53298919845802,0.666395050413294,0.3044543647075342,0.1656392683144577
200,8.191819,12.823075,0.0,6.10479,3.6885202,26.806353,11.942976,0.0,1.4120533,3.1520174,3.4410207,12.468002,20.097858,2.8323991,30.961987,0.8059393531392599,0.8644938271604939,0.648127396172781,0.7137582872248012
205,5.071089,13.176979,0.0,5.431042,7.881315,22.573238,14.989501,1.3598562,5.171311,16.010538,3.2379076,12.886645,7.618616,12.883521,16.440626,0.7809952236018464,0.8823584114451264,0.5456768627743833,0.5808358380922307
