Paziente,738,1911,47,1976,344,52,177
153,1466.1389,3327.441,990.1987,4254.9263,2947.6028,4865.679,3495.7979
155,1405.5316,3509.78,1323.0029,4536.1045,2695.6035,4849.7295,3585.7656
158,1566.8474,3483.5784,987.6461,4209.3086,2801.2544,4995.5586,3481.9272
159,1183.2698,2872.3235,828.69653,4200.1445,2488.2346,4505.3027,3405.2273
161,1473.5634,3498.8933,1010.7077,4315.778,2652.496,5196.2183,3591.158
163,1357.6423,3095.6348,879.88684,4057.4714,2525.3599,4908.7363,3504.126
166,1408.8021,2962.7468,734.32996,3881.139,2577.6914,4571.339,3364.5615
168,1614.7965,3574.653,1114.8673,4438.916,3059.5903,4933.948,3471.005
169,704.90063,2270.568,146.37483,3006.0757,2245.8708,4465.319,2610.8638
170,1432.5922,3360.618,1123.6628,4339.1934,2697.7617,4922.692,3444.2002
171,1716.972,3741.7424,973.4681,4268.6943,3415.744,5107.4595,3536.2595
175,1697.2634,3877.243,938.06537,4360.163,3362.5615,5134.9453,3641.532
176,1645.695,3532.5789,1109.3014,4367.8457,3134.9946,4881.1045,3427.396
178,1391.0084,3545.9465,1024.0812,4461.895,3025.035,4963.797,3496.4727
182,1636.8446,3321.9424,993.52026,4259.6807,2224.7764,4844.1104,3511.8423
183,1578.7324,3372.8806,1151.3899,4342.248,3114.787,4946.7603,3375.8633
188,1597.0653,3256.8425,928.05945,4137.2324,3089.1428,4890.8647,3472.0815
189,1680.7118,3728.2388,1087.8942,4324.1167,2876.8052,5067.4,3489.4202
190,1314.2225,3168.8135,374.69595,3740.9995,2480.894,4457.5586,3174.0293
193,1420.9987,3437.682,1212.7749,4501.845,3017.4453,4879.329,3411.6895
197,1157.3345,2928.3435,792.47595,4078.392,2676.7817,4440.912,3354.351
199,1595.0403,3480.017,249.46683,3525.304,2258.7524,5510.612,3619.0828
200,1368.3728,3331.8306,629.2822,4268.7695,3016.4805,4913.1304,3553.9595
205,1163.5312,2957.4878,452.05237,3560.087,2351.5725,4211.32,2831.686
