Paziente,738,1911,47,1976,344,52,177
5,1753.7062,3573.6536,108.17035,3663.4626,2907.536,5488.146,3464.5293
12,1624.1194,3685.947,1088.5072,4316.194,3439.8196,5138.365,3460.4934
15,1249.8043,3297.7234,1035.9695,4373.397,2745.205,4859.843,3442.2507
16,1647.7872,3794.1135,1141.8696,4383.5767,3216.568,5216.8564,3579.6956
17,1478.1985,3366.497,984.6943,4246.3037,3030.2512,4854.3423,3445.0364
19,1682.0564,3551.0405,1153.1997,4395.719,2991.7039,4997.884,3444.6025
22,1309.6744,3124.5696,823.9789,4086.507,2591.4546,4745.131,3486.6953
23,1455.5146,3496.732,1059.9225,4309.4106,2579.0623,4991.5347,3640.9985
24,1291.9385,2860.7056,746.76373,3513.168,2082.8013,4014.9912,2454.0269
25,1278.8308,3277.8125,846.392,4359.8022,2837.4739,4873.558,3562.387
26,1551.7717,3384.7434,656.92725,4230.7734,3043.2183,5274.4834,3598.8542
27,442.25476,2459.8242,325.4711,3672.0273,3004.182,4722.0596,3199.2097
29,1599.1753,3676.3203,1103.561,4356.7734,2970.6445,5068.369,3537.7825
30,1747.8033,3995.8794,1013.2197,4330.857,3376.4653,5206.1494,3640.5522
31,1611.3058,3530.2964,1191.108,4260.5684,3028.2837,5057.853,3479.0215
33,1386.8904,3379.623,1024.6453,4340.5376,2889.8403,4863.825,3434.9712
35,1363.9447,3118.6858,658.11255,4006.1926,2699.1338,4843.8716,3386.095
36,1470.1237,3292.0938,1051.1028,4177.659,2951.038,4599.5293,3381.0002
38,1157.6168,2812.8406,429.6561,3926.5215,2277.7861,4739.1777,3412.0557
39,1689.3372,3571.1792,1229.313,4326.983,3170.7466,4845.6665,3421.334
40,1663.3943,3723.757,1086.0277,4316.261,3194.6611,5093.3477,3537.961
41,1330.6346,3364.0793,1170.637,4467.39,2797.3975,4830.51,3519.4155
42,929.64825,2696.9407,328.23486,3458.1514,2563.0403,4493.72,2760.375
43,1168.5029,2964.5886,452.8618,3572.4197,2262.6672,4229.225,2780.9434
44,1663.9485,3669.993,978.301,4254.7803,3069.4194,5140.1895,3514.5269
46,1416.5491,3353.0642,868.63245,4149.9824,2750.868,4900.251,3557.2417
47,1608.7852,3606.9268,967.1523,4264.7095,2879.63,5017.5605,3469.9792
48,1554.8694,3361.44,901.3704,4147.9653,3058.707,5000.9307,3441.0718
50,1183.8983,3122.4067,836.15955,4208.6147,3091.4756,4757.3965,3344.6436
52,1241.8503,2851.784,518.10394,3916.3706,2720.122,4770.323,3408.4583
53,1539.459,3344.634,1110.0089,4311.5024,2813.885,4759.9404,3463.9436
54,1146.6442,2897.018,718.4444,4010.4136,3044.8005,4630.852,3189.1108
56,998.8034,2675.0808,448.8012,3930.7078,2721.795,4472.553,3204.7817
57,1668.5189,3519.845,1096.0587,4309.5044,3111.339,4920.3223,3497.4473
58,1671.2488,3406.9294,1198.4845,4401.854,3106.2883,4818.7905,3335.1833
59,1341.0035,3355.5278,1182.2916,4448.522,3118.3071,4866.074,3388.5415
60,1277.8151,2919.2922,421.31772,3807.1208,2653.6255,4871.6157,3373.3372
61,1500.1202,3533.94,984.6646,4260.311,2960.8105,4974.2485,3527.6492
62,1492.8733,3441.6338,1086.2465,4332.636,3080.933,4855.6313,3427.5322
64,1011.66675,2487.4004,117.97918,3561.8738,2056.2617,4274.547,3220.7534
65,1418.0026,3400.479,260.80643,3752.8616,2738.3044,5271.153,3322.7837
68,1532.2771,3496.7927,923.3883,4241.2188,3042.2495,5089.127,3561.8784
69,1312.1846,2929.7493,519.21387,3924.5403,2721.3584,4752.9683,3399.6846
70,1008.57947,2995.6624,352.08908,3501.679,2330.0923,4296.391,2984.8833
71,1128.46,2943.0408,746.3677,4246.2627,2836.1213,4455.5747,3247.0488
74,1241.5769,3212.3005,259.40286,3660.6963,2237.7976,5082.366,3423.951
75,1149.2733,2929.281,267.59506,4013.0493,2619.3545,4895.609,3407.9238
76,1341.2799,3411.0454,365.85898,3395.1648,2086.4248,4703.063,3237.4368
78,1522.0233,3328.2227,1281.3079,4455.0117,2814.908,4650.6196,3350.2217
79,1128.8271,2844.1619,205.91312,3853.675,2673.1658,4772.914,3414.8804
81,1198.7622,2782.651,585.7637,3958.1206,2594.288,4284.234,3177.089
82,1589.1472,3644.6636,1224.7152,4686.771,3068.601,5043.9546,3550.0215
84,1223.8113,2916.6804,545.02386,4020.9956,2842.343,4659.475,3289.3333
85,1168.5852,3228.9358,423.0135,3851.8132,2484.3362,4837.121,3106.2961
86,1299.0868,3083.8188,1100.936,4437.0137,2896.0925,4561.678,3333.4775
87,1545.4224,3349.0723,960.30005,4158.5522,3058.123,4925.115,3376.8464
88,1474.5289,3250.5996,933.0328,4183.032,2871.9026,4763.2646,3386.6836
89,1681.9502,3504.286,889.95764,4213.116,3240.5093,5043.4873,3471.379
90,1499.2632,3753.1123,1261.4968,4540.628,2935.9602,5148.299,3700.5874
91,1309.2444,3210.3928,155.80933,4049.3743,3318.649,4982.3716,3446.2476
92,1215.755,2967.6177,757.41846,4079.8936,2565.1836,4475.291,3441.2358
94,1401.6741,3387.1577,1005.8837,4404.0015,2879.4827,4957.211,3436.724
95,1293.4106,3059.9036,337.53128,3959.4724,2832.0825,4872.584,3432.0967
96,1506.6284,3492.942,1029.678,4354.9414,3009.022,4906.232,3512.1362
98,1305.5142,3247.4224,1131.3318,4455.711,3140.2107,4690.3413,3394.18
100,1213.6189,2970.15,342.62585,3927.827,2523.696,4911.905,3466.2715
101,1334.739,3549.431,1332.482,4825.0747,3753.3926,5232.0894,3479.1362
102,1481.105,3898.8333,1148.4443,4488.1562,3240.9563,5137.1323,3594.1223
103,1044.0599,2903.857,876.2919,4342.687,2611.5093,4474.927,3236.2112
104,1485.3872,3610.5222,1100.5905,4337.3535,2920.759,5123.3247,3554.9885
105,1593.7953,3629.368,1118.1979,4552.8945,3315.8787,5022.491,3545.0972
106,1026.7151,2628.229,236.62431,3841.2695,2523.5056,4534.0557,3408.1533
107,1401.4124,3356.9597,992.4371,4348.604,2995.4053,4840.5903,3396.177
108,1330.0486,3208.402,875.54346,4296.5864,2765.9302,4846.2837,3412.0737
109,1253.187,3096.807,1031.0048,4342.9907,2601.51,4627.176,3366.4539
110,1633.5184,3568.8555,1194.6782,4394.0063,2984.3308,4906.0864,3448.92
111,1357.474,3331.3884,1059.5997,4187.5576,2592.313,4891.855,3521.6658
112,1278.5138,2845.5034,398.09247,3360.8193,2149.046,4271.2305,3002.6995
113,1638.2614,3867.3416,1283.259,4815.0435,3541.8843,5320.5674,3604.6104
114,1464.3116,3567.484,1096.3223,4290.4575,2858.0024,5017.797,3516.9614
115,1279.2258,3150.2502,699.6578,4125.503,2906.0334,4855.703,3341.072
116,1562.1666,3338.9023,932.7312,4134.113,2694.266,4901.2295,3402.9675
117,1289.9203,3158.925,924.1448,4255.7197,2793.1052,4686.311,3465.0256
118,1622.2621,3558.9136,927.41113,4312.5405,3213.6445,5010.467,3485.9385
119,1223.419,2801.4905,604.99097,3395.4102,1805.5554,3710.794,2425.048
120,1666.521,3707.7632,1107.5162,4303.2603,3097.497,5079.1465,3534.9614
123,1200.8148,3009.1116,979.84503,4333.661,2816.2727,4668.8296,3271.7573
124,1703.3643,3698.2688,1284.8535,4605.442,3380.312,5038.132,3512.7793
126,1646.0175,3603.8376,1054.0385,4270.9727,3302.924,4913.817,3468.5122
127,1321.4738,2953.485,816.1792,3929.0173,2887.003,4640.998,3118.6606
128,1169.5652,2792.6143,170.88284,3810.4773,2786.4873,4801.7144,3204.268
129,1416.9584,3519.3843,199.60715,3680.0354,2483.222,5564.9683,3613.9553
133,1505.3042,3466.9224,1145.8728,4436.9062,3084.8767,4774.5146,3461.1814
135,1757.2969,4021.8481,990.815,4316.6895,3785.9773,5107.9697,3580.758
136,1177.0878,2931.6255,727.40735,4034.4402,2820.713,4443.486,3438.388
137,1534.774,3548.2568,1245.7635,4500.2446,2961.5938,5029.502,3509.0737
138,1592.6226,3585.7056,1173.2605,4369.7925,3283.362,4901.503,3372.3533
139,1362.9125,3320.6477,992.5288,4330.341,2549.9927,4949.9375,3538.5002
141,763.9556,3012.627,288.28275,3667.117,2459.9004,4802.841,3199.5625
142,1778.746,4744.4873,1455.5499,5175.5264,3420.027,5568.9404,4182.905
144,1070.1973,2680.0593,466.74228,3386.2769,2226.9595,3936.3142,2436.5923
146,1507.3613,3168.5432,1087.4995,4221.9014,2890.8386,4739.7607,3440.7424
147,1741.5005,3648.9292,1048.4388,4215.5107,3069.9207,5085.0933,3509.4924
149,1290.178,2861.7632,508.25543,3536.4927,2366.7734,4371.055,2728.5945
150,1269.3359,2758.9902,613.13074,3916.904,2499.3801,4557.947,3269.0964
