Paziente,20,167,266,279,642,815,978,1006,1185,1380,1417,626,679,889,1311,wavelet-LH_gldm_DependenceVariance,wavelet-HL_gldm_DependenceVariance,wavelet-HL_glcm_Idn,wavelet-HL_glrlm_GrayLevelNonUniformity
155,0.39373708,0.28989217,0.14810291,0.68806744,0.5609577,0.1887142,0.4355445,0.051335514,0.07963693,0.14182213,0.47725877,0.72086054,0.81479394,0.05074334,0.11355986,3.6737463849629313,4.267551724265948,0.9459062591711448,44.87152779511974
158,0.430696,0.10834217,0.0066049397,0.6309955,0.2815277,0.4222722,0.42720783,0.198035,0.34237427,0.092087954,0.56956446,0.4011302,0.6597667,0.01583162,0.0,2.368851464485913,2.494891892547745,0.9221160792920744,23.286490009237816
159,0.30081654,0.12536713,0.26928675,0.71826327,0.55718756,0.04826522,0.49824274,0.0198524,0.09732711,0.16140589,0.31496078,0.4818918,0.73623186,0.3868461,0.036720008,4.956499606645379,3.9980100883890977,0.9436895358157616,41.21119693268243
161,0.47218895,0.2955313,0.07736987,0.75889385,0.38324523,0.34974456,0.29648995,0.31025767,0.24047768,0.22999254,0.58871704,0.7332098,0.87562,0.06142336,0.12201281,3.416457142857144,3.9286204081632654,0.960774945315485,44.185592067290585
163,0.35423577,0.011431575,0.0,0.4119585,0.35565537,0.30775958,0.04474753,0.105053544,0.2503153,0.22808531,0.57233196,0.24723488,0.8277358,0.0,0.0,1.5259108724052837,2.5058628086643764,0.9310741093945468,14.741283749980308
166,0.52551556,0.29995182,0.051636755,0.815982,0.2700945,0.50175273,0.4056573,0.17993593,0.26730812,0.18970934,0.6783582,0.48804075,0.86361545,0.019215971,0.06268178,1.8269452581939185,2.554889812083414,0.9250690504201492,40.11070193767479
168,0.43174028,0.33373353,0.049803376,0.5915253,0.4618671,0.04878503,0.71522176,0.18838918,0.08523697,0.32080284,0.74019897,1.1638591,0.8814048,0.23542294,0.076562494,2.4445121411935813,3.3803913090476705,0.9334047196415576,25.69950139826444
169,0.028483272,1.4324496,0.92548466,1.3865026,3.3633306,0.27567446,1.4915612,1.3317001,0.8713905,3.907145,0.072438,2.4755163,0.21547513,2.1667974,0.44477683,3.572947850295286,3.641836247364559,0.9458761939723432,52.78076128354104
170,0.51048017,0.2371535,0.1095075,0.6885226,0.60469663,0.07219279,0.23657656,0.15203857,0.09758371,0.1595768,0.7260907,0.5376278,0.78195673,0.20007628,0.013038449,2.7400672509937967,2.97014083722614,0.9286822896890652,28.744193793608115
171,0.63603115,0.29430386,0.1766882,0.68101203,0.33651364,0.44210207,0.62320876,0.35588932,0.16355729,0.35540345,0.730412,0.52469337,0.926055,0.0811193,0.22959109,3.415712799167534,2.582206035379813,0.9314387292248076,52.92990494011488
175,0.017285407,0.0,0.0,0.1764276,0.4907925,0.33885258,0.21752071,0.03542,0.50569564,0.098971754,0.44344622,0.3446961,0.71293074,0.18582952,0.0,1.452972905945812,1.3212226424452846,0.9231662651059794,21.3154571967072
176,0.5466877,0.4124368,0.3406,0.66334116,0.35472208,0.15229523,0.65139055,0.29025614,0.18479913,0.23471978,0.72587967,0.51563203,0.66946876,0.1558066,0.19984354,5.763294982188891,4.44320668196814,0.9274414953206878,44.38237985024336
178,0.37532222,0.22708723,0.3365844,0.33134183,0.40713733,0.25197268,0.73472893,0.34584332,0.18915713,0.38306895,0.6644865,0.5556251,0.6010497,0.0,0.17125176,3.409795918367347,2.89505306122449,0.9181403690256086,48.44298726327928
182,0.49662662,0.0,0.18945742,0.80048823,0.48504454,0.24636686,0.08847225,0.06395805,0.3083139,0.29740915,0.80932534,0.55360967,1.0265069,0.18368927,0.09396027,2.702114716675061,2.3375435796469146,0.9200610321333408,28.635644039114204
183,0.4323733,0.41674224,0.54414356,0.8132423,0.39968002,0.20302081,0.74556196,0.25957882,0.12735778,0.20595488,0.80468154,0.64297646,0.8847277,0.23230061,0.3652385,1.3339506172839506,2.2133024691358028,0.923303394123688,22.655401439854177
188,0.8661238,0.47693977,0.056349188,0.70301545,0.3182727,0.43659818,0.18156803,0.39883268,0.14585459,0.19620237,0.8156314,0.5829744,0.89083475,0.09862408,0.23325418,4.368828078524688,5.01977989292088,0.9389637521118817,42.626107527737965
189,0.45554042,0.123056024,0.0,0.71473897,1.4032,0.37063777,0.60441136,0.7957947,0.3840688,1.0937108,0.70795286,0.4735849,1.2598006,0.0,0.0,2.967857479498539,5.454362648066107,0.945243111046702,31.34702326401299
190,1.1656693,2.2608972,0.11142516,1.0172246,0.15949565,0.0,1.6423647,0.6123965,0.18173867,1.5489208,0.5818642,1.3292308,1.4449301,1.3107643,1.2814367,3.19421883288211,3.260641632394376,0.9135825204455318,53.4273289086259
193,0.42974353,0.27468643,0.18683624,0.48788312,0.6521734,0.21237773,0.6193414,0.30562603,0.1703285,0.3048238,0.8836036,0.53141856,0.6690178,0.1835882,0.13463983,2.638322321172077,2.90382712502793,0.955402661645782,18.2880381881084
197,0.49390745,0.630718,0.25127822,0.42932585,0.3622535,0.109490335,0.63385046,0.114628196,0.139525,0.14770386,0.708631,0.46521932,0.6370334,0.10593262,0.12842746,2.878135886976769,4.088618896727999,0.936650778814614,38.56346682304627
199,0.5575354,0.7003144,0.31442708,1.700826,1.5476551,0.022716701,0.12886584,0.5397619,0.3446586,1.1644366,1.1988329,1.4709015,0.77656496,1.016763,1.1142097,3.6879,2.3159,0.9063117730222991,44.27321878967414
200,0.08891952,0.0,0.0,0.44420436,0.6191751,0.5568837,0.02207315,0.0,0.3387522,0.08220711,0.35626507,0.46860808,0.70775026,0.25304404,0.0,1.6426931312940205,1.3412337355199906,0.9193763228460397,23.094319941743343
205,0.0,1.093772,0.09357098,0.68997693,1.0221593,0.0,1.6595387,0.32468307,0.08482587,1.1963645,0.55965763,1.9786313,0.5461357,1.3133105,0.8137774,3.0013174526874256,3.912781071409496,0.9315694467858684,39.5720686535509
