Paziente,194,20,187,183,178
5,0.3238486,0.60170394,1.2455753,0.28594124,0.72656065
12,0.044884965,0.71332073,0.9806914,0.361454,0.3015113
15,0.15017974,0.5053766,0.8023738,0.39718455,0.19748126
16,0.100047596,0.89904606,1.0342067,0.34812814,0.6015408
17,0.39624763,0.7052922,0.7894974,0.04181961,0.8655685
19,0.21063925,1.2175256,0.7841262,0.16346098,0.6873792
22,0.05016105,0.64159286,0.7684146,0.17218608,0.38533336
23,0.07287674,0.8155483,0.99996614,0.36800212,0.3495921
24,0.49561697,0.0,0.4917484,0.0,0.3244599
25,0.3684889,0.22309178,0.9543387,0.12385349,0.4891551
26,0.1905672,0.45165765,0.79185534,0.18275595,0.42955667
27,0.054133758,0.106918685,0.67260057,0.23054859,0.17053647
29,0.08197002,0.7621663,0.79958624,0.21524465,0.5780263
30,0.1807356,0.71422106,0.95628625,0.29043132,0.40416247
31,0.5568492,1.0174721,1.1245724,0.078889266,0.83394563
33,0.0,0.71278125,0.6159427,0.04377295,0.5338796
35,0.070520505,0.66614336,0.6355915,0.09959951,0.62969935
36,0.24715419,0.9176119,1.0993394,0.3694166,0.45751333
38,0.0,0.3334905,0.57742995,0.34987605,0.1392815
39,0.082787484,0.90430593,0.60680586,0.20371154,0.8466543
40,0.0469207,1.0220195,0.70050013,0.38729644,0.49254262
41,0.23169665,0.5065683,0.7702751,0.08194572,0.77652955
42,0.23412813,0.20636384,0.8299642,0.44862902,0.4889825
43,0.24545209,0.11977651,1.5283939,0.18027253,0.05465208
44,0.16664374,0.855655,0.79113764,0.19955902,0.50640863
46,0.099767335,0.7411386,0.90376675,0.2489695,0.37646043
47,0.037694737,0.8380328,0.69220954,0.2408073,0.575648
48,0.16350141,0.45419782,1.1447262,0.35941732,0.26308686
50,0.005319096,0.7926128,0.5810596,0.5253554,0.352951
52,0.19484028,0.5691255,1.1256721,0.29279482,0.42539752
53,0.0,0.5997066,0.7185286,0.13458699,0.2972976
54,0.41046828,0.11741203,1.0611953,0.32120955,0.39516175
56,0.054963246,0.31172925,0.713952,0.19307615,0.5862698
57,0.1005242,0.42661268,0.5616951,0.050428286,0.5093665
58,0.17979102,0.5026363,0.79505587,0.22896942,0.5018866
59,0.15772702,0.47684056,0.86539704,0.23006336,0.8979418
60,0.0,0.8247455,0.6562333,0.29481667,0.23017378
61,0.16673198,0.6672542,0.8033672,0.22313464,0.46915877
62,0.2666136,0.98653924,0.9589314,0.055797234,0.87433374
64,0.0,0.6695725,0.6855147,0.38567895,0.21568383
65,0.0,0.51017165,0.49899775,0.34349996,0.0
68,0.23363818,0.89670557,1.068952,0.09337713,0.5756642
69,0.11978707,0.55109626,0.97682506,0.20465496,0.33715934
70,0.1812182,0.14541037,0.97083217,0.33172548,0.5465608
71,0.18452859,0.41734785,0.4741741,0.27989146,0.51526225
74,0.20978923,0.2655322,0.36060283,0.47602218,0.0
75,0.087679625,0.779598,0.88484716,0.57799375,0.29340088
76,0.0810013,0.48733926,1.0341368,0.54787546,0.0
78,0.048796006,0.31904626,0.5396939,0.19137593,0.69940627
79,0.0,0.81141424,0.75934064,0.44271725,0.2147112
81,0.13595961,0.23633239,0.51578116,0.40163004,0.4843459
82,0.20743744,0.3758942,0.7183802,0.08940163,0.90355134
84,0.20731172,0.4085279,0.44015694,0.17191716,0.6162046
85,0.0,0.100785844,0.82920974,0.16339006,0.0
86,0.25675857,0.7974934,0.700936,0.41060895,0.718174
87,0.22969693,0.21305123,0.95120865,0.2959115,0.32770622
88,0.34499437,0.8064759,0.58303624,0.13840362,1.1508456
89,0.06455222,1.172322,0.7472489,0.39849615,0.37795287
90,0.1226018,0.8253254,1.0111827,0.49536103,0.40570885
91,0.14931181,0.87712026,1.0866064,0.34206367,0.30565917
92,0.0,0.8325973,0.5794849,0.15970592,0.30558628
94,0.0,0.40879256,0.79591185,0.10471959,0.52286303
95,0.15895809,0.27855867,0.78835905,0.22537814,0.35414708
96,0.12758487,0.24297737,0.74772954,0.11303049,0.57817626
98,0.0,0.5523227,0.44108778,0.28636262,0.6525804
100,0.3650024,0.59723806,1.1227248,0.18129727,0.58228356
101,0.32542425,0.8189047,0.81560224,0.60210913,0.7176752
102,0.11728928,0.56842935,0.5058122,0.14654575,0.469612
103,0.09914309,0.50642735,0.38136724,0.6028682,0.45926136
104,0.0,1.3274887,0.7308269,0.28079993,0.6658714
105,0.51218605,0.71912074,1.022259,0.04367586,1.0640302
106,0.08268011,0.3154431,0.69041187,0.42957085,0.25994486
107,0.37057626,0.77346027,0.97890604,0.11379576,1.0235918
108,0.21156357,0.7806912,0.9008924,0.4165995,0.6666973
109,0.23302406,0.519509,0.79980373,0.08793825,0.5891364
110,0.07429783,1.0453691,1.04386,0.47439295,0.3684175
111,0.05350192,0.5914269,0.79924995,0.1346059,0.4442138
112,0.07442775,0.5404584,0.5289035,0.18337893,0.109965935
113,0.28700906,0.85772556,0.75972074,0.10273969,0.7180676
114,0.037275773,0.7797612,0.56415266,0.45531213,0.32933974
115,0.06592494,0.42002094,1.1336093,0.4966731,0.38528687
116,0.21428797,0.32368124,0.90603083,0.22076887,0.28087217
117,0.04336981,0.41897893,0.63125765,0.23520498,0.5015547
118,0.3232875,0.5601601,1.2171506,0.51008976,0.3044325
119,0.2609076,0.39354777,1.326989,0.29179925,0.13547753
120,0.0,0.891056,0.77984005,0.37131262,0.3116176
123,0.2625305,0.40480417,1.0830182,0.40113306,0.55150944
124,0.21935691,0.6844432,0.8280682,0.08420436,0.9370853
126,0.015990919,0.6759153,0.87822384,0.2349428,0.17349024
127,0.14391725,0.39959788,0.7331597,0.40137827,0.012278482
128,0.06441949,0.77842253,1.1840237,0.9056971,0.0
129,0.115110554,0.61190015,0.53679544,0.6131911,0.0
133,0.030840857,0.42457354,0.6147345,0.19827922,0.64757735
135,0.3888262,0.50028455,1.1439121,0.07606214,0.6451894
136,0.12069839,0.5095291,0.63040775,0.055009134,0.40591317
137,0.15801443,0.73130095,0.78758836,0.24275523,0.68578625
138,0.008687884,0.6480874,0.78418463,0.570272,0.0
139,0.039760932,0.5576338,0.77475405,0.257392,0.41194272
141,0.0,0.43801212,0.32954782,0.2826413,0.0
142,0.31701654,0.3106258,0.55699426,0.14860018,0.7666687
144,0.23984401,0.0,1.5189686,0.15879582,0.5208969
146,0.09818274,0.6747574,0.94870293,0.24404085,0.50995564
147,0.15045953,0.5107147,0.8503039,0.2602628,0.3654176
