Paziente,767,781,2035,2034,2042,741,54,273,1960,294,1882,477,1953,1897,1910,wavelet-LH_gldm_DependenceVariance,wavelet-HL_gldm_DependenceVariance,wavelet-HL_glcm_Idn,wavelet-HL_glrlm_GrayLevelNonUniformity
85,1.7516904,4.39819,0.0,6.968737,16.34492,18.038885,17.42999,5.211236,17.360292,0.0,11.252771,3.672004,3.974224,0.0,16.705618,2.102458247325952,2.321542503283918,0.927854945273855,22.326042553094656
86,14.703544,4.495636,12.857223,4.9684806,10.265558,7.5467024,33.821026,7.191715,6.22949,0.0,1.4324777,14.640474,1.1128807,7.4906034,11.041135,4.124218869074836,4.790123456790123,0.9315517716737416,24.02194598147496
87,14.727257,3.3568687,12.60989,5.997078,8.190482,3.6024542,31.066936,13.225326,2.7708194,0.24462928,3.0166016,10.793991,0.0,11.122502,8.613874,3.958802499248221,5.044004143138761,0.9320575560782868,42.42320944706593
88,7.4172606,7.422406,8.747028,3.5185056,12.433434,6.34213,27.892906,12.098778,0.0,0.0,0.0,11.35373,2.3838127,8.176521,5.606604,1.811211928169281,1.5948589039444911,0.9127742488291748,30.58394226255528
89,14.018753,3.0760288,12.288853,4.193933,13.257438,9.521774,33.812202,9.121588,9.898104,1.1637706,0.0,10.78913,2.3101983,16.32379,9.0225115,3.431027446178961,2.534945413733293,0.92329829169295,35.42339118171775
90,10.897377,3.582302,8.710066,3.651027,10.183675,3.865559,31.502573,11.678115,6.8404374,0.0,0.0,10.457234,2.4154904,6.632196,8.04207,4.519525430739006,5.4490102289743065,0.946302503725752,95.25969797057957
91,15.373071,2.56559,11.083388,0.0,17.67689,5.4799967,27.349234,12.92967,2.0253172,2.6669674,0.4713612,11.207056,0.03938055,5.348517,7.0577383,2.9699826388888884,2.49984375,0.9307664092992488,29.87762524728318
92,15.234435,5.8598495,9.737406,1.816454,12.65488,5.2003493,30.284658,7.0316057,7.74815,0.0,0.0,13.682575,3.524601,8.638338,8.7744665,4.435716395071008,3.866251442991758,0.9270265819943746,36.980399884344514
94,11.642834,4.5477357,8.647213,3.128982,10.221688,6.9629016,30.583622,11.360403,5.140302,0.0,0.7899028,7.354845,2.138449,12.245543,10.68003,4.382114631541474,4.023211107155571,0.9352647370364464,33.17476049350593
95,7.297513,3.0138927,9.33918,7.0652494,9.53612,15.621756,32.026398,10.49995,6.5614424,0.0,1.6144285,10.661683,0.20357396,8.694496,7.413516,4.2262856668448165,3.094172404667888,0.950521734774424,62.25560982873925
96,7.8188834,3.2676344,13.108466,4.4173517,7.911242,13.414721,32.801163,11.279863,9.639059,0.0,1.6478076,8.554507,3.7390714,12.741549,12.215515,3.8513039475563886,3.40604117394962,0.9268097512140208,38.9411225476651
98,11.393843,5.5753713,12.538167,5.368488,13.223422,3.9775724,35.753403,6.251377,12.378655,4.726788,0.05855784,10.891468,2.4609613,7.0044265,6.7950587,4.301878599270065,4.558741121369713,0.9465599526562524,84.53111301548832
100,10.158762,5.9365087,10.374876,6.4528685,6.7345037,5.4000835,32.071953,7.7968025,7.5950904,0.0,0.5708878,8.661168,3.9501665,9.493515,11.657464,1.5227049425434662,1.0115340253748557,0.9137475828746542,21.75216329793533
101,8.567861,6.195285,10.766089,9.096141,11.206994,5.4296975,31.79887,8.068868,8.783527,0.76346177,0.0,10.768737,0.7754088,6.5477242,12.204465,5.323335922604336,4.898580608714074,0.9573603600119128,61.13888576842714
102,5.965761,3.4704256,15.118681,9.340524,7.621192,15.542996,33.54147,7.719901,4.789052,0.6364857,5.613533,10.1285305,0.0,8.581318,11.675373,2.703818359375,2.063193359375,0.9279234775061423,57.96347836511717
103,7.801825,7.940397,10.467141,8.100145,10.111576,12.720014,19.736261,4.04219,5.9625826,0.07666536,0.5497576,6.7408204,2.2341402,3.839691,12.61041,3.307323820340209,4.771186924604559,0.9503616910461564,47.125688909970194
104,11.05709,2.3054295,11.164006,5.613304,11.102711,2.6254582,35.58589,8.531174,4.220813,0.0,0.0,10.339343,3.1297748,11.128729,8.516587,2.4280420683726343,2.6143326273628875,0.9237922133322596,40.21458619331042
105,8.197731,3.9347224,8.140149,7.924826,7.850044,9.568533,29.46647,10.429829,1.4996707,0.11364323,1.7561562,8.474095,0.21001723,12.294847,6.9319315,1.325173725299551,2.051016614715892,0.9186748336847896,28.27146596713302
106,10.68232,2.2567258,9.912062,7.22938,14.273355,7.147708,29.411503,4.445712,8.4527445,0.0,0.87435323,2.6869953,2.850232,4.5544977,14.697481,3.225047685686626,3.79526306204411,0.9417859575240066,56.62170427640328
107,10.585621,5.5795503,9.450355,2.8352342,9.966221,4.1113334,31.632414,10.775053,0.7535603,0.0,0.0,8.779173,2.9575953,8.028834,6.747789,1.9634755928809864,2.076287835561584,0.9198244369149372,49.00996907375144
108,11.810904,4.5888224,8.350146,2.0986965,11.572461,5.112927,32.427986,11.263677,3.3186874,0.0,0.0,14.026966,2.9135382,7.4429374,9.253411,2.4460356652949247,2.363566529492456,0.9178227754243792,24.661868905023155
109,15.726404,8.789049,8.624569,7.311508,12.580663,9.441919,33.445076,8.600596,11.118459,0.0,3.235255,9.178869,2.3014455,9.252007,12.881053,1.64470308706806,2.053477040684561,0.9096282939995864,16.005110098666
110,11.742984,4.18015,14.369224,14.95401,12.044216,5.8277516,33.982464,11.092762,4.5840163,1.3859386,1.1169236,12.034034,0.0,11.161299,6.470142,3.2603756744695525,1.8743153880481969,0.9194790719137048,39.37077302466598
111,9.818295,4.5453167,10.143273,5.2395983,12.468353,5.0053744,30.577032,9.208533,4.3380804,0.0,0.0,11.321673,1.0278064,7.3626657,6.073743,3.618479955736633,3.2940998943715103,0.92565309205148,34.38902772233704
112,11.84253,6.750816,4.179748,15.715974,5.570099,29.577255,20.185637,3.9908824,9.381507,0.0,20.390364,5.2605886,1.305774,0.0,17.283855,2.581701673193307,2.664115343538626,0.9134211889299776,38.000618858654576
113,7.0234923,3.4413548,8.085465,8.207068,7.5042,11.263464,33.197598,5.4866996,7.725199,0.12386422,2.9163673,11.288737,1.1858599,12.769722,12.292424,1.273740959894806,2.7790664036817887,0.9444265902417532,25.415938822451057
114,11.946165,1.8828043,15.050942,4.7114415,12.018092,3.438268,33.360657,7.8599873,6.8858323,0.22240524,0.0,8.321877,3.1806085,6.9938164,6.1244617,2.3136795639836043,2.629521192739066,0.9130142898412128,21.79925625723702
115,14.59564,2.7088304,8.137385,1.5198951,13.471827,11.405108,27.83339,13.091327,2.434971,1.0511534,0.0056328773,7.12358,8.735987,6.0384336,11.907832,5.363359951886131,4.521225233051556,0.9583009437730298,90.18145564921336
116,11.32868,3.2583537,12.239964,3.8990686,9.128342,12.2877655,27.035412,16.983896,8.337867,0.0,0.0,14.593044,0.0,13.833497,7.018281,1.712294952819453,2.8416869452565603,0.9247004441280572,26.84611752151532
117,12.167852,5.4117775,9.728471,1.3342413,11.010607,8.157926,29.553713,8.249043,5.1903987,4.388981,0.0,12.013413,5.0649505,9.495307,7.7413,2.316080348602401,3.7119070393594784,0.9404863394112398,34.088811294799875
118,8.293178,5.4211273,11.843697,0.060995035,9.213655,7.0601416,24.119053,16.63538,1.0022951,0.0,0.0,13.199177,0.0,4.473018,9.983581,1.4947617888158429,1.154406298190082,0.9095131242562754,27.805932149354625
119,8.51037,3.196374,4.4396467,6.923365,11.832906,15.950274,15.73341,2.2879057,17.858547,0.0,14.211967,6.5583053,4.3443937,0.0,13.49884,3.2460651942953227,3.2354973298904524,0.9279042365600934,67.47692759453872
120,13.986963,2.4730535,12.827981,17.559965,8.369094,12.890999,32.80156,13.688542,4.1241045,0.0,5.30855,14.845528,0.030228406,11.076701,8.204069,4.511907672746833,5.656065767953881,0.9519386593561298,37.45555286431835
123,16.58281,5.31636,9.1072445,4.6704965,8.187096,3.8531713,33.334843,8.535258,6.2008615,0.0,0.0,7.4088407,0.0,5.623398,11.809449,3.5636212145489505,3.999897452331357,0.9290065926197156,78.22935376835613
124,11.610298,3.5373316,13.720973,9.733102,8.500307,3.1847672,33.9049,11.953883,7.192942,0.0,2.097553,10.745409,0.0,13.899715,9.139066,3.1214002306210187,3.404533581883356,0.9300354432680874,59.639695336411165
126,8.917336,1.8087891,11.091769,18.428123,9.038882,12.937384,31.769293,17.560143,7.614828,0.0,4.710914,15.4969,0.0,12.029869,15.332705,1.9604650327462552,2.073322876881264,0.919773387917155,21.51696668026769
127,9.519614,4.3482723,14.129742,10.450435,16.223196,6.469461,31.605026,11.709032,4.5320826,0.0,2.791216,11.396448,5.0109835,5.2697496,8.768382,1.391347493140285,1.3389566059504667,0.9014557392185506,28.63437622276442
128,14.128807,0.0,13.0758915,5.587907,10.850593,7.005367,32.261024,8.414261,2.696639,0.7554018,0.2726377,7.8191376,0.0,3.4278,12.572984,4.266169314636336,3.754832565314656,0.9374326464364962,37.003685628790805
129,0.0,1.3895725,1.6025672,6.911577,8.164078,10.58875,20.525858,4.829648,9.644645,0.6883305,17.913885,5.975962,9.717401,0.0,21.510746,1.8175818925617369,1.9427274627489624,0.9139183834912218,29.617811285720663
133,13.188654,3.3153892,8.73455,3.1873698,11.371205,9.098287,31.763615,10.830345,4.342207,0.47761565,0.0,12.061239,4.8193064,9.445188,8.206341,4.565602216066482,4.6104199445983385,0.9409660228042704,37.95170095688415
135,11.900247,4.0031996,12.962906,9.540284,5.890415,18.180008,32.017815,10.588823,8.191296,3.8516948,5.3370647,18.525303,1.5793681,11.00627,11.654633,2.579723865877712,1.949664694280079,0.9268286779157158,21.0907276564162
136,16.164291,8.763996,8.563798,4.6463466,11.66471,6.279516,30.270247,4.851662,5.662034,1.6998981,0.740487,5.583664,4.8281393,7.803543,14.751857,3.8250729125815335,4.2469426300819055,0.9479265735267066,65.13943507962802
137,13.380529,4.6826806,8.5948925,5.557988,9.014855,8.695374,32.61934,12.730171,4.490621,2.1203208,0.3661009,9.311341,4.340018,8.890298,8.377326,4.165472910927456,4.315555555555555,0.9453177754080958,35.99663510307286
138,12.199037,2.2393851,14.3264265,15.543661,11.890844,9.546603,31.095842,11.858654,2.1568236,0.0,3.321039,11.503736,0.0,10.896747,6.069097,2.684969957458006,3.7343098986886543,0.926599583268038,21.62294729603781
139,6.192993,4.712126,9.928572,4.1395187,10.713037,3.5312762,30.909271,10.617855,5.800785,0.0,0.0,11.202621,5.009046,8.293886,8.247441,4.718745866616059,4.343057927758513,0.9299717304479808,64.84038283911242
141,4.585138,3.3387766,0.0,10.09821,16.134462,18.822418,19.302025,4.10317,14.643108,0.0,20.5666,5.5018134,6.187466,0.0,16.44573,2.553593863651392,2.268465251603518,0.9256878797912846,24.67779597410008
142,0.8558968,3.9074893,9.097029,30.066004,15.2719345,8.070435,35.4725,10.415505,3.218013,0.0,7.6922035,11.728932,4.6168003,8.376862,13.942178,2.2230859375,3.4262109375,0.9233714422280748,30.391766476036505
144,7.055234,1.9603368,0.0,3.2539833,16.934175,7.832232,15.274337,0.6810176,15.997078,0.0,13.902564,4.166816,9.081277,0.0,18.43604,3.8149092970521536,4.303004535147393,0.932616837245578,36.86158984301891
146,13.393847,4.88493,10.908839,1.0651628,11.846987,3.8674202,33.670437,11.23617,2.478247,0.637502,0.08595061,14.200665,0.0,10.498586,8.058165,5.063604293781889,3.835061848021923,0.9283822386074816,19.17548763453549
147,13.913451,3.286459,11.80012,12.738567,5.418951,9.310257,29.752138,13.91219,8.513044,0.0,1.0246831,15.865835,1.1177012,13.613494,13.089635,2.3159471108189056,2.5700197238658777,0.9247408098639522,29.44282812261181
149,2.7872813,3.6277027,0.0,2.7218795,18.611504,0.4948663,13.444942,4.197395,13.054139,0.0,9.217254,3.2601323,6.1206794,0.0,14.258805,3.657541246636483,3.891617025382271,0.9251747260465748,92.842387323095
150,10.210297,6.211205,14.157314,9.689876,12.533173,6.743665,24.787128,10.110994,5.4698625,0.0,4.3250475,9.172434,3.9686525,8.249649,11.553566,3.9414786427331694,4.909527193094853,0.9439781013400736,48.61884060342205
153,10.897381,4.150983,10.011709,2.010997,10.668502,10.175666,29.430603,12.936661,5.1679497,2.6150746,1.0149069,11.572223,3.1594255,10.762218,6.4342923,2.6764662955317866,2.222472425512396,0.9417176739534128,32.29199254513264
155,4.4702506,4.1975727,12.064308,5.163632,11.913341,5.6763005,26.75469,13.003824,0.0,0.0,0.6337384,11.131543,0.55491996,9.716186,3.8060937,3.6737463849629313,4.267551724265948,0.9459062591711448,44.87152779511974
158,11.038841,2.2240472,12.055055,7.070006,9.822727,5.6059637,29.388659,11.240379,4.863916,2.6654177,0.07398525,10.44626,5.0894947,13.415972,13.683711,2.368851464485913,2.494891892547745,0.9221160792920744,23.286490009237816
159,14.007835,6.0874825,9.396586,4.24195,11.155652,6.180653,30.889023,6.9624605,6.455764,2.605601,0.0,11.721755,2.3677533,7.096801,10.5528345,4.956499606645379,3.9980100883890977,0.9436895358157616,41.21119693268243
161,8.942823,2.4654026,8.454146,2.81378,8.796892,6.651159,32.628574,9.774749,6.0178914,2.2371478,0.0,8.949453,3.8639672,8.44329,10.602535,3.416457142857144,3.9286204081632654,0.960774945315485,44.185592067290585
163,9.508682,3.4193835,9.6777725,4.27444,7.2547817,2.128765,32.41932,11.8569765,3.4176936,0.0,0.0,11.388788,1.8189456,11.137911,10.239367,1.5259108724052837,2.5058628086643764,0.9310741093945468,14.741283749980308
166,18.05452,1.9688934,14.206407,2.3532383,15.011444,3.680057,32.867207,12.075508,0.6170554,0.6494076,1.9071958,13.090325,0.0,6.8666873,7.364069,1.8269452581939185,2.554889812083414,0.9250690504201492,40.11070193767479
168,11.725313,3.762267,7.823877,1.8414994,10.809418,8.670254,30.112528,11.006159,7.498083,1.5084045,0.0,11.837357,3.675204,8.724459,9.133758,2.4445121411935813,3.3803913090476705,0.9334047196415576,25.69950139826444
169,9.5515375,1.1758722,0.594628,6.294171,13.458126,4.728528,14.105277,2.4158368,13.739497,0.0,9.572885,1.8886392,7.078139,0.0,13.988185,3.572947850295286,3.641836247364559,0.9458761939723432,52.78076128354104
170,13.686045,4.3279104,6.561969,3.1908703,9.3445835,6.6767645,27.645077,14.573354,0.7464582,0.12519072,0.30668116,12.524709,2.5401132,9.63902,7.576232,2.7400672509937967,2.97014083722614,0.9286822896890652,28.744193793608115
171,11.869663,4.987979,14.423411,5.321017,3.3115077,17.078505,27.489687,13.950783,9.698202,0.0,1.1129284,16.013166,0.0,10.568138,10.768475,3.415712799167534,2.582206035379813,0.9314387292248076,52.92990494011488
175,4.2697496,4.5278673,11.813308,11.316485,1.3202388,21.097267,30.628061,10.99138,5.247137,0.0,5.920353,14.492327,0.0,14.608876,12.071053,1.452972905945812,1.3212226424452846,0.9231662651059794,21.3154571967072
176,12.122233,2.8103728,11.225146,5.4600964,8.506747,6.6149125,32.206615,10.641564,7.2316394,2.9007335,0.0,10.415967,3.6956496,11.980837,17.012632,5.763294982188891,4.44320668196814,0.9274414953206878,44.38237985024336
178,7.4581676,2.9205084,8.866286,5.897938,9.447946,11.355548,27.755491,15.218694,4.8286343,0.88053954,0.0,9.229891,1.7669985,8.9171915,10.525587,3.409795918367347,2.89505306122449,0.9181403690256086,48.44298726327928
