Paziente,767,781,2035,2034,2042,741,54,273,1960,294,1882,477,1953,1897,1910,wavelet-LH_gldm_DependenceVariance,wavelet-HL_gldm_DependenceVariance,wavelet-HL_glcm_Idn,wavelet-HL_glrlm_GrayLevelNonUniformity
182,6.6372685,3.4510288,11.811749,3.8651946,15.173245,3.3465233,33.042145,8.77677,2.7138965,0.0,0.0,8.386405,5.2924795,10.526655,5.666911,2.702114716675061,2.3375435796469146,0.9200610321333408,28.635644039114204
183,14.025103,5.346403,9.635862,3.9228764,11.435229,9.555258,33.942894,13.30668,7.9818106,0.82868457,1.9271371,10.89811,2.604211,10.282305,9.498566,1.3339506172839506,2.2133024691358028,0.923303394123688,22.655401439854177
188,10.599709,3.0230408,11.267293,4.92386,13.2323065,9.330355,33.708546,15.755628,10.715792,6.1553245,0.0,11.446353,6.8623776,15.373694,9.485861,4.368828078524688,5.01977989292088,0.9389637521118817,42.626107527737965
189,13.8021145,2.0473537,12.60297,10.702,10.92508,10.064061,36.321224,10.392963,7.2613854,2.239684,4.686096,17.70888,1.2903256,11.366099,12.370788,2.967857479498539,5.454362648066107,0.945243111046702,31.34702326401299
190,4.9669294,7.3421326,0.360368,3.8361578,14.746178,11.990632,17.07241,5.8406534,14.762371,0.0,16.814264,8.944891,2.0602329,0.0,18.080465,3.19421883288211,3.260641632394376,0.9135825204455318,53.4273289086259
193,16.70289,4.284555,10.560479,2.8684556,10.899363,6.0347667,32.721077,8.913179,4.351315,0.54866874,0.0,16.825655,2.5989237,7.659992,8.710002,2.638322321172077,2.90382712502793,0.955402661645782,18.2880381881084
197,14.029144,5.874138,7.3468256,2.4361415,8.493411,8.086392,32.39666,6.7316213,5.221005,0.0,0.0,8.54681,5.311229,7.4518266,12.860549,2.878135886976769,4.088618896727999,0.936650778814614,38.56346682304627
199,0.5970968,0.0,5.712938,13.039647,1.0460782,3.4482872,21.329615,5.1867104,10.470343,1.8654989,15.921606,4.8976254,0.88513446,3.2229228,8.912126,3.6879,2.3159,0.9063117730222991,44.27321878967414
200,8.191819,1.4120533,8.568821,6.10479,11.942976,12.823075,30.961987,10.492228,10.594204,0.0,0.0,10.095393,0.0,5.3048596,11.6318,1.6426931312940205,1.3412337355199906,0.9193763228460397,23.094319941743343
205,5.071089,5.171311,2.953949,5.431042,14.989501,13.176979,16.440626,4.391177,13.676487,0.0,11.68627,5.3146615,3.6828723,0.0,16.71469,3.0013174526874256,3.912781071409496,0.9315694467858684,39.5720686535509
