Patient,Slice,Feature_194,Feature_129,Feature_655,Feature_414,Feature_1219,wavelet-LH_firstorder_Uniformity,wavelet-LH_glcm_Correlation,wavelet-HL_gldm_DependenceVariance,wavelet-LH_gldm_DependenceVariance,original_shape2D_MinorAxisLength,original_firstorder_10Percentile
39.0,254.0,0.041497488,0.08020349,0.38230008,0.3869926,0.008214049,0.3366939718546524,0.4507080133740984,4.104127284183995,3.184625078764965,18.761320903979687,46.5
39.0,253.0,0.06008276,0.09506245,0.37556788,0.37152764,0.0049419925,0.3240903738056793,0.3988822819134895,3.270793623814785,3.6465417814954657,21.32562746265561,46.0
39.0,252.0,0.08677073,0.114838675,0.3689225,0.36622515,0.0014604591,0.28289794921875,0.3965012874001832,4.023193359375,3.14544677734375,24.51052048376292,46.0
39.0,251.0,0.11743959,0.08789924,0.39655754,0.3459126,0.006812535,0.2669987433572045,0.4185584774804746,2.805674574936789,2.605217338642523,26.37154775309592,47.6
39.0,250.0,0.17599949,0.0657123,0.41371474,0.30332124,0.0070350803,0.220672,0.3833790684206455,2.7776,2.907456,27.55942149648893,42.0
40.0,128.0,0.060785145,0.22343011,0.49582088,0.27297264,0.00018442795,0.1220999078987763,0.5867092804445884,2.423358624621727,2.1952545940967503,18.97789534862288,57.1
40.0,124.0,0.03310314,0.20259388,0.4613089,0.29835624,0.0,0.1218988581625944,0.5351622883651268,3.226770787210348,1.6387178145419905,20.825148128654508,55.2
40.0,125.0,0.036921274,0.21784489,0.4736569,0.29875454,0.0,0.1212105066865576,0.5265315269728175,2.686504342266504,2.1832276626351965,20.02608535342644,54.6
40.0,126.0,0.04697773,0.25460565,0.49175683,0.2920663,0.0,0.1195682980194764,0.5607018406798443,2.136539355394574,2.25550680769536,19.70931239782185,55.6
40.0,127.0,0.06339238,0.25155467,0.5016626,0.27655828,0.0,0.1289888504421376,0.5563183808796484,1.7619718911529754,2.1434063821607072,19.3066627119007,59.5
41.0,304.0,0.2115145,0.17375256,0.3838252,0.3773133,0.0,0.2060297520661157,0.4708725209040868,2.475715702479339,2.985044628099174,18.39674141207843,64.0
41.0,306.0,0.2425548,0.13010849,0.4141732,0.36007246,0.0,0.243718820861678,0.4237794469427431,3.408515998992189,3.531428571428572,18.78096644859352,48.8
41.0,305.0,0.22772147,0.1593257,0.39768618,0.37506303,0.0,0.2138025683756494,0.4435716003688279,3.035606530950125,3.1190406169329803,18.50967435661457,62.0
41.0,303.0,0.20327505,0.18239294,0.37486243,0.37808305,0.0,0.1992190367140822,0.4717375175386266,2.1427166365731565,2.68278504425948,18.758693003486925,66.0
41.0,307.0,0.19160713,0.06686324,0.43392542,0.33893108,0.0,0.2446882484740786,0.4458699542347502,3.729406960188078,3.518106864162647,18.50397080491793,33.0
42.0,133.0,0.2291026,0.40220338,0.32948214,0.07962634,0.0,0.2799928800284799,0.5363065214296934,2.5082769668921325,3.288091847632609,18.223004098958288,55.0
42.0,134.0,0.36227483,0.3375339,0.35200182,0.109506905,0.036615327,0.3126520894242048,0.5285889715564681,3.422068941370074,3.252078920186972,16.009552406012308,52.0
42.0,132.0,0.1143963,0.5161403,0.3310123,0.09172109,0.0,0.2278013491651658,0.5518031498807188,2.699429199352889,2.7279997558072098,20.036548121543152,50.0
42.0,131.0,0.09192978,0.6226725,0.3265062,0.041656222,0.0,0.2223595843496274,0.5468579116264127,3.576330649203114,2.457349059440676,20.59272543875253,51.2
42.0,130.0,0.11507058,0.39966035,0.3025747,0.0,0.0,0.2531898076705935,0.4879120462574052,2.5784937332982043,2.2913169483232334,20.036003654676783,49.0
43.0,328.0,0.107260786,0.2121887,0.42465267,0.0,0.0,0.3802448979591836,0.558886469475526,3.3334204081632657,2.306938775510204,21.10155342747285,61.400000000000006
