Paziente,1700,101,856,807,1386,1500,960,1261,85,1199,944,120,116,499,2040,1120
5,3.3504796,16.36869,11.98875,7.247286,0.4040146,3.960343,1.0634054,5.15446,1.6181388,0.6940479,0.79434043,1.882741,1.852113,1.6773677,2.8016005,3.8226523
12,3.5954304,16.439102,12.0110235,7.072356,0.38106835,3.8821268,1.1088136,5.002502,1.7069025,0.46646428,0.8348606,1.886857,1.8431749,1.6222119,2.736467,3.8069725
15,3.3996787,16.329142,11.904168,7.0666428,0.4161222,3.862059,1.1088854,4.9750204,1.612304,0.4998778,0.80355126,1.8207569,1.8274248,1.612705,2.740201,3.800715
16,3.4355688,16.348745,11.90647,7.0212765,0.4079213,3.8136182,1.1133355,4.9874187,1.5946574,0.49070585,0.828693,1.8780041,1.8152928,1.6126108,2.7423825,3.8071728
17,3.4197683,16.312428,11.824684,7.0851946,0.34614456,3.931169,1.0705835,4.9883957,1.5858574,0.4948895,0.8297942,1.9039149,1.8579564,1.6708217,2.7961388,3.7986155
19,3.5406952,16.343472,11.77932,7.0946064,0.5158782,3.8417678,1.0803217,5.021854,1.6868827,0.4785267,0.9025586,2.1168122,1.8968322,1.7344484,2.8209038,3.8314052
22,3.408103,16.33533,11.952813,7.099169,0.43026996,3.8533173,1.044679,5.005601,1.590625,0.44785345,0.86244184,1.857204,1.8251302,1.6368778,2.7782984,3.8074622
23,3.497088,16.359156,11.996542,7.062004,0.44300973,3.8988628,1.0900422,4.99599,1.6250932,0.5084646,0.85542876,1.8846397,1.8545396,1.6399567,2.7793837,3.8153138
24,3.4783244,16.317097,11.950084,7.0377035,0.54773414,3.856048,1.0956677,4.9361286,1.63134,0.51620245,0.7638152,1.8345947,1.8251665,1.6490407,2.7392468,3.8554344
25,3.3927836,16.305893,11.813466,7.114208,0.3943658,3.9643688,1.0504287,4.994691,1.6102347,0.397465,0.75468785,1.8130906,1.8643897,1.6590185,2.7666678,3.780118
26,3.3828454,16.303944,11.974547,7.0566235,0.39901114,3.8689232,1.0926164,4.9956403,1.5648847,0.46595252,0.8353916,1.82692,1.8410776,1.621005,2.757,3.7640452
27,3.408012,16.317894,11.956341,7.1125984,0.40436542,3.868719,1.0987176,4.985011,1.6111639,0.48513782,0.7839077,1.796042,1.800859,1.6530821,2.7519689,3.8063235
29,3.4581633,16.333696,11.882576,7.1009293,0.44415712,3.901576,1.0617675,4.9973955,1.6393962,0.45658886,0.8416725,1.8465619,1.8389716,1.6477432,2.763483,3.8021607
30,3.4099483,16.324436,12.020609,7.2010956,0.40579164,3.881411,0.92065275,5.1108937,1.6109896,0.47583103,0.81471974,1.8744674,1.9036818,1.6316257,2.7920494,3.8220468
31,3.2377305,16.35722,11.909885,7.2344265,0.37689722,4.0820613,1.0147513,4.9995003,1.5573747,0.47464597,0.8197821,1.7740197,1.8887193,1.715039,2.7908678,3.8233132
33,3.4243631,16.31756,12.012095,7.0854244,0.42489195,3.8718061,1.0718211,4.9868755,1.5852194,0.5300697,0.8166259,1.8881006,1.8498425,1.6281414,2.7403245,3.8439827
35,3.4557638,16.316608,11.977605,7.0567007,0.42969048,3.8685722,1.1033686,4.9783673,1.5788417,0.49212265,0.83741945,1.8310795,1.8342555,1.6510239,2.7688413,3.800171
36,3.4153562,16.334206,11.896588,7.129593,0.42661178,3.87039,1.0924548,5.0304594,1.6017611,0.4887563,0.8222435,1.9205334,1.8539946,1.6834936,2.7876172,3.8332872
38,3.428985,16.340504,12.00554,7.05342,0.42975378,3.855857,1.0936059,4.9716487,1.6036875,0.4899732,0.8099664,1.8210406,1.8134027,1.6308248,2.7429094,3.7922034
39,3.4145489,16.330252,11.88662,7.0958614,0.42993617,3.858976,1.0862583,5.015991,1.595959,0.50330424,0.80886334,1.8394427,1.7933278,1.6415341,2.7676306,3.8309212
40,3.3509827,16.341991,11.815229,7.058428,0.5278566,3.8844037,1.0923828,5.008845,1.574451,0.4378636,0.84030074,1.9012003,1.8313687,1.6258473,2.785452,3.78517
