Paziente,767,741,2034,2042,781,54,2035,1953,1882,1960
5,3.3228085,11.027897,11.966577,16.182138,6.355293,15.70686,0.7667719,2.462234,13.056357,18.327961
12,8.779702,8.464727,14.155173,10.602427,3.410174,31.814299,12.196966,0.0,3.5868979,4.8310423
15,7.164153,8.640262,12.210374,14.624244,4.3679895,30.413813,9.418408,0.45726576,0.18505856,12.210463
16,8.943247,6.070258,10.64898,8.8920965,1.9903194,35.97353,12.227713,5.80809,1.3232315,3.8384442
17,6.5190663,3.688466,5.9076,8.350729,3.5230284,30.415709,9.413861,2.622642,0.0,5.113853
19,11.498502,8.02553,3.0916402,10.131073,3.6065216,32.10968,8.533992,3.7369366,0.0,5.6849003
22,17.10593,8.842855,0.031676803,11.966856,4.715823,27.37847,4.947635,4.321559,0.0,1.5102382
23,13.390391,6.233864,10.383175,10.511751,3.8073688,32.505917,9.310436,0.0,0.6490598,6.0155525
24,0.6922651,2.7346702,15.279468,9.175882,0.3883103,14.649639,0.0,5.7480545,8.273911,15.317595
25,11.49284,5.2424126,5.189401,14.975962,4.856274,33.949898,8.96987,2.2494373,0.061939538,7.593539
26,9.130455,13.170581,1.0230241,7.320987,6.0789537,32.844482,8.338839,0.77924126,0.17462486,5.751949
27,2.8068829,8.569047,8.946721,9.134263,1.4741784,16.168297,10.16646,2.596115,6.457653,0.0
29,9.981089,8.154009,14.134703,10.421154,1.1632009,33.915157,13.9637985,4.4304123,0.27635747,3.85382
30,8.563753,15.201392,8.679468,2.8291743,2.9820318,36.270977,14.603263,0.0,5.938385,7.942012
31,9.25721,8.070179,11.37707,8.878506,3.7814965,28.888666,8.019782,1.4605548,0.55610585,1.4842432
33,13.507103,10.768932,1.5742702,13.301925,3.7733817,34.458652,8.154103,4.615026,0.0,7.467052
35,10.701137,6.704535,1.8824986,10.34453,1.4129719,27.101599,10.667718,4.0583553,0.0,2.2759893
36,11.368854,9.19552,6.5168633,10.300996,2.3746347,33.29912,12.959024,0.0,0.6067814,7.803436
38,9.287117,9.421792,6.0790296,15.464545,3.8335752,29.18038,11.394187,4.387418,0.19207212,8.82317
39,11.7508955,5.87778,7.8191442,8.845695,2.8173995,38.244724,15.152371,4.159861,0.0,8.029692
40,8.182416,8.18046,12.260671,8.995358,2.9004526,33.837814,17.569744,3.814981,0.2493167,2.7580914
41,12.404265,4.339454,1.9505324,13.870698,8.799901,34.1648,9.259286,4.284763,0.0,6.351172
42,6.675287,3.366961,6.052508,18.293217,3.6495175,12.591813,0.0,6.202515,11.836337,17.961325
43,7.033512,9.820419,9.638343,11.470426,5.6294484,17.177607,1.2928089,4.9705644,16.126848,16.388144
44,6.9361167,14.54,10.185468,7.30641,1.5122571,29.828106,9.198077,1.9932418,3.7970414,7.5477395
46,15.5875435,9.733375,2.101892,13.630201,1.845589,31.391582,9.042954,6.1844873,0.11564511,4.694728
47,11.053381,8.331518,5.1325088,7.0545516,2.019868,30.014034,10.6903305,4.4303246,0.0,6.9096894
48,11.746336,12.90951,2.076131,10.443386,2.4814324,28.995535,8.302305,5.4515305,0.0,7.1694837
50,10.327734,5.315168,6.4934373,6.20755,4.238244,30.122293,13.269911,1.2736423,0.0,5.230125
52,19.020844,6.188884,0.8837612,13.708556,2.6100502,26.901245,9.262928,2.8845,0.13339135,3.9198148
53,13.893604,4.2342997,4.062902,9.368902,4.2299747,33.57206,8.96273,3.891185,0.0,5.3707585
54,17.135838,7.5031433,0.017909065,11.921158,0.52371526,32.395466,13.553424,0.0,1.7477295,1.2430034
56,9.7761965,12.25152,8.45502,12.164382,4.245092,22.801542,9.723277,1.5432775,1.2643646,3.5015805
