Paziente,266,1423,157,1023,1081,1179,1484,2008,1663,847,491,717,1891,273,1278,1312,897
5,6.74741,4.486028,6.388568,1.1053257,2.3949854,6.8736353,3.6948376,9.069213,1.8242041,6.468376,7.0230308,3.023807,7.323002,3.4760466,4.7860947,16.195816,15.5806875
12,8.86098,4.7988486,0.0,0.0,3.0112216,7.8363414,5.957518,15.862079,7.300108,10.781108,11.749228,0.0,3.0213063,0.56404936,3.4853978,13.025202,22.100592
15,9.0271015,0.0,0.0,2.9549866,4.332862,3.368472,10.969488,14.372629,2.0342627,6.3621316,6.398048,1.3752891,1.261946,4.115817,2.5279331,11.03953,6.9605675
16,6.3084803,4.0843806,0.0,2.0417514,5.209674,2.0531154,9.959081,14.093826,3.8555317,16.756538,5.1322,0.69057953,2.1317365,3.7838712,0.0,12.799307,21.278011
17,5.730097,0.0,0.0,2.6720128,3.2294958,1.5330727,3.7044158,14.792459,0.022244781,13.0272,8.980913,0.8013276,2.6768188,3.0313792,0.0,10.539553,20.48401
19,0.4887433,0.0,2.6019154,4.9449744,2.5335119,0.32340646,7.29129,23.431667,0.0,22.49263,7.9296565,4.944341,4.787718,16.43092,0.0,25.037823,20.87611
22,8.34964,1.333766,0.75806713,2.7936034,9.725267,1.550282,7.7660785,13.966451,3.8997164,14.794526,17.845633,2.7591581,6.33202,3.338368,1.8130903,9.535608,23.750278
23,7.2297773,2.761682,0.0,8.429613,8.268482,14.426695,1.4269761,19.89999,2.3544192,10.546349,5.3358226,1.9201331,0.0,10.642891,1.9573166,14.144735,9.835486
24,7.707717,2.9391341,0.0,3.549059,0.0,1.3753455,4.9388285,8.452829,0.025259078,7.348337,4.550712,1.0688819,9.367462,2.1834884,2.2066298,7.633286,13.560836
25,10.191259,0.0,0.0,2.7829685,9.520934,2.343535,8.974871,26.502415,1.6094187,16.388586,12.752497,10.093517,8.443544,5.453235,0.04937005,15.539039,16.71399
26,5.7843513,0.43287253,0.0,2.5557966,3.790274,2.291421,6.93422,11.225768,0.0,11.132273,6.3604417,2.9401922,2.1381445,2.777176,2.1437836,15.037557,18.893885
27,7.491893,2.9727845,0.0,0.28619766,3.830642,6.2629085,8.986261,13.631385,1.0646675,14.007078,7.967815,0.0,3.2354548,1.7415143,0.0,5.555822,15.99952
29,11.505928,0.0,1.9987642,2.8121881,3.5357225,7.1885233,10.228061,13.008991,5.456911,11.674889,7.9085517,0.25179422,1.5319908,0.6003598,2.059748,11.463275,19.608955
30,7.006852,1.220993,0.0,0.6814382,1.9153609,0.8274558,4.411897,15.313105,1.06906,10.500892,5.4100738,0.41049254,0.0,3.796883,4.0412173,14.470689,14.506808
31,3.5531557,0.16993356,0.0,1.1724513,7.0836945,3.5782237,4.060984,21.159304,3.0143533,15.63643,7.5406575,8.384155,0.86961603,10.957866,0.85542345,15.476077,20.472271
33,9.586008,7.316376,4.230363,11.1917,0.024894834,5.8579435,10.814948,17.778328,4.24484,10.0396805,10.381344,3.5121937,4.903488,7.854693,0.861351,7.926518,15.638995
35,9.534958,2.0759377,0.0,2.0863814,1.8225119,2.5501027,6.91116,10.471463,3.0284567,10.125687,6.596859,0.0,2.2742627,0.85192883,0.0,12.088768,15.756587
36,5.3931303,5.1463337,0.0,3.1257195,2.848242,5.48177,8.153601,20.732092,4.302571,17.551872,11.60531,2.2411737,6.2764893,0.0,1.8703647,10.9465,26.039953
38,9.158701,7.062347,13.572448,6.4076695,2.9517705,2.0871236,12.578191,15.424007,2.9072824,8.188313,7.504996,2.5989146,0.62277424,7.845984,4.5948067,13.23658,8.995321
39,7.575368,5.9894357,1.4202594,13.549461,0.32954764,1.7240634,4.615323,17.153008,0.18420792,9.7895975,4.432006,0.04433763,0.020153284,4.780237,3.9064417,11.4636545,10.3569355
40,9.468019,2.4639828,0.0,1.1356993,7.6571445,1.9997652,5.854139,15.106822,0.9963026,12.953939,6.842015,0.32802892,1.6808002,3.3722663,0.0,11.689332,22.483927
41,5.9246473,3.9048557,0.0,1.8820293,3.1046908,13.338854,10.91938,13.075292,0.97019744,9.70658,4.5522766,0.0,1.5884657,2.3697348,1.7954733,14.12046,14.179763
42,8.103835,2.6671133,0.2361939,4.824535,1.0541327,1.9481485,6.2684507,14.033537,1.3590257,8.571525,1.1243877,0.0,0.18498313,1.3257493,3.0166059,10.664661,10.246552
43,7.204962,0.0,0.0,0.8883252,1.6801989,1.1642061,0.0,17.680916,1.4973384,8.533841,2.7885993,3.5244708,1.1839228,7.3329835,4.1753473,18.148184,6.6072817
