Paziente,2042,2035,2045,1326
5,0.59211075,0.35447323,0.5752966,0.28575397
12,0.12209648,0.0,0.0,0.0757004
15,0.15427628,0.0,0.0,0.029560134
16,0.17985627,0.0,0.0,0.06675768
17,0.11418933,0.0,0.0,0.08589271
19,0.029325426,0.0,0.0,0.0
22,0.11458683,0.0,0.0,0.0
23,0.27220795,0.0,0.0,0.21285158
24,0.64263296,0.6297454,0.6488997,0.8156409
25,0.14122093,0.0,0.045228593,0.0
26,0.11291832,0.0,0.0,0.0
27,0.2491943,0.0,0.09793769,0.0
29,0.097459495,0.0,0.0,0.0
30,0.28504565,0.0,0.0,0.08131021
31,0.117568016,0.0,0.0,0.0
33,0.1009295,0.0,0.0,0.09521425
35,0.10943544,0.0,0.0,0.06846863
36,0.0874244,0.0,0.056482792,0.0
38,0.13240343,0.0,0.0,0.09608555
39,0.10951704,0.0,0.0,0.096978694
40,0.15693888,0.0,0.0,0.08197564
41,0.21410164,0.0,0.0,0.0
42,0.4057084,0.23743959,0.5299223,0.5126296
43,0.45965502,0.32780296,0.59182894,0.5838047
44,0.24298039,0.0,0.069557846,0.0076598227
46,0.24505469,0.0,0.0,0.032904297
47,0.098843515,0.0,0.0,0.07813203
48,0.10741928,0.0,0.0,0.0
50,0.23654673,0.0,0.0,0.045929104
52,0.10528964,0.0,0.0,0.082313985
53,0.105538785,0.0,0.0,0.013102204
54,0.35094824,0.0,0.0,0.0
56,0.11016792,0.0,0.0,0.0
57,0.10268533,0.0,0.0,0.0
58,0.090655655,0.0,0.0,0.074287504
59,0.21499309,0.0,0.0,0.11637455
60,0.18630654,0.0,0.0,0.112791985
61,0.0911687,0.0,0.0,0.0
62,0.09437674,0.0,0.0,0.05232048
64,0.20617715,0.0,0.0,0.045718253
65,0.5225221,0.26387984,0.59118855,0.76074755
68,0.08107445,0.0,0.0,0.10471845
69,0.15568641,0.0,0.0,0.06679398
70,0.3327802,0.15064125,0.6380457,0.22635889
71,0.22614923,0.0,0.0,0.08315694
74,0.7483345,0.4288972,0.6388107,0.486319
75,0.15366307,0.0,0.0,0.046719193
76,0.8743056,0.75984395,0.4746787,0.59644574
78,0.22434565,0.0,0.0,0.123503685
79,0.07933828,0.0,0.0,0.29817182
81,0.11070895,0.0,0.027894035,0.10826248
82,0.06848371,0.0,0.0,0.089936376
84,0.1526748,0.0,0.0,0.0
85,0.30189422,0.38920778,0.5889486,0.5754807
86,0.09328544,0.0,0.0,0.016649693
87,0.28810886,0.0,0.0,0.1647313
88,0.0,0.0,0.06520152,0.0078982115
89,0.12066886,0.0,0.0037740692,0.090599
90,0.11377522,0.0,0.0,0.021570683
91,0.105302334,0.0,0.014783271,0.0
92,0.11969116,0.0,0.0,0.12704045
94,0.082746625,0.0,0.0,0.091027826
95,0.13385847,0.0,0.0,0.064166665
96,0.07136953,0.0,0.0,0.07370561
98,0.14435828,0.0,0.0,0.0
100,0.06717461,0.0,0.12804447,0.16497356
101,0.20478323,0.0,0.10210666,0.13096654
102,0.06191224,0.0,0.0,0.030462712
103,0.2291973,0.0,0.08946879,0.0
104,0.03319657,0.0,0.043153375,0.0
105,0.31915018,0.0,0.1207256,0.00057530403
106,0.20602858,0.0,0.0,0.10305059
107,0.08742276,0.0,0.0028005913,0.06548017
108,0.26708534,0.0,0.094760746,0.02269718
109,0.1615713,0.0,0.0,0.20954555
110,0.11079216,0.0,0.0,0.0
