Paziente,243,593,1116,1614,629,1309,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
116,7.8339877,6.7046695,3.0331159,7.335014,4.5664434,4.8428497,0.7198212826797385,0.8765906432748537,0.6984384323150896,0.698336525153324
117,5.0142646,7.6129246,4.819873,6.785631,5.292631,10.168911,0.7591034184991826,0.9060066574839302,0.6148690527293582,0.5920294731486305
118,16.568811,34.597206,0.42663795,3.3673804,0.5575436,3.7849665,0.8680529740500319,0.9327083333333334,0.7115106404403866,0.7282423253455297
119,1.1368219,1.1429014,3.7451887,1.1734593,3.7581758,1.5296912,0.5864499285568241,0.7202850754008384,0.3244580001775999,0.3407019779348532
120,8.871532,8.00687,1.8548578,2.4773219,4.639211,4.8310366,0.7507812542614815,0.8513751871121862,0.6883044976705934,0.7051466388496993
123,4.976276,0.28255302,3.232933,0.0,6.1926885,1.3395901,0.6218885473023015,0.7841455890044109,0.4164891102846676,0.2319520876167254
124,2.0863972,0.5177688,1.7092932,1.3166032,4.3766108,3.4713242,0.7134871978683562,0.8311051617142374,0.4862722111963972,0.5591407355588754
126,10.636726,16.60338,4.037908,2.8169563,3.379949,5.921827,0.7726390641611385,0.8900015031265032,0.6524151592401667,0.7108127721718195
127,14.415411,6.27293,1.7897798,1.6399257,3.0819948,0.7483524,0.7969326852362567,0.9239122252333634,0.6721880582298619,0.6630347385816465
128,12.448868,10.642912,2.0580978,2.298518,2.1354334,5.993516,0.7601526736527872,0.8477840063959542,0.7126553797823815,0.7167985416317237
129,11.375245,16.156656,2.4679828,2.325525,3.084379,2.5874975,0.8497123368920522,0.911080917874396,0.5827696458530534,0.6369331429160351
133,6.9636216,8.8458,1.4003028,1.8741057,2.189256,0.9133704,0.7356855020801716,0.8591126384756503,0.6872217311623406,0.6474320883793814
135,2.9607904,1.0941069,3.7354865,4.0938916,5.651518,4.061679,0.7027240998824964,0.8176600669818754,0.6390502231262876,0.6066108058270986
136,4.643901,0.38207644,0.98872125,0.41032106,1.1739793,2.1982825,0.6389805981292411,0.7788437855766449,0.4743329645694863,0.5751216499205919
137,6.0744977,0.9411531,2.5155673,3.9563313,3.3763428,2.231022,0.7103457160206532,0.8062597387305731,0.53481506908617,0.5926898335824202
138,4.0244484,1.5113461,1.1582685,0.65694153,0.81473106,1.5061376,0.7160054107885322,0.8816894353369763,0.2978623546192671,0.5630164059576134
139,2.4864376,0.0,1.4615983,0.40295786,0.22922319,1.1558596,0.6783916285760323,0.7262013323041225,0.5657115057909897,0.5493251356203827
141,3.5299401,5.5135055,4.801582,6.884098,4.3529005,4.906577,0.786606424792139,0.9001876876876878,0.5812137201769723,0.6179765850915113
142,2.9753122,2.7993667,6.408833,6.395725,2.8962047,5.2594132,0.7859418085225562,0.8869897140945491,0.6651133303397047,0.583592048488497
144,2.1472332,0.8395427,1.8465298,1.324475,0.5623635,1.8502448,0.6297504268207199,0.7784596326651229,0.386840583482634,0.4168465963371685
146,6.690855,1.8295012,5.7490473,7.661251,2.6812468,11.825066,0.7628183291795961,0.8663532649414543,0.6808583221650905,0.7169177178079065
147,7.165436,4.748115,2.320506,4.7146378,2.363895,1.8171859,0.758008723138676,0.8208151779230209,0.5339611747163832,0.6271340963800981
149,1.8106058,0.11346087,1.0832583,0.51944566,5.1109543,1.765796,0.5947045801458161,0.6775815165833637,0.3523207574431118,0.197602899834385
150,16.999847,21.608318,4.620291,4.743498,4.3008604,5.0770845,0.7964692951281629,0.8667924265465365,0.5914066209250528,0.6217407347184231
153,10.165992,19.401821,0.7568147,1.3944068,3.1555097,0.85865664,0.8055781072773703,0.8875047404019079,0.737111718210483,0.6694097681655985
155,9.501537,3.8184772,4.0231028,4.5518575,1.9092395,5.3200526,0.786736849024709,0.8564494215765402,0.5813972068699085,0.6257121259311803
158,8.511504,1.1557143,2.8050327,5.04673,1.2440422,4.425391,0.7581756379800597,0.8479540598290598,0.63710718864992,0.6572907790794617
159,1.5904514,0.31712592,2.6089168,0.4587509,1.5759697,2.4856029,0.6723105369697729,0.8022316633686349,0.4750609531110508,0.3720818232295659
161,8.010902,1.0157983,1.562094,4.2022986,1.2401893,4.13793,0.6781130483724702,0.7814851721938775,0.3884697066905776,0.5107333369813969
163,16.444471,29.030489,2.983477,2.4824343,3.5507936,3.6073608,0.8330858876117495,0.9178462532299744,0.6887279588452296,0.6699125158997528
166,4.30023,1.3805351,4.940204,3.6694295,2.3404772,1.8048952,0.7825027960998164,0.8455979473449352,0.6914618874813725,0.572471315210799
168,3.7902925,0.8592873,1.4819084,3.581905,0.804957,2.5635664,0.7291230741761046,0.843127240143369,0.539654309559791,0.6389256476776247
169,2.715741,2.209524,2.6702256,2.9218707,1.5419657,2.5493243,0.6365345349053507,0.78185,0.2916758488658112,0.3122748354409513
170,11.5229,3.4543636,4.000056,6.6459236,1.0701683,6.681412,0.8349998603651916,0.886027105734767,0.7124945828382958,0.6656520527875261
171,3.97301,1.7861657,2.684743,3.251401,0.19546148,1.6945686,0.7312124736799481,0.852591332829428,0.4696903297658484,0.2554577413815906
175,13.793615,24.288044,2.9173799,4.962465,2.9939623,4.0824327,0.8067526089625536,0.91747997997998,0.7406605000549593,0.6585837831778965
176,3.883931,4.1330953,1.5795764,1.7687495,2.2826853,0.4634269,0.7789336232211947,0.8016075720162225,0.6383279766465106,0.6425758201094928
178,2.8616297,1.2441854,2.7537303,1.482389,2.4746053,1.9812143,0.6956938543974619,0.8340945975005059,0.4754387568768557,0.4911082977114279
182,16.199055,22.882656,4.545899,5.701404,3.4602747,9.11471,0.8292976537553797,0.888244052061786,0.6101789964482449,0.672499221224376
183,10.764889,9.647601,1.2466677,2.8468337,2.5750306,1.2024349,0.7940439106198035,0.8853936718175127,0.6744650265222795,0.6877073530421874
188,4.116945,0.7096468,1.0563136,1.2763569,4.551596,2.253353,0.6769333394098762,0.8345747776293057,0.733235318737978,0.5186072642632198
189,3.670826,0.48896503,1.3568796,1.2247427,1.6393416,3.7168713,0.7476053376755207,0.8059515352640302,0.4054879521724546,0.6144043504153025
190,1.511425,0.9401563,1.1184793,0.22664073,1.1750753,1.4533256,0.6359135658064087,0.8253235514063781,0.4084622556809146,0.4063986888423426
193,4.210452,3.802496,1.8238837,2.9302351,2.8390055,5.5953794,0.761738527648856,0.8535723672828417,0.7467681340742035,0.6931088054061539
197,5.0769935,0.27236718,2.9584413,1.8062716,0.8644474,5.2076015,0.6733126663357607,0.7301765398795942,0.3102949210107889,0.5302524320437672
199,3.5812347,0.13899204,0.3268115,0.0,1.0270805,0.51419055,0.53298919845802,0.666395050413294,0.3044543647075342,0.1656392683144577
200,2.6183088,4.8852158,4.4964666,3.3736515,2.0844116,3.8773875,0.8059393531392599,0.8644938271604939,0.648127396172781,0.7137582872248012
205,6.861603,19.588669,0.99457204,2.52994,2.662126,1.7739134,0.7809952236018464,0.8823584114451264,0.5456768627743833,0.5808358380922307
