Paziente,100,2047,326,717,951,2008,1976,1701,1331,1951,1836,591,847,1600,630,113,1657,1336,1181,1775,1891,1213,874,1275,1969,1596,974,157,wavelet-HH_glszm_GrayLevelNonUniformity,wavelet-HH_glrlm_RunLengthNonUniformity,wavelet-HH_glcm_InverseVariance,wavelet-LH_ngtdm_Strength,wavelet-LL_ngtdm_Strength,wavelet-HL_ngtdm_Strength,wavelet-LL_glcm_MCC,wavelet-HH_glcm_ClusterShade,wavelet-HH_ngtdm_Strength,wavelet-HH_glcm_MCC,wavelet-HH_glcm_Correlation,wavelet-LH_glcm_MCC,wavelet-HL_glcm_MCC,wavelet-LL_glszm_ZonePercentage,wavelet-LH_glcm_Correlation,wavelet-HH_firstorder_Skewness,wavelet-HL_glcm_Correlation,wavelet-HH_gldm_DependenceVariance,wavelet-HH_glszm_SmallAreaEmphasis,wavelet-LL_glcm_Idn,wavelet-LL_firstorder_Skewness,original_shape2D_Sphericity
113,0.0,1.4722481,0.0,3.2943525,0.5994121,16.38506,0.0,0.5054344,5.7239447,1.3668872,0.0,0.0,10.648073,1.5569931,2.4461334,0.0,0.0,0.0,1.4111373,2.7269812,2.3047845,0.0,0.0,0.8380353,6.554394,0.0,1.4707123,0.0,7.486486486486487,54.06628218272955,0.4201775947731714,6.1043768810735175,85.52547669595894,11.120498665785927,0.8804309406246494,0.1471085142444204,0.9386648114832952,0.4948795284578116,0.2227569343359655,0.6902795512791114,0.7931027515035963,0.7948717948717948,0.5224005944836395,-0.1156136314616306,0.4571043024676812,2.772228796844182,0.545374500664172,0.9224634633745524,2.126769124294557,0.3988075349810008
114,0.0,1.4689338,2.6840744,2.2133512,3.077751,7.6543293,0.0,4.0036383,6.140682,1.6303965,0.0,2.0355444,9.743752,0.0,2.1362855,0.0,0.0,0.0,4.432989,0.0,2.7147543,0.0,0.7622558,0.0,5.1765704,0.0,0.0,3.7393641,6.0,29.86064072799554,0.3573948620823621,0.8482443147602361,12.140774851200463,1.2527150796721134,0.7079784713276919,0.1111868130856353,0.037562884292901,0.268833647478352,0.2688336474783519,0.5830931051254082,0.613717359449988,0.8120805369127517,0.4836409474544077,-0.1862185701875027,0.5237814440474199,2.4147560920679245,0.2590581275517548,0.8418841471443221,0.6648429893120642,0.3723034227188208
115,0.0,7.5748453,0.0,0.54742134,4.0475025,15.562253,0.0,0.0,4.3856583,3.0856996,4.8858347,0.66962075,14.995858,2.7294755,2.5221689,0.0,0.48210132,1.1835673,1.8370435,7.20934,3.938114,0.9289429,0.0,0.0,3.7073846,0.0,1.138061,0.0,7.923076923076923,119.01333139805234,0.4252791801504551,6.812126206407028,245.49451382856344,3.1757443333166977,0.943950288699415,0.0841273827276517,0.0828663841814474,0.4291810494932099,0.1990078204578414,0.7668050944164164,0.7196568885861355,0.4985549132947977,0.5698901406297805,0.4732619126433785,0.4914336956445582,2.161548999298339,0.531502022418242,0.9676493418333288,3.025267381400671,0.5424026110618054
116,0.0,2.0098116,0.0,1.9523393,1.2288897,11.077683,0.0,1.1463213,6.7866626,2.1081142,2.328315,1.8029661,15.514516,0.037953496,4.45708,0.0,1.5234491,1.5561993,2.4060638,3.4933853,2.4680424,0.0,0.0,0.6913536,6.565737,0.0,0.6278962,0.0,8.8125,67.51023856239684,0.4748603109909281,15.5876317109459,322.3996609149196,7.620571872872301,0.9565105846351752,0.5104797437203836,0.2378226065664795,0.3664609911642704,0.2772537362182933,0.7630601164954862,0.6473010346869325,0.7949790794979079,0.569097398469616,0.4227855061728327,0.5215378215405807,2.422436581992612,0.3849904704637461,0.935594689217066,2.091004672007524,0.4025931074285149
117,0.0,4.292019,0.0,0.0,5.5809784,13.346197,1.5538021,4.9946966,11.583896,2.458479,0.0,3.3334336,14.550883,4.485267,5.916196,0.7692737,3.8285332,0.0,0.53630936,4.9156446,1.7638073,0.20131183,0.0,0.0,6.8328905,0.0,0.0,0.0,7.714285714285714,79.79367348536198,0.4757746750153381,8.664583638585453,214.34830475851592,7.654969716665005,0.8765242576137036,0.0858214200674243,0.0921884555661905,0.3268430085063626,0.152179396279089,0.742694279544329,0.6911222953521537,0.8316151202749141,0.5681079444112883,-0.3191862331121213,0.5581732304903331,2.1307259007333403,0.3267391032654924,0.9379963396110148,2.3074701514633453,0.4569441498994428
118,10.159285,12.021435,5.4810104,10.637529,8.5150385,25.36632,4.7161527,9.631688,13.144008,6.296041,8.576918,5.5501575,21.810894,10.134406,5.886036,3.486203,7.3613024,1.782023,13.674308,13.27099,4.0567236,1.9436822,4.378643,2.38066,10.433227,0.0,0.9969864,0.0,11.142857142857142,109.7548422966482,0.4288728585569738,6.135353772553966,595.344382009967,7.447810429174326,0.909004825444768,0.1577018646925589,0.2626339072287975,0.3865612124156154,0.2860266696063789,0.6760119762421127,0.6729664141206942,0.9009009009009008,0.653795550181189,0.1148298540823975,0.6499253055549353,3.502105348591835,0.3798463514280606,0.920913445117773,0.5366732947902013,0.623307735197649
119,0.0,1.0878117,0.61767554,2.3164105,0.0,12.189152,0.0,0.63701534,7.666566,2.9692736,1.491972,0.0,5.5832486,0.0,2.2474134,0.0,1.1809826,2.4042735,0.9610956,3.2786918,1.1602402,0.0,0.84175766,0.0,2.7975411,0.0,0.0,0.0,6.8,80.51345391822434,0.4658318873944994,0.4567807068601052,20.509870371310008,0.3689216084008158,0.8922758545269103,0.0549868643180663,0.011323349015273,0.1904648420341922,0.0599426018993513,0.6043231157981244,0.6010735672751538,0.596816976127321,0.5467641843931417,0.3002872905356278,0.5476702609183937,2.2056441683259576,0.2342171231003467,0.9207749791564068,0.9298473008722574,0.3986938622950549
120,0.0,3.8965318,0.0,0.13721716,5.458002,29.783176,1.7325623,7.3913007,10.107354,2.7676196,2.1239479,3.301776,15.070704,5.1269403,3.087725,2.4017732,6.6142607,0.0,0.32851076,10.946406,3.3379838,0.9490714,2.3577585,0.0,10.582787,0.23445189,1.3876629,0.0,10.0,101.58963749643858,0.4631242511970893,13.99357011620923,334.3663256306553,14.451529130841548,0.9167451112638004,0.8244180490738143,0.3244353614205787,0.4670098793642849,0.3055319977341769,0.7444925211779835,0.7675528405206264,0.6153846153846154,0.5718496481003774,0.725252980831402,0.6054136672988429,2.59961638982618,0.5414365555591257,0.9513157858762497,2.6518040647190757,0.5082317646131089
123,0.0,2.2572522,2.1667182,3.946517,5.753044,14.964293,0.0,0.0,9.781259,1.0663589,0.0,0.0,11.684117,0.0,0.26966,0.0,1.6634933,0.0,2.4239223,4.9783707,0.73773134,2.71661,4.682648,1.2968521,4.571661,0.0,0.0,0.054741263,11.095238095238097,82.38517059615988,0.4532509707508955,0.1712017559520475,7.0304508757090725,0.0889240719588562,0.8387693911159702,0.0253395974270866,0.0110787979504223,0.0920364239734779,0.0920364239734779,0.4274631278240415,0.477081523133532,0.4886075949367088,0.3138789095963555,-0.3112076656796288,0.3166073935140434,1.959211664797308,0.3230306242627271,0.930378048352232,0.8096004641720684,0.3983744766638502
124,0.0,0.0,0.0,0.0,0.12977576,14.668523,0.0,0.0,4.5642624,0.0,0.0,2.5716786,8.104103,4.9399962,0.42416716,0.0,0.0,0.0,1.2679946,0.0,1.6708858,0.5244061,0.0,0.0,4.592733,0.0,0.0,0.0,6.684210526315789,79.06012173019637,0.413507546884277,2.985047967674217,95.03980460231568,2.2524191868022108,0.8621122978152315,-0.0429427880988313,0.0566857336661999,0.2444386710830421,0.1896268558945115,0.6380213920482566,0.5755895402550839,0.7024952015355086,0.5781667339850431,-0.0440117664046692,0.4930266332420356,2.575911524051268,0.5694200648764642,0.9441790620098528,2.257315919464742,0.5149804109725618
126,0.0,2.4784462,2.2602854,5.416419,4.9596014,18.681444,1.5626098,6.9246864,10.588665,1.9982733,3.3077981,1.6816113,17.253288,5.9981656,4.8766565,0.7653112,5.4906607,0.9363736,9.997382,5.0693007,0.71575844,0.38181067,0.075412154,0.0,7.726514,0.0,0.76919204,9.594676,6.0,75.5991603876048,0.4438603045202214,9.16737766823087,441.2664798770187,12.965717788770345,0.9283476405030836,0.8659897002662027,0.4769263970823598,0.3856359442104361,0.3163068245491018,0.7305533564951173,0.713031978461451,0.7993079584775087,0.5728760150573992,0.4658487238046917,0.570340991063066,2.267405802133595,0.343361562745601,0.9265173529587228,1.4191450308311622,0.531897277327379
127,8.072284,8.092695,3.8249452,3.647018,4.5378094,13.837759,0.8394197,2.8689518,11.308111,2.2965622,3.8004606,7.9069066,9.827287,8.194717,2.7498796,0.0,1.9648098,1.8666332,5.03329,3.944395,2.3307965,1.004508,1.3653067,0.0,7.433281,0.0,0.0,0.0,6.6923076923076925,85.97049007035663,0.4693370572747287,13.906124714592584,396.5329989626471,3.677510462462597,0.911745754954393,0.0451080065944649,0.0736826286600274,0.3390411479201419,0.2916317132421144,0.7668698821559911,0.6644354005133088,0.902200488997555,0.6121517122828679,0.1707390537163218,0.5811360962766079,2.5130409311278625,0.3484880364665431,0.9222796669198022,0.8730010253968459,0.6186566182917078
128,0.0,7.3090973,0.16702008,5.5010734,7.7134085,21.50861,2.6463861,9.791452,9.4395275,1.9398443,3.745331,2.7288146,19.955671,2.937457,5.047265,3.9026725,8.045693,0.0,6.3787766,8.210556,8.091465,1.8240743,0.0,0.8352925,9.233169,0.0,0.452819,0.0,12.23076923076923,113.01600321983696,0.4433515916286541,13.911310283254991,417.5195549550531,10.206590787908013,0.9088790913854364,-1.0977848152830982,0.3038686721308431,0.450108855501186,0.3179667656565164,0.7552750235496901,0.7356051140332729,0.7394209354120267,0.5881789548221805,-0.56487394129232,0.5922281355667927,2.9997172633072258,0.441837102364114,0.9393388263560052,2.045911513589396,0.5307031393426193
129,0.0,6.593794,3.6923392,9.08914,8.580528,21.997074,3.1984582,3.7048845,11.142343,1.5966755,0.0,4.831294,14.898289,6.37114,6.266247,3.8901365,2.5933604,1.6197145,6.266036,17.624851,6.5026093,1.5227454,0.6468506,1.2453041,10.582482,1.3567865,0.4890998,0.0,7.857142857142857,79.0871647333534,0.458965927458402,7.737075371151945,725.395216431839,4.600975784955794,0.9407073836391248,-0.0496009238296025,0.077764064498211,0.2750189262268311,0.1950767762808811,0.763817843912528,0.6915184300226381,0.8797814207650273,0.7263831776923391,-0.0163424188290335,0.6570025980400527,2.5817133984293346,0.6099927416488026,0.936763541555865,1.4045803989744643,0.586460620084004
133,0.0,2.649591,0.0,0.85890853,1.9991238,13.508691,0.34475565,0.0,3.9082403,0.41362965,0.0,0.0,13.937159,2.763627,2.6558163,0.0,3.4424248,0.0,1.5870049,3.3672967,5.7515917,0.79011273,0.0,0.6464115,10.559638,0.0,1.2588669,0.0,12.78181818181818,120.91233011791304,0.4779080369722068,4.983543061111674,225.25834161580443,9.042634476098506,0.9203260193698964,-0.0140563410818254,0.1694336123258082,0.3594120321191232,0.2067369231377978,0.6830179654090225,0.7514794183340014,0.6926315789473684,0.4662944107739383,0.1422712924034198,0.4932477460605979,2.429447091412742,0.4139227787060399,0.9387041136660972,1.657370056609034,0.4459500049012527
135,0.0,1.6646104,0.0,1.2871863,2.6454222,13.554118,0.5600505,0.0,3.1280518,1.0903841,0.0,1.4230189,11.851113,0.57029206,0.0,0.30493444,0.139763,0.0,0.7633662,5.310464,3.2716696,1.7702124,0.0,0.0,11.315545,0.0,0.0,0.0,6.411764705882353,58.66102913021771,0.4516606464217135,9.0092428476841,113.0967580543836,8.200805340861425,0.873056307005244,2.238285809575695,1.0010378728011682,0.4244609192211565,0.2163425506008041,0.687794589893562,0.67843584522125,0.7230769230769231,0.4404804224751699,0.6862296607228506,0.3848761338093121,2.54948060486522,0.5150799945494727,0.9252439369878244,1.6647610538485125,0.4766690878254424
136,0.0,0.657078,1.2070955,1.2449356,2.5322094,17.47116,0.0,2.1030765,5.6596603,0.8034917,0.0,2.0944972,8.673627,0.6481966,2.9929755,0.0,0.0,0.3965826,0.0,2.985508,5.9138374,3.0029626,1.8917783,0.0,3.088048,0.0,0.0,0.8771318,11.588235294117649,98.99572637924828,0.4491936829787231,1.7459815931751996,28.80879050065001,2.4228109585225743,0.8122899823764751,0.0468510827059721,0.056409411533385,0.3240047538596441,0.1223102156454622,0.6261770094356324,0.5840799157615308,0.5732484076433121,0.4645033552049486,-0.1800202657630702,0.3798006703758683,2.3773242998363693,0.4637595796152113,0.9460495948213258,2.5877528906012404,0.3886295430183677
137,0.0,2.9020588,1.6932418,1.2845951,1.9637291,12.083272,0.0,0.0,9.610728,0.44094098,0.0,1.0999718,14.496594,0.5810958,1.1378648,0.0,0.2634369,0.0,1.9075265,9.123145,3.606571,0.6272901,0.0,0.012326956,7.5708838,0.0,1.1197534,35.53192,6.25,59.51146607072847,0.414154536954928,2.939162694502069,76.38533923586468,7.178695109726919,0.9016600332239106,-0.0209270402526451,0.0908810826858765,0.2937802669401175,0.2047712569754054,0.6419533840262304,0.7417389435190487,0.5454545454545454,0.5510975129653016,0.0246191839337808,0.449793184397257,2.2266299357208448,0.3571016159727114,0.9402343938533292,2.298396578519803,0.4895579143919852
138,0.0,0.0,0.17233157,0.7327875,4.1368914,10.174859,0.0,0.061718047,9.139651,0.0,0.0,1.346988,8.804017,1.450133,0.009604931,0.0,0.0,0.0,2.5327356,0.0,0.29736555,0.0,0.0,0.0,4.3791966,0.0,0.0,0.0,6.538461538461538,36.26502591535763,0.4188976726429718,0.8369018423180922,12.03018503383146,1.3127801456589925,0.706230277755083,0.0468318692391142,0.0314990156557607,0.1581436443483471,0.1581436443483469,0.6304216755523693,0.6198371576486842,0.8079470198675497,0.3618980363227663,-0.3476063477287127,0.436127066707766,1.845796237007149,0.3224048241041269,0.8547793697609353,0.6107486864494748,0.3931061276829266
139,0.0,2.7220309,0.0,1.3967617,2.7476718,13.321921,0.0,0.6288278,0.5776631,0.8075527,3.4968894,3.770514,7.0152044,0.0,0.0,0.0,2.5153928,2.65869,1.6945105,0.0,0.0,0.0,1.5340039,0.0,5.5421305,0.33913803,0.0,2.5841236,4.764705882352941,83.39880402650587,0.4548739330620128,1.4295806642405615,18.422809232260818,0.5482221394607678,0.8630011928243645,-0.0040815917463159,0.0631936132994883,0.2746105098127822,0.090638347547356,0.6103122409429701,0.5458385283099239,0.4052757793764988,0.3874983445033609,-0.4200664575597128,0.4141103450596567,2.072368004876674,0.4607385104576259,0.9383756999070332,1.9244075992991536,0.6581855766716862
141,0.0,0.5926869,0.0,3.001256,0.0,6.7831106,0.0,0.8333359,2.8028898,0.9090005,0.0,5.0679164,9.33187,1.2947396,2.4987562,1.2362912,2.5621386,0.0,0.0,0.959654,1.8339765,0.0,0.0,0.091474354,6.5224752,0.0,1.2048159,0.0,9.153846153846152,53.5460762429972,0.4644583539321569,5.506237268902159,230.47908951367256,6.967128602700778,0.9521312471334896,-0.0536025773683666,0.126119100256551,0.1539193224486893,0.1362381043972599,0.7523028795350988,0.6797860365407632,0.8685446009389671,0.5692498017483664,-0.1299937310154197,0.5912334803031839,2.482576208424254,0.3779296386954547,0.9303729488035192,1.3619044528683724,0.3892929253475356
142,0.0,4.3907385,0.0,0.0,3.4271615,13.75504,0.8460411,1.046501,5.387926,0.23284209,0.0,4.5244403,9.989447,5.3569922,2.998998,0.18467516,2.6013088,0.0,1.1128645,2.7760644,1.0359623,0.70708466,0.88884556,0.0,7.301113,0.0,0.0,0.4449941,5.521739130434782,67.36882977434054,0.4516021096977616,7.858463514276541,193.01319411623487,3.882644179212568,0.8954628678058882,0.2769893388182467,0.1880606100762802,0.2842841152417009,0.249769061089498,0.6467067154708708,0.6182026305177536,0.775,0.5098501472902683,0.3553224415810367,0.5421976941425386,2.6693750000000005,0.2607351479853138,0.9364732974826534,2.210006351590058,0.6310398603921255
144,0.0,9.128758,2.9663436,0.0,3.735202,14.417742,0.0,0.0,2.8196635,0.0,0.7554276,1.4669034,10.042973,1.0379678,3.394131,0.0,1.8708905,1.1996417,2.6880434,2.657094,2.2226982,0.36636043,2.1702342,0.0,5.8847775,0.1597557,0.0,0.0,4.333333333333333,59.14705856913264,0.463260840397818,2.386871450767941,60.416700382059176,1.3547728290062668,0.8625146974693139,0.0121900337577907,0.0128318719256973,0.1201745581719964,0.0730427021292506,0.7039337702322072,0.649853058043606,0.5595238095238095,0.5778686448354196,-0.0112229067463989,0.6004064574505774,2.287946428571429,0.3935308945584992,0.9353491564508748,1.622991000463592,0.7308289020601607
146,0.0,2.3658605,0.0,0.82317066,0.37130296,14.56463,0.0,1.5172123,4.0691514,0.061932683,0.0,2.1447477,13.176754,2.1649938,4.2023144,0.0,0.34112513,0.0,9.019982,2.8342319,2.3402457,0.0,0.0,0.0,6.6275864,0.0,0.2780511,0.0,6.153846153846154,71.57055027229424,0.4778172372923091,8.142430069416722,402.9037281202309,19.786787692170044,0.9180497398258872,0.5210145370834495,0.2995848845972719,0.4378704902390955,0.2610214099483271,0.7689110960317698,0.7924304198916183,0.7392996108949417,0.5504423132639039,0.0979264214273001,0.5738211810569462,2.147375433390362,0.3533949741600819,0.9303838649135738,1.7265963805857465,0.7065986885930864
147,0.0,0.17912292,1.0043764,1.2532917,2.1943767,7.061754,0.0,1.7354127,5.3482246,0.85350764,1.5881257,4.527618,8.980372,4.8264756,2.025604,0.0,2.1968322,0.0,8.081523,1.0522772,4.370137,0.0,0.0,0.0,5.1199107,0.0,0.0,0.0,4.789473684210527,49.87434712439158,0.4320869353354599,3.410182584351954,125.84319147191928,5.59613405620346,0.9016059922873784,-0.0277750730391009,0.2510224573261823,0.310122778585372,0.2264810972243328,0.74692325325288,0.6490079710992728,0.7264957264957265,0.4740831529103116,-0.0128577582058416,0.4284714140032359,2.369493754109139,0.3706281809388645,0.9273206913794588,1.7240569505676062,0.480685151123306
149,1.0313644,3.3575652,0.013044119,0.0,2.4957895,13.955261,0.0,1.1403306,2.5159554,1.4435188,1.6381073,0.9806094,6.3078303,0.0,3.2877157,0.0,0.0,1.8725312,1.8285162,2.9234295,1.0901148,0.0,1.2423376,0.50684136,4.6885495,0.0,0.0,1.1064053,5.545454545454546,105.31690776005576,0.4692746079203498,0.3261374521989952,6.264901514731012,0.139514370921967,0.7599313386092238,0.0188160553948335,0.0080250687863038,0.1158093628657846,0.0604297893467771,0.5656719968986575,0.5281198067434472,0.5255198487712666,0.554831694906677,0.1004305097255513,0.4776125112780377,2.146254480222698,0.2617574053643582,0.921158969075158,0.8532967010212984,0.4300446331628854
150,0.0,7.622101,6.0382204,6.4920363,12.059272,24.993834,1.6571332,4.988467,11.799378,1.2671586,0.72631335,3.7243257,18.082878,9.629602,1.3595753,2.5033336,5.1186304,2.618919,9.069131,5.4832716,3.123698,2.62639,3.589048,0.87052053,9.153498,1.1387963,1.4736574,1.1133614,9.054054054054054,114.21629657690642,0.4481393340091163,5.981005998340301,778.2504448786091,4.235218162721259,0.9517964406492084,-0.2024208938041511,0.0980442867449337,0.2688090943191528,0.1809564467439842,0.71955724079186,0.7647767333372611,0.78839590443686,0.6414174961696935,-1.0442814022089597,0.6842161971555152,2.4737620706123544,0.4194464318674237,0.9579981600632604,1.9321430141695064,0.460596573441283
153,2.7529995,4.2168226,2.7197878,7.664359,7.0488977,20.191174,1.030127,2.6131163,8.33826,3.9458237,5.7601748,3.8692265,17.148628,5.4579816,7.475383,0.98920065,9.610012,0.92628586,4.6320086,8.153823,8.741894,6.2721376,0.0,0.0,7.2778263,0.33490586,1.9003851,0.0,10.923076923076923,120.78280233184512,0.4764709117368086,6.39044093298112,432.1595358883062,16.81056777813043,0.9378450379060776,0.5282880892564743,0.1847370973172908,0.3270706630753457,0.2441148582095565,0.6320813477353204,0.7898708643752521,0.7945205479452054,0.5099622806342697,0.1455432654679218,0.5902741188581893,2.491691165738829,0.4788234445271646,0.9436015122738648,1.3725809115801275,0.4574666626003825
155,0.0,6.3151026,0.0,0.0,4.607318,30.23709,0.97114486,7.2154617,4.9972258,3.0625677,1.4787688,1.5595765,21.306011,2.0669546,11.29226,0.0,0.74825275,0.0,12.928601,20.129242,2.1817303,0.30156767,0.0,0.07006806,7.380294,1.1248631,3.483816,0.0,6.8125,110.1716299880539,0.4506868118717442,9.475643309115574,525.9583633289759,8.757338717628048,0.9141429733398342,0.1456372605874025,0.1688954997296246,0.3470588081239346,0.2559668855791981,0.7490964417112157,0.7513801503155857,0.7957610789980732,0.6306060188027887,0.1164915602297964,0.6745440255830537,2.1522714869635915,0.2906274397347084,0.9497928183187808,2.010787709022808,0.4987440240055215
158,0.0,2.8590362,0.0,0.13001192,2.0769565,21.570297,0.0,0.7676672,4.846628,0.33895242,0.0,1.9440835,13.298445,1.8173836,4.9149284,0.0,1.6101018,0.0,0.0,11.303522,3.1122434,1.188062,2.1626534,0.0,7.6685324,0.0,0.33488315,0.0,8.44,52.76290325508778,0.4566946928384571,3.503399277270779,50.0169760419229,4.554359296154047,0.8491433887691469,0.3299513591474401,0.2704530087897228,0.4733288107689349,0.1517667361627157,0.5825507181289635,0.6229232162037576,0.7684729064039408,0.3856147878029931,0.3418921248433048,0.4062746630455614,2.513577131209201,0.3705890260222114,0.9037954059650876,1.2446228113101496,0.4345621666769224
159,0.0,0.078979015,0.6914413,0.009062409,2.7119794,14.074119,0.0,1.9119204,0.23540252,0.23100102,0.0,0.0,3.8579626,5.631592,1.4450176,0.0,0.0,0.62829864,1.2963624,0.100470185,4.5717154,0.0,0.0,0.0,4.933138,0.0,0.3601722,0.0,6.8,40.86995561382018,0.3873805797383482,2.86768102449667,54.79650277778211,1.6502499839981797,0.8317290208679993,0.0112533358511204,0.0177011663804275,0.2248251343777162,0.2248251343777162,0.6323541780947006,0.6328602529534755,0.6054421768707483,0.5368357297223671,0.0335341008470534,0.5549574104191247,2.4225554167245127,0.5075742551326652,0.9372342301149672,2.183552404606804,0.5859112954135743
161,0.0,3.9559271,0.0,0.0,2.0269248,13.255711,0.0,3.5628986,5.0997987,1.3537325,0.0,0.0,14.421438,1.4900731,5.2597685,0.0,1.8492616,0.0,2.543696,1.889896,4.849678,0.0,0.0,1.1567562,5.8943458,0.0,0.0,0.0,10.466666666666669,61.23548781534976,0.4050876808395901,4.835530601975688,90.02776772728886,10.106168876875865,0.8602261352559407,0.224143016062456,0.1801506226232197,0.432830383907085,0.2323926104539319,0.7042207383520998,0.8299223379162813,0.6857142857142857,0.5309509449164077,1.9170346719420588,0.5058722194109985,2.802448979591837,0.3414210179537886,0.9438613895523756,2.5565594829090137,0.4040159820516102
163,8.353102,8.479101,2.3734014,6.773927,17.092411,17.621883,3.5627155,4.42919,8.8687315,2.2624254,3.1913412,2.991877,22.28018,3.5516214,3.2844503,6.46102,6.7201276,0.89659655,12.938324,5.157051,3.6123264,3.1750703,2.8454685,2.4618187,9.370976,0.0,1.0393064,0.0,7.829268292682927,75.697495857623,0.4243314272478432,19.8514097251034,589.6578071967938,28.27931119652844,0.949947965204186,0.902244967706028,0.5312202994195776,0.5075751570295954,0.3575269366095424,0.7897816992290951,0.8063021692054062,0.8634538152610441,0.6275083883113369,0.2271188478936761,0.5421876430479233,2.663569942420283,0.4139982900635411,0.9132473751589348,1.2151895178801653,0.5163834233691565
166,0.0,3.1563141,3.508959,0.35128176,0.718143,15.508578,1.7972596,2.7621799,7.8586617,1.7895523,0.0,0.7686796,13.929156,1.581942,1.8687692,0.0,1.6495403,0.2518052,0.0,11.019572,1.9751599,0.6056633,0.0,0.0,8.89964,0.0,2.1001472,3.8902483,13.097560975609756,85.60743636207829,0.4720342801090142,10.272369422980736,108.33174666027,3.1973172080072336,0.8658353350826544,-0.0660356283164423,0.0878564165508444,0.3110356730924207,0.1969189624859709,0.708511845933902,0.6387157546168635,0.7955271565495208,0.4766671223056266,-0.0316516488613597,0.5229103660694768,2.4878277822576527,0.3891495910864349,0.9211236055646206,1.785365891218894,0.3893084358982456
168,0.0,2.4093869,0.0,0.43536317,2.4793813,11.297228,0.0,0.0,5.822513,0.0,0.0,1.2883408,8.305526,0.9505485,0.21200037,0.0,14.0501,0.0,0.613112,1.2934569,1.4535036,0.30287838,0.0,0.0,6.427657,0.0,0.4560331,0.0,5.384615384615385,67.41687462863933,0.438834868282301,1.3036894667303405,97.14538015670038,7.211456661228336,0.8635407210474233,0.1168573155008407,0.2476614354674977,0.4560645625323165,0.1602611423858245,0.5459806125890108,0.6931410809184658,0.7774294670846394,0.4467077392725888,-0.1293149797584623,0.5468499957560593,2.778156661196333,0.4471628359264991,0.9149581355093124,1.025403011489426,0.6477798374755155
169,0.0,0.5008681,0.18285584,3.5813222,1.251631,11.902647,0.0,0.4705479,11.491582,2.8709445,5.624092,3.694697,5.06415,5.4269834,1.5840769,0.0,2.046733,2.32698,2.7451127,1.1935705,0.0,0.0,5.1172857,0.5693194,6.149474,0.0,0.0,1.3221306,8.333333333333334,69.59352747141511,0.47192311258584,0.5848650617045205,32.06823653759514,1.4239578586187462,0.8653601803268914,-0.0370472730835442,0.0142733343528572,0.1278041577615041,0.0514165962094419,0.5607803052493477,0.6594922525626463,0.6825938566552902,0.4540602570446757,0.348816894574433,0.5881681043620128,2.1500541648708777,0.2930663985653636,0.9325122034814533,1.4698374233705742,0.3561655491560554
170,0.0,9.223003,0.0,1.4445711,2.417188,19.970375,0.37495536,10.2938595,9.804296,0.9332186,2.1116288,2.1840987,13.924936,2.0766573,2.7705061,0.3734904,0.0,0.27362466,1.6083374,7.343315,3.7203643,0.4969983,0.0,0.0,8.1232815,0.0,0.73527205,0.0,11.862745098039216,97.54239626432594,0.4578118888628954,10.989596030087242,397.0623327729433,9.840313077980774,0.927731803601198,1.056078691546902,0.3046131551743539,0.4363535592325688,0.3436748032666912,0.7369459488514164,0.7223143558663991,0.8179419525065963,0.6199741217234475,0.6145933090051502,0.6119945226294463,2.80258422038276,0.3754778503527658,0.937873366510786,2.0447547955464045,0.4436954148078568
171,0.0,0.0,0.76714516,2.0545845,2.3533561,16.042345,0.0,1.0670313,2.103209,0.42797935,0.0,2.0764656,5.3707294,0.0,1.6443732,0.0,10.547317,0.9162438,2.7589138,1.3220283,0.0,1.0764303,4.8490806,0.0,4.4359665,0.0,0.0,0.68691134,9.736842105263158,49.2877113029215,0.4078149883285739,0.3945523692472983,9.888465885986935,0.4899032920217321,0.7020888259488878,-8.302407549369561e-05,0.019883068620257,0.1841231723215108,0.1841231723215108,0.5316386950981453,0.6064433419597508,0.7903225806451613,0.4930111232668515,-0.2485642219529166,0.5196699286820048,2.0977497398543186,0.1988227228753034,0.880447441807921,0.274744641154131,0.3779944195952973
175,6.2098618,7.6684914,2.9079201,6.9189363,8.733444,26.30217,4.0064692,7.824032,11.43871,2.8473735,0.8937175,5.0961647,14.19431,9.244456,8.353068,2.689324,9.414387,1.4484766,0.5526781,7.100834,2.197414,1.1265261,1.1284102,1.2882538,16.408684,0.08020592,0.0,0.0,12.404255319148936,77.37293660740909,0.4556224929760595,27.627249636694923,436.7605830055895,12.934580028097448,0.9655990878510432,0.8517701046226666,0.3422483037570253,0.4541676395210459,0.347307890685704,0.8227252187223084,0.7194875864409009,0.8740157480314961,0.5675420642691993,0.3112338014426061,0.6003025491454632,2.984623969247939,0.4567349513359324,0.926189557776148,1.8872008223576973,0.4157756561856795
176,0.0,5.2297983,0.0,0.0,1.6483412,17.035751,1.2734743,1.4052247,5.366774,2.178206,0.0,0.0,13.309087,2.1956353,1.2924135,0.0,4.982651,0.0,0.05270338,7.8767014,4.5086613,3.419682,0.0,0.0,10.395443,0.0,0.0,0.0,7.758620689655173,83.59842347195288,0.433396947209287,6.102467871590767,49.1257791140682,2.451709156066212,0.8472993190031236,0.0404567222233619,0.062806042313947,0.2632050250075323,0.1846710012948526,0.6941262577376872,0.6664856994701027,0.6445916114790287,0.4996127859303224,-0.3344096652738051,0.4934354431295582,2.614622165694487,0.3282491387956732,0.9247846261196572,1.3426299394998689,0.5912495972796521
