Paziente,89,214,229,237,425,499
5,18.279585,30.853172,15.640133,0.1637006,4.871236,0.2855999
12,18.246733,30.851759,15.623245,0.16888963,4.853005,0.2634752
15,18.246092,30.806208,15.618867,0.164852,4.858446,0.2806733
16,18.243858,30.855812,15.597034,0.16337138,4.8670926,0.27883014
17,18.279211,30.855783,15.615631,0.16459873,4.8534045,0.28286353
19,18.186049,30.88355,15.624738,0.16658081,4.8533216,0.2893676
22,18.242748,30.857668,15.6613245,0.16688423,4.8649225,0.27633023
23,18.242636,30.853628,15.62578,0.17026937,4.863662,0.26578918
24,18.282806,30.953993,15.651844,0.15213476,4.8674564,0.28709206
25,18.247929,30.865816,15.629579,0.16852868,4.850549,0.27447644
26,18.252054,30.85983,15.621021,0.16472685,4.86263,0.2932872
27,18.252262,30.89815,15.62965,0.1675,4.8544607,0.27169958
29,18.224134,30.85651,15.621703,0.17341346,4.8550925,0.27867594
30,18.238523,30.828287,15.635336,0.16530822,4.8355465,0.27706832
31,18.261354,30.865662,15.6312685,0.1604365,4.857973,0.29513323
33,18.246695,30.864882,15.627875,0.16715504,4.8513665,0.27724788
35,18.242414,30.864098,15.646055,0.16552763,4.863316,0.27637464
36,18.25665,30.859596,15.599223,0.1660868,4.8348985,0.27804083
38,18.243711,30.843166,15.608181,0.16369778,4.8570704,0.28516823
39,18.245504,30.824965,15.625681,0.16665393,4.872499,0.27552336
40,18.240635,30.850512,15.626277,0.15590273,4.8561463,0.29442298
41,18.248383,30.84445,15.640401,0.15382215,4.8605895,0.29074138
42,18.275976,30.930243,15.594648,0.16665398,4.8527412,0.27691576
43,18.260208,30.911743,15.64843,0.16492942,4.861967,0.30519298
44,18.238453,30.895329,15.631832,0.14739911,4.8531666,0.28889108
46,18.24022,30.824707,15.656477,0.16168426,4.8497534,0.27995902
47,18.246264,30.814983,15.579947,0.16812459,4.8521824,0.278057
48,18.225853,30.854658,15.62651,0.13724102,4.859008,0.27437416
50,18.236334,30.865004,15.621863,0.16916896,4.8541946,0.2849957
52,18.238943,30.860344,15.620958,0.16681738,4.861398,0.2641704
53,18.25074,30.86077,15.602162,0.16714938,4.855565,0.27715823
54,18.25275,30.874458,15.6197405,0.16826479,4.85725,0.28836867
56,18.24213,30.86379,15.616862,0.17217262,4.8523808,0.27228603
57,18.261358,30.865984,15.62421,0.15561107,4.8613853,0.29343
58,18.250555,30.82767,15.635524,0.16721042,4.8499327,0.27520898
59,18.249512,30.86619,15.601814,0.16603611,4.845339,0.2754893
60,18.237051,30.843983,15.618062,0.16673525,4.855797,0.27493152
61,18.241095,30.836996,15.630222,0.16979623,4.845702,0.2683068
62,18.240911,30.842907,15.601516,0.1658125,4.854484,0.2737747
64,18.243149,30.871422,15.626021,0.16219534,4.8611298,0.284689
65,18.240942,30.933916,15.647399,0.1802571,4.87302,0.2847154
68,18.21207,30.916357,15.622192,0.17469586,4.85068,0.2595303
69,18.240149,30.821476,15.618314,0.16435158,4.8576746,0.27766567
70,18.267643,30.923094,15.64701,0.17126784,4.8642793,0.27628547
71,18.235687,30.852253,15.624961,0.1711036,4.855185,0.26881576
74,18.278776,30.93287,15.650237,0.1521567,4.8648787,0.29731226
75,18.24002,30.854313,15.639067,0.16714372,4.8522024,0.2751056
76,18.275259,30.980518,15.638279,0.1664878,4.869073,0.2733456
78,18.240051,30.874868,15.622741,0.1568219,4.855976,0.28594157
79,18.25685,30.885231,15.624389,0.17356287,4.856656,0.27086818
81,18.243574,30.833097,15.595178,0.16818234,4.8445826,0.2775057
82,18.248829,30.861286,15.657468,0.1680994,4.829878,0.27706853
84,18.251585,30.851654,15.621383,0.16420165,4.853655,0.27500558
85,18.327017,30.942913,15.669588,0.13201259,4.8729596,0.32705706
86,18.248747,30.86757,15.62804,0.18160847,4.8595777,0.2741091
87,18.239256,30.853138,15.61341,0.16726415,4.8496833,0.27702582
88,18.24998,30.887918,15.61467,0.16795434,4.827246,0.27761653
89,18.255138,30.848093,15.646603,0.1665039,4.851237,0.27776396
90,18.223833,30.854935,15.6198015,0.16953422,4.857366,0.27658415
91,18.232391,30.870779,15.623674,0.18551698,4.845369,0.24557215
92,18.243872,30.849373,15.624146,0.16562544,4.8522863,0.27814594
94,18.246885,30.914331,15.6171875,0.17220105,4.838693,0.27461553
95,18.243607,30.830843,15.632297,0.16598894,4.854627,0.28261426
96,18.286324,30.819658,15.635214,0.13027965,4.858324,0.31006503
98,18.24894,30.874456,15.61823,0.16461717,4.86058,0.2821993
100,18.229492,30.881395,15.62757,0.16489603,4.8551874,0.27123007
101,18.258322,30.87965,15.635049,0.1627494,4.860139,0.28001806
102,18.24341,30.811527,15.621028,0.16729313,4.840899,0.28049955
103,18.256649,30.885035,15.635676,0.16380656,4.8613567,0.28084776
104,18.24914,30.878754,15.627732,0.1665345,4.8578987,0.27929136
105,18.25653,30.887066,15.640941,0.16595323,4.854382,0.27659994
106,18.248173,30.85717,15.622828,0.16313896,4.857397,0.27693394
107,18.24498,30.869715,15.629499,0.16725121,4.852054,0.27569607
108,18.257542,30.891905,15.658288,0.17013565,4.865763,0.27283835
109,18.225887,30.864954,15.6269,0.1554531,4.858287,0.27104303
110,18.245846,30.854727,15.623136,0.1653137,4.8490725,0.27760357
111,18.231249,30.859344,15.618333,0.16561398,4.859,0.27895534
112,18.286623,30.844831,15.660294,0.1627771,4.870327,0.2807977
113,18.252756,30.900969,15.641346,0.16171998,4.863714,0.267752
114,18.24737,30.807413,15.654368,0.16541144,4.8565793,0.27869856
115,18.24264,30.864048,15.615124,0.167836,4.8515873,0.27888086
116,18.240498,30.825487,15.627359,0.16637556,4.847479,0.27549803
117,18.255625,30.877323,15.618596,0.16417253,4.8577724,0.28447202
118,18.253508,30.80533,15.61928,0.16487677,4.8480253,0.2809332
119,18.289156,30.909046,15.664572,0.16240054,4.8631806,0.2855342
120,18.24752,30.864765,15.622367,0.17744292,4.8561177,0.27365586
123,18.246513,30.863447,15.609037,0.1715071,4.855386,0.27464885
124,18.250181,30.851358,15.618688,0.1654445,4.8531632,0.27804345
126,18.234901,30.866196,15.619861,0.14975849,4.8542094,0.28832644
127,18.243073,30.865574,15.620654,0.16777898,4.8479447,0.27790463
128,18.248457,30.795406,15.637452,0.16341594,4.8544326,0.27947748
129,18.287144,31.076674,15.654311,0.1621229,4.856578,0.27508026
133,18.268082,30.874657,15.625144,0.16310842,4.8569436,0.29786402
135,18.250854,30.82682,15.702512,0.16890414,4.8711805,0.2780052
136,18.24766,30.828632,15.641399,0.16629232,4.8695974,0.27761257
137,18.263454,30.867247,15.620533,0.16593175,4.85839,0.28461826
138,18.190706,30.850586,15.62053,0.17895804,4.8611774,0.2551202
139,18.243479,30.858116,15.623273,0.16788642,4.863588,0.27662998
141,18.24972,30.915352,15.649905,0.17328666,4.8591495,0.2618701
142,18.237371,30.762651,15.617493,0.1681249,4.8524103,0.2766654
144,18.294636,30.940071,15.6543255,0.17177163,4.873995,0.2975898
146,18.259874,30.861792,15.626888,0.15986796,4.858268,0.2842096
147,18.24565,30.857098,15.622989,0.15898402,4.859612,0.29702193
149,18.295809,30.937567,15.648764,0.18046753,4.8652306,0.27965614
