Paziente,31,96,167,618,781,808,1065,1079,1135,1200,1518,1935,1963
5,1.2099428,0.0,0.38104725,0.44697833,4.116306,0.0383455,0.37873054,0.23563102,0.74479,3.2336855,1.0397522,0.018390521,0.35465914
12,0.77690184,1.0433474,0.7000577,0.46633792,0.92684793,0.0,0.68050784,0.17236137,0.4813003,1.5807692,0.6759831,0.99397105,1.7347647
15,0.71994984,0.9647504,1.515481,0.23710524,1.5683076,0.0,0.72839797,0.027152404,0.15735506,1.5551746,0.9829608,0.7625697,1.6855168
16,1.1682656,0.47612035,1.5022771,0.8747836,0.84189546,0.0,0.6693877,0.04541439,0.44504136,1.5742296,0.84437644,0.8375067,1.6268144
17,0.841117,1.2360448,1.6014997,0.014269397,1.2282962,0.0,0.810292,0.098462164,0.008972734,1.0044852,1.3789247,0.6706533,2.2799869
19,1.2896324,0.7098727,1.5409973,0.5336867,0.9215126,0.0,0.30244377,0.48074242,0.19574209,1.3604075,1.3418065,0.8587355,2.5144777
22,0.8543892,0.9807316,1.748342,0.8098119,1.8234078,0.0,0.5403331,0.020800412,0.60207975,0.9712683,0.6302893,0.8003735,1.6341486
23,0.941653,1.1373955,1.5279397,0.46997052,1.2907248,0.0,0.5594724,0.43153796,0.1392044,1.5344318,1.0436722,0.9966993,1.9293779
24,4.6073728,0.0,0.3712768,0.5739624,2.0793347,0.0,0.1670155,1.2376177,0.69073236,1.8253933,1.2876171,1.7472061,0.6376601
25,0.87046707,1.4976666,1.6417087,0.22877629,1.7405045,0.5606548,1.3787739,0.12287548,0.035021245,1.9412445,0.56990504,1.295372,2.1688228
26,1.175777,1.0398742,1.9931772,1.2730231,0.79989934,0.0,0.6524226,0.10097104,0.41129655,1.6078149,0.45684406,0.71191853,1.7815247
27,1.5463854,0.26078594,1.3991295,0.48165554,2.497574,0.0,0.691995,0.0,0.6419565,1.0342801,0.5768548,0.7011347,2.2608247
29,1.0693926,0.35254294,1.8888938,0.6416326,0.88542175,0.0,0.61514133,0.012718171,0.7467718,1.1506433,0.66064334,0.6765162,1.8706354
30,0.72685504,0.66125596,1.6320865,1.0049273,0.9915749,0.0,0.75680375,0.69772613,1.0124809,2.2923613,0.6538935,1.1113677,1.5353224
31,0.7088039,1.0606067,1.2913108,0.27309757,1.0950073,0.0,0.6315484,0.12862638,0.6868746,1.4734681,0.791232,0.90396696,2.482729
33,0.9370624,0.896294,1.6122758,0.68833053,1.4876502,0.5448396,0.57518154,0.2297773,0.4495536,1.8590263,0.48322663,0.8825138,1.9359368
35,1.0242653,0.17670663,1.019662,0.66171086,1.2203506,0.0,0.69345623,0.33819437,0.69784117,1.6010376,0.8844441,0.428764,1.4413781
36,0.6511742,0.7383808,1.8952594,0.29503226,0.8366941,0.0,0.30435622,0.026496083,0.33695203,0.96012723,0.7837982,0.71139723,1.9036819
38,0.68526113,0.90725195,1.4713273,0.7013958,1.4991523,0.082716495,0.91210884,0.1349133,0.37254673,1.6770592,0.29109916,0.46140265,1.6225672
39,0.5673202,0.8332622,1.6414884,0.7448819,1.4015505,0.39227253,0.7235547,0.6282903,0.58140665,1.7563106,0.8589525,1.3934468,2.3788776
