Paziente,19,20,149,266,279,626,642,679,794,815,889,978,1001,1006,1116,1311,1380,1395,1417
5,0.8919666,0.0,0.7580956,0.24883479,0.646682,1.2627218,0.30194753,0.7728942,0.7783096,0.2334519,0.6388402,0.46103084,0.05254042,0.0,0.25733554,0.06701185,0.963375,0.84610677,0.7829858
12,0.15105051,0.8225374,0.5824739,0.31073582,0.829491,0.68460184,0.28603595,0.8591044,0.71272373,0.35676265,0.050914258,0.7861177,0.27879304,0.52530706,0.2925492,0.14840971,0.3667421,0.17611963,0.7803848
15,0.0,0.6125431,0.43990242,0.28468555,0.56340206,1.0753195,0.57928336,0.7497054,0.5224643,0.27612644,0.17007387,0.4657092,0.43377137,0.33848,0.33609846,0.16989215,0.47553238,0.22045147,0.79754853
16,0.14738554,0.7493502,0.5301733,0.21394008,0.6394862,0.8617086,0.48886114,0.779355,0.5884816,0.3427338,0.05466634,0.52756524,0.18429631,0.36419904,0.31698632,0.0062887445,0.5562314,0.16580862,0.91166854
17,0.017112516,0.2633927,0.33383024,0.15357172,0.57761216,0.67772144,0.49817193,0.7505579,0.54359776,0.17577994,0.09791461,0.049511015,0.09273422,0.09761131,0.1868569,0.0,0.13420805,0.07867569,0.76113445
19,0.0,0.22492456,0.45406783,0.16469613,0.65715635,0.54365116,0.68484306,0.8409185,0.5851378,0.17979455,0.2694265,0.3523562,0.15972751,0.13750196,0.35778418,0.07541908,0.39569893,0.0,0.5922598
22,0.30951545,0.5971706,0.3369903,0.0021928847,0.66909885,0.6626968,0.41518414,0.922191,0.65486926,0.3725785,0.19604003,0.4045478,0.38313335,0.027788877,0.10659605,0.038412422,0.2614943,0.07526475,0.6670401
23,0.17036739,0.674438,0.47864866,0.09802216,0.69900215,0.63549346,0.34263456,0.8130059,0.51335967,0.29395652,0.13150558,0.18080008,0.19997936,0.2863146,0.075245336,0.01060044,0.12863383,0.122110784,0.65964174
24,0.51714784,0.0,1.1073487,0.20763844,0.53871155,1.5905104,0.84335196,0.07693668,0.42411658,0.32643032,1.0186161,0.32103133,0.33254868,0.5387813,0.3134061,0.18796264,0.7385553,0.49915457,0.1620315
25,0.0,0.057079017,0.37987375,0.023078054,0.324576,0.44668382,0.48843074,0.60700613,0.3550058,0.18550593,0.4357719,0.34679794,0.0,0.21374786,0.09968364,0.0,0.44901553,0.0900684,0.5353648
26,0.10966155,0.4139204,0.50772095,0.18405175,0.43011776,0.46059865,0.22570854,0.93258077,0.34200707,0.38675368,0.056188196,0.18260479,0.23738289,0.16194761,0.0040695816,0.2095023,0.2777072,0.23850197,0.52936214
27,0.0,0.32176375,0.32026958,0.024408787,0.39343974,0.27979922,1.3186855,0.47413576,0.591457,0.15375668,0.12173584,0.27280366,0.18186855,0.044929624,0.0,0.0,0.0,0.42272305,0.52519387
29,0.23757082,0.37824333,0.32893574,0.0,0.61843705,0.51157534,0.393349,0.680771,0.49819207,0.38584864,0.030112714,0.57490456,0.1695885,0.27648377,0.06762612,0.023656264,0.2471852,0.13870269,0.6492184
30,0.1285619,0.37640417,0.57407165,0.18174362,0.5302063,0.79507285,0.43752646,1.0519718,0.48321313,0.39353764,0.016897738,0.26278603,0.14268869,0.18554437,0.2627449,0.19959931,0.17462423,0.19050437,0.5603319
31,0.0,0.5128436,0.28417808,0.12516797,0.5409334,0.58134395,0.40148872,0.85733235,0.43150604,0.15079087,0.24744031,0.37802422,0.11641306,0.0,0.2871277,0.0,0.4182457,0.026768148,0.80645204
33,0.06076187,0.48576713,0.3217888,0.332905,0.7790452,0.85793763,0.35304558,0.8071318,0.7819014,0.18745136,0.061123073,0.44089127,0.13394743,0.3344308,0.1038807,0.11049329,0.075219005,0.0,0.70555276
35,0.32786176,0.20788014,0.20808667,0.07118371,0.4160773,0.4473986,0.2381587,0.681768,0.43431652,0.45271266,0.03519526,0.538344,0.028785944,0.5743972,0.0,0.0,0.2834802,0.13422889,0.6170335
36,0.0,0.19022214,0.16655284,0.0,0.63419724,0.36214507,0.5569352,0.7123038,0.5569786,0.2582248,0.1117734,0.0,0.0045036674,0.0,0.0,0.029668361,0.083355755,0.09587115,0.5061753
38,0.0,0.76372814,0.41892815,0.33898175,0.68042254,1.0460179,0.501392,0.69694614,0.6264049,0.19238949,0.1416569,0.51363623,0.4538133,0.33663344,0.49324158,0.16997175,0.39366302,0.20361066,0.8890301
39,0.0,0.7935957,0.38020957,0.20346397,0.82706857,0.9403396,0.5782515,0.90745115,0.68093884,0.0748533,0.28152993,0.24494565,0.0,0.16028512,0.27442732,0.18681817,0.12733558,0.0,0.8591174
40,0.1545518,0.69915533,0.41014016,0.123016685,0.6350728,0.94663495,0.29890263,0.81903076,0.50397503,0.35705042,0.14714321,0.26614594,0.23160833,0.3985889,0.17873329,0.106425285,0.25294057,0.18452209,0.7549392
41,0.0,0.36194944,0.36168706,0.16981882,0.423691,0.54369617,0.37913394,0.69691116,0.5673615,0.16458195,0.2295548,0.41096509,0.19395149,0.31672657,0.18422693,0.0,0.50917375,0.0,0.58914965
42,0.24858856,0.019159436,0.99684143,0.038045198,0.9806069,1.2191207,1.0011104,0.66169167,1.5335803,0.1463803,0.8447825,0.8718983,0.09716225,1.1474001,0.13906851,0.29107922,2.096631,1.4681666,0.43075842
43,1.3436952,1.2408516,1.616571,0.0,1.4047983,1.5157788,1.6682053,1.443131,0.0,0.6087401,0.9760816,1.2870803,0.31457663,0.7088506,0.61732256,0.18799846,1.3129314,0.106417716,0.4542197
44,0.123621404,0.10927981,0.42549682,0.0,0.58922374,0.5970985,0.7702733,0.73291,0.39907458,0.41909826,0.01347667,0.28167212,0.0,0.0,0.3714926,0.0,0.27975252,0.2524438,0.28724948
46,0.1316079,0.6771337,0.49968898,0.12808633,0.8039712,0.5488097,0.28749585,0.87455034,0.61168885,0.3601749,0.16776007,0.21477485,0.267093,0.21778095,0.20925379,0.1381846,0.12795189,0.1451481,0.7213921
47,0.32711828,0.399727,0.35515296,0.041990966,0.63467765,0.5334661,0.3200637,0.7675966,0.51398695,0.49545836,0.0,0.48790324,0.009353399,0.4266783,0.21131128,0.080261305,0.20453379,0.18924475,0.64714587
48,0.25449768,0.5514798,0.5478293,0.25270176,0.8079206,0.8658671,0.3059994,0.90472263,0.51188076,0.43827188,0.010060549,0.39353836,0.26835203,0.5112288,0.1589934,0.10428472,0.25351527,0.14117515,0.7699602
50,0.0,0.65175724,0.24951494,0.09689519,0.4241958,0.61694646,0.51918554,0.59988034,0.6718576,0.15627521,0.30598637,0.8897904,0.0,0.13987863,0.27144316,0.082650766,0.24831894,0.050371647,0.85325456
52,0.17860553,0.48178005,0.49249172,0.10414615,0.78463244,0.5140364,0.28925598,0.7740072,0.5188229,0.36465502,0.0860374,0.3987068,0.1616857,0.17184985,0.10360065,0.10886425,0.15318784,0.14585406,0.64546126
53,0.023410738,0.67885876,0.35192847,0.29808754,0.5637816,0.7716437,0.30686933,0.792022,0.5239309,0.13342017,0.10741648,0.5807067,0.037567496,0.06914264,0.13088587,0.14713986,0.152352,0.06371206,0.7803087
