Patient,Slice,Feature_1005,Feature_853,Feature_62,Feature_804,Feature_5,wavelet-LH_firstorder_Uniformity,wavelet-LH_glcm_Correlation,wavelet-HL_gldm_DependenceVariance,wavelet-LH_gldm_DependenceVariance,original_shape2D_MinorAxisLength,original_firstorder_10Percentile
42.0,131.0,2.9198575,0.21907234,9.517481,3.3570719,16.250229,0.2223595843496274,0.5468579116264127,3.576330649203114,2.457349059440676,20.59272543875253,51.2
42.0,130.0,2.0400429,0.4863056,9.536163,3.3057256,16.719385,0.2531898076705935,0.4879120462574052,2.5784937332982043,2.2913169483232334,20.036003654676783,49.0
43.0,328.0,4.68251,0.0,11.061141,6.3826265,17.06201,0.3802448979591836,0.558886469475526,3.3334204081632657,2.306938775510204,21.10155342747285,61.400000000000006
43.0,329.0,4.7000055,0.09998733,10.941401,6.083368,15.808912,0.3724506554390994,0.5424498956388297,4.58592373615217,3.2289408462480216,20.27793860322452,58.2
43.0,326.0,5.936183,1.1043639,11.331607,6.146055,16.288887,0.3313494809688582,0.4877372556684624,2.799861591695502,2.28719723183391,22.17746059839275,61.8
43.0,322.0,4.8835583,0.0,11.263502,6.686393,15.341229,0.3508637107821845,0.4354581203253187,3.58047378796485,3.037655785358682,23.743785555402543,64.4
43.0,330.0,5.134206,0.4191817,11.022669,6.2504945,15.959938,0.3634477720964207,0.4701538256057322,3.2986413440467497,2.9380861943024104,18.8628056142477,62.8
44.0,186.0,7.0049105,4.444646,16.122179,10.075431,42.79572,0.0912494325284046,0.6230838104656439,1.1690723316397285,1.7036336838701254,22.93801339284159,72.0
44.0,185.0,7.02419,4.4402976,16.016676,9.990691,42.701805,0.082731412031377,0.6165914897677115,1.8885547941131764,1.7525128699916073,23.493387177475903,65.0
44.0,183.0,7.029455,4.42947,16.227093,9.940283,42.60543,0.1028720083246618,0.6523296300317692,1.310551508844953,1.3596670135275757,22.556587268995926,57.900000000000006
44.0,187.0,6.9615316,4.454521,16.03052,10.105983,43.21992,0.0797375,0.6207108967756685,1.3041,1.3481,21.741793526148246,69.9
44.0,184.0,7.02178,4.4247165,16.015942,9.978044,42.616993,0.0886887522317,0.6242096778398338,1.1750525689347353,1.6141717913112477,23.444202369714816,60.0
46.0,202.0,6.87197,4.575138,15.989799,11.345718,42.976124,0.1517784613137887,0.5380079604556355,3.2358959848851327,2.5315760170133537,21.561787953211635,14.0
46.0,203.0,6.8569603,4.5661798,15.975583,10.912326,42.98444,0.2070572510581421,0.4915802207040775,3.4629895299621296,2.810603697928269,21.74218899429864,19.0
46.0,204.0,6.8434315,4.533673,15.897973,10.750786,42.87196,0.2454745982283533,0.4983823025753178,3.559434193480621,3.755925912958229,22.37205180575728,13.0
46.0,205.0,6.8443727,4.5250835,15.894729,10.979231,43.09366,0.2265643355000391,0.4972666886281366,4.668198153514153,4.022554624481166,22.48883356702483,6.0
46.0,207.0,6.8082666,4.5010114,15.858436,10.669009,43.222588,0.224593963332702,0.499753934795033,4.945720495270044,3.849705561417273,21.942155457566077,4.0
47.0,194.0,6.8942194,4.323651,16.296185,10.68321,41.30175,0.1854963839579224,0.4087135095211563,2.399579224194609,2.670506245890861,22.69448646603167,-0.1999999999999886
47.0,196.0,6.8877964,4.357966,16.622087,10.729669,41.689697,0.2266075547866205,0.4349605346987862,3.224312764321415,2.508938869665513,21.024310600206945,-9.299999999999995
47.0,195.0,6.891304,4.3284225,16.551165,10.812913,41.447716,0.2122218409959808,0.4332783168080367,3.543280070581315,2.939319674541712,21.998885212475585,-6.699999999999996
47.0,192.0,6.907673,4.329491,16.301525,10.695108,41.48789,0.2303579254930606,0.3661848389505175,3.391555880204529,4.2698027757487225,23.804027340036477,7.699999999999996
47.0,193.0,6.900464,4.32971,16.162235,10.555452,41.399944,0.1959042600331313,0.3976886750263813,2.2655550177586594,3.29987933655557,23.24562473106656,7.200000000000003
48.0,201.0,6.8386593,4.439767,15.7567625,10.07944,42.515034,0.3090359168241965,0.4308596343347541,2.977240075614368,3.787221172022684,24.68618494459149,23.0
48.0,200.0,6.8542395,4.443199,15.679675,10.018541,42.51813,0.2191250150651676,0.4011969738493336,2.3567776036913965,2.6327370396515213,24.610068840614225,22.0
48.0,198.0,6.873845,4.421071,15.567651,10.522456,41.855495,0.3008599049297656,0.3696854940991148,3.182965692819883,3.890544606455518,24.356195750161945,25.0
48.0,197.0,6.912856,4.445172,15.685964,10.585268,41.853756,0.2835428785888534,0.4004269793468417,2.8297158107629112,3.867517357853256,24.240896532199585,19.8
48.0,199.0,6.8602715,4.4211507,15.548739,10.165431,42.1569,0.2438144591779708,0.3506134472366674,2.2104692712831717,3.306203322664228,24.57869485648938,18.0
50.0,231.0,5.204562,3.3261242,15.360097,9.789625,44.280846,0.1485580632716049,0.4508776308012475,2.618007330246914,2.438609182098766,20.35675856525776,44.400000000000006
50.0,227.0,5.1761336,3.3677778,15.327901,10.695246,44.58818,0.1689655641943873,0.4642108752923783,2.330142563418254,2.3983061232826346,20.59938593196157,44.0
50.0,228.0,5.1924534,3.3384972,15.402335,10.553921,44.47936,0.1409389454770605,0.4418613073990971,2.281610800179679,2.854593354295912,21.06421697188666,48.00000000000001
50.0,229.0,5.161023,3.3105073,15.285743,10.170965,44.22342,0.1289892984542212,0.4345540388224105,2.551296076099881,2.1845897740784777,20.78306726642037,47.900000000000006
50.0,230.0,5.153631,3.2878642,15.265494,9.919486,44.193336,0.1384789737654321,0.4477166587995073,2.444396219135802,1.900414737654321,20.603509583131057,48.0
52.0,151.0,5.9059844,3.7661448,15.704743,9.255229,43.97004,0.2280235482395975,0.4624695637434693,4.596812604785855,3.671658283798201,27.48818141909372,47.0
52.0,148.0,6.333673,4.174624,15.525584,9.346899,43.744724,0.2670424705017331,0.5324405490380315,4.57927768635552,4.894051328734988,27.27385421488341,45.5
52.0,147.0,6.5614986,4.380588,15.616651,9.352932,43.859257,0.257692136333259,0.5463173176190342,4.503675651592782,4.692180886611718,27.15255080712852,50.0
52.0,146.0,6.66149,4.4235864,15.653981,9.657788,43.360245,0.2404766370450212,0.5370843900550899,4.412472904860151,4.381176682866376,26.733616519225613,51.0
52.0,149.0,6.0955358,3.8929806,15.37823,9.164083,43.600407,0.3001273205636808,0.500440977407397,4.234751356170058,4.8217880839231215,27.921366205682396,51.8
53.0,175.0,5.692442,3.945249,15.738227,11.643121,44.927525,0.11540749553837,0.6263618992605123,3.2248289708506843,1.9328896490184413,24.221115959183702,64.0
53.0,176.0,5.671223,3.9456396,15.537364,11.40992,44.982826,0.1466971833338902,0.6173419979336017,4.087440275318253,2.92742824685088,23.130382255251824,59.5
53.0,171.0,5.983492,4.0630374,16.019972,11.782962,45.869267,0.1463683662851196,0.6870206474144581,2.9155463059313216,2.906722164412071,26.668768386106425,55.7
53.0,172.0,5.879577,4.002788,15.934945,11.799975,45.652863,0.1329031315887953,0.6330603739938148,3.4049524922189462,2.4005074798514072,26.072950686426275,62.0
53.0,174.0,5.7454243,3.9595923,15.642602,11.602638,45.276,0.1116678161385857,0.6458287981233002,3.242078786157653,1.872976591342448,25.60454139735399,69.3
54.0,201.0,11.236707,4.5037017,14.6343775,10.56721,44.92211,0.2557873699828916,0.5470899760007609,3.954246090024073,5.047449620736121,26.439290562713797,42.0
54.0,200.0,12.282232,4.51258,14.634738,10.764266,44.325867,0.2449004898009796,0.5549929706088133,3.3360716721433445,4.903403806807614,26.68183276891583,34.7
54.0,199.0,11.550854,4.543972,14.664628,10.539938,44.458454,0.2729862557267805,0.5147202041663472,3.831820074968763,4.452794668887963,26.1535135385322,34.900000000000006
54.0,202.0,9.915078,4.4829345,14.7058,10.27645,44.83598,0.2549688514262768,0.5346052450414847,3.8594095954553658,4.312878305046032,26.741764481129287,41.0
54.0,203.0,10.195163,4.4941244,14.622981,10.089249,44.865303,0.2382403628117913,0.5507257052415888,4.2247619047619045,4.062062585034014,26.91328017821963,43.400000000000006
56.0,249.0,5.471328,3.7541766,16.25481,9.166048,44.409973,0.1395700680272109,0.495257039200871,3.1972571428571426,2.7915609977324265,20.49689127749974,14.0
56.0,248.0,5.4332514,3.7383108,15.95571,9.374765,44.466606,0.1393051147460937,0.5059750201388115,3.05169677734375,2.857040405273437,21.39326640954536,13.1
56.0,246.0,5.446262,3.7185616,15.706515,9.217589,44.776344,0.1351732123121019,0.526052234464639,2.671732608933278,2.3720836082895764,23.73205539899001,12.6
56.0,247.0,5.4242153,3.751935,15.820451,9.239547,44.772842,0.1379978095585784,0.5068311251093671,3.215821971079824,3.2778686052602337,22.67487544948174,9.0
56.0,245.0,5.4320173,3.6854181,15.882564,9.226343,44.525543,0.1259168241965973,0.5019011833500808,2.029886578449905,2.1331758034026462,24.591079394890947,19.90000000000001
