Patient,Slice,Feature_494,Feature_435,Feature_305,Feature_74,Feature_213,Feature_398,Feature_39,Feature_472,Feature_355,Feature_249,Feature_319,Feature_308,Feature_176,Feature_493,Feature_32,Feature_474,Feature_137,Feature_29,Feature_117,Feature_452,Feature_349,wavelet-LH_firstorder_Uniformity,wavelet-LH_glcm_Correlation,wavelet-HL_gldm_DependenceVariance,wavelet-LH_gldm_DependenceVariance,original_shape2D_MinorAxisLength,original_firstorder_10Percentile
101.0,236.0,1753.2864,610.0104,1860.008,1268.1377,364.10608,646.4056,715.6838,808.0195,0.0,98.70373,229.98831,1017.6553,1218.4669,384.74197,338.3345,511.08197,1311.4991,160.78058,216.88718,615.69556,0.0,0.2638598968999364,0.5927525887739915,4.898580608714074,5.323335922604336,24.07753008587886,34.400000000000006
101.0,235.0,1670.3698,608.2878,2013.1526,1133.4918,299.36838,757.93524,655.75653,740.09784,0.0,204.44536,281.34695,863.6059,1211.9491,304.39395,437.72247,450.61685,981.6488,283.73544,283.9826,475.86542,0.0,0.2732885354911071,0.6091146639994927,5.652289296587086,5.86644768466592,24.082928072396648,33.0
101.0,233.0,1804.9791,544.1678,2146.2324,1405.7184,379.75513,1048.8765,610.54553,789.3887,0.0,387.7015,380.0589,359.18564,1158.3816,452.62613,535.8074,477.84778,883.99365,511.8823,26.36556,405.8273,0.0,0.3440241790206613,0.5282413694324367,3.541021361710452,4.306219220176105,25.98611578017111,24.200000000000003
101.0,234.0,1787.4008,611.639,2123.8337,1284.5636,327.9427,871.9395,638.061,727.59564,0.0,311.96588,326.5847,467.68967,1017.91986,390.74655,541.49146,447.78897,892.2246,430.9586,125.05174,343.53354,0.0,0.3064585975038961,0.5953078668702867,4.592940066019952,5.232000746808559,24.58304618595559,27.0
101.0,232.0,1807.3843,541.8947,2244.285,1424.4634,355.61,1216.6185,734.5226,730.791,0.0,516.6297,417.80817,322.2778,1371.0945,561.6567,628.34033,449.3854,1027.357,431.8624,0.0,429.65152,0.0,0.338943951098421,0.502876845157718,2.9199975139747525,3.890300480022228,26.848506457764017,27.0
102.0,219.0,1629.9438,297.73825,2615.733,2183.9575,736.2281,1352.7456,550.3188,731.3771,572.5648,168.02666,34.828983,463.83572,742.751,723.5344,15.579166,365.90012,588.34515,513.949,438.24887,969.98773,247.48137,0.1166166219270231,0.5909963857526956,2.2975416184787107,3.1904847796793603,31.3819918319983,66.30000000000001
102.0,217.0,1845.3394,452.01236,2612.3806,2044.2042,1237.1132,1322.9347,540.8072,660.50415,534.6851,0.0,39.04322,386.32648,714.5792,694.5245,14.757255,616.3332,639.04175,619.38104,628.9425,1054.2439,249.7843,0.1110606795362737,0.574667136103658,1.951238506577737,2.537069198225552,32.980752814066136,69.60000000000001
102.0,218.0,1666.8325,344.20743,2552.7263,2068.7551,932.30164,1307.1058,509.99014,797.6816,630.02747,74.59401,26.21317,417.199,817.5982,704.5783,16.408031,484.18863,685.95856,492.88043,517.5509,1057.0557,188.72853,0.1089355468749999,0.5985810629254242,2.063193359375,2.703818359375,32.144222983194524,68.0
102.0,215.0,1800.4393,215.21712,2672.0986,1801.5757,1359.4695,1261.8907,466.152,754.39606,469.7215,0.0,44.487576,369.17468,616.989,690.3661,20.570593,707.52826,547.6285,482.98953,529.3529,1004.1301,175.61995,0.1219583242304131,0.5464470743704378,2.294213316965416,1.999209346358312,36.46066027752523,52.0
102.0,216.0,1908.089,412.8179,2654.399,1980.7125,1271.3387,1281.9277,502.5532,639.64056,464.76285,0.0,18.862696,434.66156,667.58575,694.3895,18.547964,643.14185,618.01697,573.2438,633.5653,1026.3064,165.05435,0.1247961047526251,0.5750096473575855,2.162795936479676,3.147979774677093,34.715309800866336,65.0
103.0,162.0,1537.6443,405.16406,1530.5691,1474.5198,363.53424,1623.2385,502.31232,426.4791,0.0,496.3464,201.07033,97.12735,542.25525,593.35016,22.474625,514.0597,470.4324,525.9557,0.0,17.061317,0.0,0.1618672839506173,0.5693206630457175,3.5651543209876544,2.56,22.10962145083798,58.9
103.0,163.0,1493.1451,480.6846,1619.8754,1368.5282,454.97156,1221.7498,567.71783,383.719,0.0,426.63818,229.17859,189.31552,206.89618,525.4612,15.95704,572.2007,423.92017,454.9897,0.0,0.0,0.0,0.1580537834620432,0.6396271976022722,4.98076981777113,2.6861206922865604,20.76831158683059,65.0
103.0,161.0,1567.1448,499.54312,1677.5646,1675.6273,328.1275,1788.5891,447.69867,559.4696,0.0,423.84424,184.21579,0.0,666.84467,635.0656,38.79253,462.90692,584.44135,564.6823,0.0,0.0,0.0,0.1647108392372273,0.5332429842929756,3.498392684373147,3.809681345775725,22.814755941512505,59.0
103.0,154.0,1552.9392,617.02563,1097.5314,1112.6636,840.91034,2031.5697,174.87549,735.56757,259.86746,292.28696,231.04404,502.90067,39.910862,426.6874,0.0,468.20117,572.6103,120.27773,182.5042,153.28455,104.41042,0.2522263717322608,0.5954470289463207,4.038845797823103,3.103769670273549,29.636952861158104,63.0
103.0,155.0,1683.3239,431.59348,1142.7339,1164.3322,649.04944,1793.4912,39.520546,833.941,249.76884,203.68921,185.16875,568.60754,41.86187,404.8418,0.0,598.19104,528.45276,45.256123,17.700542,0.0,0.0,0.2007339494732435,0.6475552134059168,4.372774907794518,3.5848136494898686,27.78672051216129,65.0
104.0,230.0,1855.1567,778.5971,1433.2411,1880.8937,740.7259,1647.2694,871.57153,531.81696,379.76685,102.383064,189.9504,0.0,267.3204,729.3249,297.39984,622.83466,604.3005,648.6506,514.88324,195.44403,288.6104,0.1624662115184382,0.6717495864670654,2.8210439920094696,2.086105091080519,29.80807725704235,36.2
104.0,229.0,1764.0175,791.29395,1142.8394,1848.0017,577.5978,1690.7256,771.13226,499.47012,472.24863,52.303562,188.50914,0.0,246.05211,658.16394,296.1238,577.89575,513.9991,634.281,639.1933,167.14545,194.52562,0.1297240282313998,0.6463115261244563,2.57353424973461,2.064371932752019,29.560997897065803,29.80000000000001
104.0,227.0,1654.629,824.5516,1015.3231,1559.8722,522.9657,1778.2996,818.97034,456.79,546.70355,237.17288,289.10373,0.0,299.46094,719.51306,345.22028,416.53177,487.2901,586.57513,826.9282,270.5515,0.0,0.1587901701323251,0.6382554565411671,3.414448120142827,3.3284499054820413,28.7051322556572,43.0
104.0,228.0,1742.0707,809.2011,1116.9332,1605.0106,552.6213,1777.228,853.3028,436.71463,454.52933,105.90302,244.64838,0.0,312.32224,674.3808,332.45926,500.4241,456.90308,667.258,720.0626,158.60971,50.25528,0.1396668653924065,0.6506388662191152,2.6143326273628875,2.4280420683726343,29.28730471705219,30.0
104.0,226.0,1651.9872,833.15137,1026.8921,1442.5282,448.467,1775.2949,732.2897,456.9991,521.29596,180.58917,299.54443,0.0,269.71072,724.2379,361.03705,388.62723,462.17245,518.0941,848.36847,228.92043,0.0,0.1364136605817102,0.6007555946054439,3.0785011791422834,2.7762075290418378,28.36837451734731,42.0
105.0,185.0,1872.8958,187.19844,1851.6505,1151.8303,208.01926,1654.6881,759.31085,466.77017,38.165684,0.0,140.52222,73.907845,139.76445,733.9185,0.0,290.0997,952.6814,0.0,535.0345,0.0,336.69186,0.0804712745574651,0.5482020836090756,2.0510166147158917,1.325173725299551,23.53119590087383,60.0
105.0,184.0,1714.1066,183.00342,1885.6208,973.8938,270.25534,1686.5331,836.82355,427.75458,0.0,0.0,135.0751,79.4504,116.763084,717.92645,0.0,357.36395,874.0054,0.0,564.6418,0.0,317.4651,0.083767361111111,0.5439145175916198,1.859347873263889,1.2333984375,23.82233991338709,59.0
105.0,182.0,1573.2827,185.24962,1796.6726,901.0341,292.37433,1814.3262,934.41534,261.56332,0.0,0.0,140.67305,6.587583,106.20318,711.87054,0.0,525.3805,901.09,0.0,344.43045,0.0,158.16634,0.0677008522455233,0.544421475210694,1.1918669603243002,1.5762392671326888,24.605413391892192,63.3
105.0,183.0,1659.7126,178.94511,1829.3386,980.0493,316.89005,1704.8435,944.96814,350.58063,0.0,0.0,136.7202,47.665348,76.95336,711.10565,0.0,477.2205,835.6213,0.0,527.2667,0.0,192.08218,0.0725207756232686,0.5467635077685157,1.4327146814404432,1.3183102493074792,24.29199525434696,58.9
105.0,181.0,1554.1179,181.8445,1844.479,853.28046,294.94266,1681.7633,1033.7543,231.0616,0.0,0.0,134.03891,0.0,223.48735,721.7743,0.0,521.8275,880.9296,0.0,382.55038,0.0,54.153996,0.084153461943422,0.507940578485624,1.5449569704405637,1.4652848478520029,25.115379245302623,70.80000000000001
106.0,269.0,1526.1604,398.86685,1954.1547,2500.9275,404.04114,2781.6257,813.29425,932.46796,140.98735,286.9824,1186.1517,0.0,641.5758,455.78552,908.762,364.387,757.628,635.8222,219.13858,926.20337,0.0,0.4133749964056015,0.5132690487121383,3.79526306204411,3.225047685686626,20.05519179942101,64.0
106.0,268.0,1518.0966,399.15958,1892.2408,2594.3818,548.09814,2823.876,863.7342,1004.2284,264.26315,243.71391,1244.5099,0.0,783.5628,417.77084,900.5136,356.8498,752.46606,564.3089,240.05702,777.16394,0.0,0.4559791506565539,0.4090888591599406,4.414982124360988,3.874202278726319,18.97432027651647,59.5
106.0,267.0,1483.8914,397.77826,2004.724,2714.423,802.9312,3033.5974,980.0046,1053.4652,197.2841,229.12169,1260.139,0.0,1035.0608,372.74356,896.2014,359.908,789.5696,749.54193,208.1652,583.0077,0.0,0.485195213555769,0.4098816554514326,4.35974029755146,3.642375365145913,19.485970490213145,59.0
106.0,265.0,1409.2422,394.3209,2012.0428,2243.0981,824.2717,3107.9905,924.6844,557.9328,164.62544,254.80171,1219.6561,0.0,879.1312,359.9307,923.1147,387.45517,672.1143,679.10736,82.46617,263.94452,0.0,0.3335360207846768,0.5151694953662935,3.1791434612567544,3.454761542820027,21.611465143914607,56.8
106.0,266.0,1510.4417,391.64536,2002.2091,2606.533,829.97504,3063.9443,1008.7672,744.4748,154.69998,261.6958,1279.5812,0.0,1071.1542,406.44968,924.9331,362.3093,712.5406,812.26825,105.846214,379.1575,0.0,0.4260243174013713,0.4599966827157463,3.360029529871031,2.8851578841399985,20.334993046945147,55.400000000000006
107.0,209.0,1677.5862,1040.5115,1482.4679,1743.1554,1145.9739,1656.9054,1297.6539,442.35672,0.0,0.0,7.6773787,0.0,0.0,733.896,18.795689,450.57443,436.3206,187.88016,212.7006,0.0,0.0,0.084429805829555,0.5938084859297048,2.076287835561584,1.9634755928809864,26.777167811692745,63.0
107.0,207.0,1731.5181,1100.7681,1859.1305,1781.5359,1080.5901,1846.9121,1034.8933,547.56305,0.0,0.0,100.238045,0.0,0.0,703.1911,26.721428,453.26074,361.99094,341.20612,528.051,0.0,0.0,0.0812375296197641,0.5986955043906808,1.9602752590998267,1.6334802763285865,24.744185702461863,63.0
107.0,208.0,1732.2252,1089.3491,1782.042,1628.98,1115.9491,1687.9816,1023.28156,506.4763,0.0,0.0,73.2079,0.0,0.0,723.4128,15.478712,441.64078,267.4559,281.87936,257.6429,0.0,0.0,0.0765060500794622,0.6058299556108928,2.0149899967153395,1.613173148065202,26.052999241603302,64.0
107.0,205.0,1744.3066,1066.0717,1933.3237,1561.4459,1038.5101,2350.097,984.7019,487.6143,0.0,0.0,14.744782,0.0,133.43219,676.37897,25.380653,404.04855,304.06387,367.1944,1016.50073,0.0,0.0,0.1045039999999999,0.5988788764499662,2.141936,2.3324,23.348024128727268,65.0
107.0,206.0,1690.7272,1090.4454,1940.5387,1732.3544,1072.2928,2085.4492,1102.8533,504.0071,0.0,0.0,54.597572,0.0,65.94136,706.37573,24.86786,449.5182,291.02197,332.63834,872.39526,0.0,0.0,0.0887925966862497,0.5764283140931811,1.9605123746431576,1.7330202858963213,24.064112216491736,61.0
108.0,212.0,1679.6086,699.69507,1631.5798,1102.4987,247.46893,1548.2983,624.1789,446.31146,189.23015,676.30286,260.49936,0.0,31.701569,689.5013,0.0,603.31464,889.1532,447.63354,276.75842,0.0,340.5575,0.0933351698490039,0.5527318025281184,2.520170107263993,1.0421996866445136,16.848012286698854,63.0
108.0,211.0,1678.7617,683.9765,1632.7759,1131.7089,333.94354,1549.6492,636.9471,373.349,171.36778,470.1307,243.45,0.0,90.78122,691.6595,0.0,542.9452,889.9687,359.91107,450.0224,0.0,267.89905,0.1420576131687242,0.533786729170552,2.363566529492456,2.4460356652949247,16.22853452085244,59.0
108.0,210.0,1592.3713,669.3882,1657.1816,1131.5212,362.9709,1775.3907,718.50085,292.5738,83.21889,454.28384,211.07874,0.0,54.478695,653.27405,0.0,497.73297,786.2768,465.52658,134.45349,0.0,348.12625,0.186409310690873,0.4709483003597651,2.748817265962022,2.519230017333733,16.439048089578275,77.6
108.0,209.0,1577.0177,681.03204,1682.428,1132.4261,223.51431,1803.6846,743.9012,290.02625,57.02962,399.5915,223.68697,0.0,62.385967,655.8843,0.0,477.74478,756.09827,414.16132,90.216774,0.0,304.6697,0.2048897304522165,0.4662306167925998,3.070115838716863,3.372187569614613,17.31741686878948,82.0
108.0,208.0,1657.1396,663.05383,1679.5674,1271.4783,276.52133,1845.0076,779.807,356.33533,73.41255,365.1282,269.76547,0.0,29.504135,654.39343,0.0,499.6286,811.1649,472.1866,231.70569,0.0,297.30478,0.182328218946691,0.5089334181182682,3.2635685414949025,2.74942186651652,18.967438835521616,61.2
109.0,230.0,1503.156,538.8506,1932.8145,895.02844,782.09436,2209.2761,857.5292,409.39755,0.0,270.26685,83.93328,228.53511,367.88956,691.65967,0.0,676.89105,404.12308,685.0255,47.36348,156.15591,0.0,0.1191067345593289,0.6199354051303765,1.3536169675546017,2.302683443448498,18.197954708833088,26.40000000000001
109.0,226.0,1547.7142,549.8847,1607.6125,1213.8971,828.2159,2195.213,827.92017,688.24414,0.0,276.76764,102.61046,449.1738,598.49243,633.43964,0.0,537.1658,343.31046,281.99615,366.73727,278.92676,0.0,0.1475599818922589,0.5718360332259407,2.2092530556813035,1.9766410140334996,23.322247281098026,11.60000000000002
109.0,227.0,1546.3077,519.9855,1751.2273,1200.0939,898.59393,2236.6963,855.624,601.5595,0.0,271.55093,82.372116,478.80557,533.11255,659.05304,0.0,568.6286,377.4367,279.9335,370.06625,172.29475,0.0,0.130304,0.5489804123994547,2.291264,2.224,22.076903242684622,12.700000000000006
109.0,228.0,1522.7574,534.7597,1804.1179,1109.3912,927.94464,2205.7246,804.2341,548.0099,0.0,288.2258,65.67468,460.11407,487.24985,672.46027,0.0,607.28076,264.7817,289.82092,315.52692,147.2301,0.0,0.1348042453868851,0.5115454440879426,3.59733415539995,2.952833927863654,21.46915525548158,7.0
109.0,229.0,1506.9133,530.58673,1877.1681,1002.48883,888.7134,2165.4167,714.4065,422.89618,0.0,342.56894,76.295395,304.384,416.36105,683.8371,0.0,667.92145,392.04797,569.96155,118.953964,143.1791,0.0,0.1093052179320481,0.5571997119791532,1.777375770252699,2.287579851885352,20.25000730271393,17.0
110.0,182.0,1219.9268,587.5319,835.1622,848.0485,925.22174,655.3278,397.66,568.9989,0.0,485.4726,542.9581,351.01337,1.8715773,645.1583,77.30047,477.22473,98.66414,423.91092,367.12695,536.21466,0.0,0.1977854671280276,0.5418127673835944,2.453456362937332,2.578946559015763,31.53155264262211,59.0
110.0,183.0,1316.9738,536.1163,867.3171,870.29675,975.66736,673.7679,523.0209,528.42255,0.0,561.3587,489.44922,335.37686,0.0,676.04877,75.41137,531.8022,149.10712,556.0631,396.81143,621.8645,0.0,0.1446035879629629,0.6039588885351772,2.2183159722222223,3.2567515432098766,32.097754785016086,56.0
110.0,184.0,1259.3004,499.51358,883.82886,856.5291,720.98004,726.1974,507.82056,561.3535,0.0,592.9252,456.21457,257.42627,13.522564,670.25793,70.63929,585.6629,252.7969,566.1964,339.63058,525.8844,0.0,0.1443952199914119,0.6401511635283215,2.6231815753919627,3.542673411464061,32.970543429235825,54.6
110.0,186.0,1301.1084,483.32135,828.8449,701.4062,581.2941,850.6039,383.74246,570.0953,0.0,1031.9216,399.50342,151.8285,0.0,648.69684,66.4919,620.6193,61.050842,410.94565,400.99414,568.3467,0.0,0.1809404032617956,0.5650020173200939,1.8743153880481969,3.2603756744695525,32.88365619372865,57.3
110.0,185.0,1260.4146,469.64972,832.9305,800.0618,896.68494,746.5947,462.1491,613.5655,0.0,798.22955,427.25613,242.12378,7.4398108,681.4376,64.01244,625.2693,107.45681,520.0328,477.5238,526.871,0.0,0.1768044077134986,0.6452781687125045,2.53682277318641,4.1337373737373735,33.384676125627834,55.7
111.0,251.0,1552.1813,328.71655,1885.823,1266.7013,590.205,2219.442,517.70844,541.10767,225.06453,0.0,98.53511,181.19856,119.84682,718.2708,2.4134212,374.17075,572.6735,0.0,561.19586,37.25424,159.19392,0.2025552034605905,0.5025143151234176,3.2940998943715103,3.618479955736633,18.396209149095384,30.0
111.0,250.0,1566.8333,341.31946,1795.6533,1230.7079,692.4138,2179.6365,595.3461,625.8875,248.67265,0.0,122.390274,287.32584,161.87755,739.1014,4.1717534,362.48123,685.5239,76.33528,611.03564,119.3408,200.4606,0.209220486295627,0.502004734868907,3.3138484429801256,3.4058879795940067,19.01887874164013,28.0
111.0,248.0,1548.4287,351.57663,1816.2755,1162.4177,749.6301,2154.375,664.62134,691.5662,284.82486,157.11484,101.18101,361.0147,116.82139,730.44196,7.924327,451.1278,731.7793,18.38656,732.96454,218.78946,303.3415,0.2431185475258098,0.4692209000481709,3.6939266642933433,3.761566393734425,19.5379374564633,37.400000000000006
111.0,249.0,1578.6794,352.5986,1817.5454,1194.7245,763.45734,2184.2803,648.47345,667.57245,235.49985,110.58984,111.59184,307.6626,153.6465,745.6319,4.7257338,415.9316,750.1233,138.14694,655.7177,159.0771,282.43668,0.2082558154053615,0.4972134413841523,3.175417348200128,3.202412316298118,19.425000176419772,35.2
111.0,247.0,1536.5328,337.50305,1722.9058,1117.9316,720.372,2063.6653,651.0921,665.9478,216.77559,121.16051,96.836586,423.72,61.18863,745.4064,11.02144,402.3786,802.30743,31.806366,658.2986,346.78558,80.41053,0.2880299875052062,0.4876825626410823,4.568029987505206,3.888613077884215,19.62783278597976,36.400000000000006
112.0,244.0,11.001626,0.0,870.978,1238.2845,672.6647,650.3945,409.79343,281.34918,160.359,369.07843,39.990494,0.0,144.05873,97.28621,321.84412,84.06848,255.65034,1024.1128,23.568151,328.7365,69.02798,0.3319535751968184,0.4926407326481003,3.1292102913724533,2.4394123853583314,22.80198717316833,27.40000000000001
112.0,240.0,104.74948,2.141283,722.9365,1295.578,597.1761,858.88983,646.3257,297.2647,141.68346,224.59787,29.796581,16.14514,180.18236,58.53741,327.21936,113.52683,319.05045,912.273,0.0,155.40279,107.48327,0.3386881506467034,0.4833106194100758,2.606760659079327,2.6889271761023075,25.753251480536985,36.0
112.0,241.0,118.22975,0.0,841.43317,1455.033,502.36914,828.0373,622.45184,310.11978,163.27232,352.2668,51.791138,44.98531,216.4777,52.92767,335.23688,178.10461,240.96082,1097.0029,69.04313,167.96959,58.410694,0.2938453217955651,0.4778953881066407,3.19619253650622,2.897220118983234,24.51296300667564,28.0
112.0,242.0,58.426003,0.0,957.2887,1304.8259,431.85504,762.24365,502.41492,297.64212,101.33705,335.36765,34.406376,0.0,154.74454,68.92415,250.36653,179.32285,266.66742,1010.3252,108.471176,166.20694,0.0,0.2978284656173723,0.5318741288411094,2.8686979210504164,3.2287686221698517,23.812575094450597,29.700000000000003
112.0,243.0,18.50593,0.0,961.97107,1209.5645,740.9149,708.30225,432.59598,284.39548,143.69624,406.5229,43.782585,74.964745,157.9385,77.351395,273.1223,120.71528,292.14124,970.8904,49.351692,237.953,18.13133,0.3239308641975308,0.5176100596026222,3.3036246913580247,3.0147950617283947,23.268135598997738,36.80000000000001
113.0,203.0,1584.0737,847.49615,2050.5906,1562.8464,751.8197,1071.6001,634.4734,457.0359,43.184692,277.89944,193.92316,301.22763,506.23627,732.6948,512.847,557.8011,1226.6912,779.6777,387.7689,255.68298,255.34442,0.207819259734017,0.4688318174896143,2.6181701650376543,2.889921486941195,19.89059899281965,52.0
113.0,205.0,1619.4465,796.0657,1800.3021,1375.297,815.67114,919.9794,239.53403,542.36255,63.713123,209.64731,138.54776,192.20311,604.306,660.98236,432.576,429.20645,1190.6555,585.575,690.82434,144.5469,170.85664,0.1422485207100591,0.5043247865459711,2.714161735700197,1.423957922419461,18.940213353138983,60.400000000000006
113.0,206.0,1615.155,800.851,1783.9358,1171.1165,824.95636,760.01276,150.6052,523.73834,4.342386,200.86703,158.34161,286.51865,534.27527,648.5335,374.8649,359.1058,1334.6113,508.56036,1051.9806,193.93758,199.48425,0.1168783840066639,0.5263981086033327,3.117659308621408,1.6428571428571428,19.469997150622746,66.5
113.0,208.0,1651.5957,806.73553,1811.5637,1361.9408,753.5027,725.115,30.850803,529.88257,0.0,106.660446,285.73862,338.46924,562.16724,613.80536,159.25961,528.4093,1454.8469,656.4282,1021.42865,370.73825,592.5016,0.1698136762273337,0.4071492566897635,1.8501919415748571,0.9208826191442214,20.17136215430528,71.0
113.0,204.0,1635.9584,831.5893,1963.7069,1466.2274,848.5523,1005.4643,455.60464,468.97025,54.10234,235.7913,164.72987,240.53397,685.7557,704.44,499.34912,519.984,1186.0371,618.63385,505.44183,260.51373,177.55515,0.2036788199110155,0.4591537415377275,2.540237092776733,1.625250082116516,19.4610912919436,60.4
114.0,200.0,1472.3517,550.5376,1163.5149,1050.3341,778.00714,1349.3558,1660.0961,545.08746,567.90735,209.73106,339.47784,246.03255,395.83673,689.6229,9.362272,151.19728,123.47206,0.0,0.0,624.6875,20.96155,0.1557396449704142,0.5372626836877255,2.116923076923077,1.7775147928994084,20.31423485616684,49.8
114.0,201.0,1432.6942,591.3518,1217.4415,1000.34845,693.03296,1454.0718,1531.355,609.6713,574.6423,196.40256,333.6417,156.28455,538.5341,688.18146,8.799672,137.01622,266.23383,0.0,0.0,649.02124,0.0,0.1706195902000098,0.5642738570016091,2.44481392733141,1.3602621155068706,20.090237370618237,44.0
114.0,203.0,1380.6729,641.0472,1392.7334,879.0948,608.0619,1686.1678,1417.1809,644.17236,472.76154,179.90576,346.2404,212.4889,584.986,671.3478,370.70184,207.5385,480.22562,0.0,0.0,646.91187,18.87204,0.2057114544389892,0.4836409474544077,2.629521192739066,2.3136795639836043,19.942587785655803,47.0
114.0,204.0,1369.2886,706.67236,1279.3131,1077.6692,538.0078,1673.4541,1547.4756,542.1205,458.94284,211.42818,472.40533,267.97827,593.55,670.00244,522.6237,212.60378,594.17804,0.0,49.22224,714.704,62.28733,0.2034666666666666,0.482205211201054,1.854933333333333,1.462222222222222,19.414130471253788,44.5
114.0,202.0,1340.5842,599.50574,1396.2474,889.21405,734.1579,1582.9498,1393.4557,669.6816,501.31778,191.10849,318.59247,144.26793,594.24695,687.07855,218.57147,169.25676,362.337,0.0,0.0,570.348,0.0,0.1878462603878116,0.51776806141435,3.1625692520775623,1.767832409972299,19.878650813247745,44.0
115.0,198.0,1140.655,548.3561,1920.7726,1200.8888,556.06616,2447.1997,478.7721,1015.14215,256.8658,501.39224,332.65424,478.38623,1716.9252,531.5498,32.934063,678.1666,788.28046,231.2665,323.05405,257.12643,26.81242,0.2817222473718626,0.5653086308614963,4.5698184195966,4.869642372114078,28.42197254726378,33.0
115.0,196.0,1227.7837,511.6584,2060.039,939.68427,436.88547,2364.716,377.69427,1140.1368,225.67827,522.0865,371.5142,282.23502,2024.8993,490.78458,0.0,674.56494,468.55408,11.21073,350.91562,380.64456,44.118397,0.3500874377057659,0.5021377761809869,4.9466999449922415,4.519347131796947,28.29675105455896,29.0
115.0,195.0,1367.4655,505.67123,2153.4976,879.8654,779.5974,2356.728,407.77686,1072.8092,347.54413,569.89655,343.84058,157.60345,1967.3903,494.1618,24.556818,667.7648,376.58517,3.5020454,299.48306,489.11478,352.584,0.3373882465768021,0.4521890476003888,4.778334487719111,4.135542650114551,27.650409793403657,37.0
115.0,194.0,1280.5018,549.2659,2066.3076,952.0224,641.1076,2219.242,388.80106,1085.9349,322.275,513.6508,296.29245,77.15846,1855.8436,523.7771,0.0,551.74066,405.65073,36.420074,291.2123,569.3316,400.44992,0.3116039615071683,0.4823397363116238,4.867734665058123,4.479243236166053,27.12767266745037,29.3
115.0,197.0,1188.1466,522.14856,1841.853,1067.3733,409.04092,2381.8843,358.5082,1125.8218,202.99948,483.6919,342.607,385.37146,1867.5132,513.1889,6.2621307,769.13007,605.16113,134.89586,312.0688,290.8407,39.546604,0.307531756187385,0.5727319472979393,5.392348865516057,4.703801379482538,28.31122233044612,24.0
116.0,183.0,1535.0033,641.2303,1075.6252,2206.5325,728.50214,2492.3784,817.96326,674.45483,167.83202,305.04532,210.0242,154.39072,534.6339,627.5798,14.675876,424.40396,710.28235,705.16077,1268.4899,401.95572,271.39224,0.2122495274102079,0.3666667104978557,2.329754253308129,1.9038941398865783,22.53288030889839,52.8
116.0,184.0,1377.6575,590.35944,1179.6727,1912.8613,767.9041,2367.689,609.98206,803.2694,181.52188,412.98447,206.49748,140.39253,595.1315,633.6253,2.1715837,385.89905,699.4245,662.41547,1121.7985,316.19135,111.32474,0.1852237252861603,0.3780369162552569,2.7258064516129035,2.87116285119667,21.57062963632721,44.0
116.0,175.0,1480.4312,331.53265,882.9931,1519.4008,913.96277,2235.038,1108.3298,680.3766,301.98935,429.31342,248.90237,101.47752,388.04413,588.81055,54.286663,652.01685,710.07544,1628.633,414.91153,317.4893,605.22266,0.112570991116096,0.4308733664620423,2.485534725560362,2.071391692926704,20.45446707472203,47.6
116.0,176.0,1445.7838,269.041,865.1354,1641.1672,916.5293,2342.7524,1051.2759,654.8252,369.06512,321.77142,268.0695,148.95618,286.30606,593.73486,49.327305,624.4862,701.3691,1450.1681,524.90955,331.08453,718.1201,0.1204963466868228,0.4699627278968663,2.658730158730159,2.015432098765432,20.73204214760461,52.400000000000006
116.0,177.0,1443.0088,266.7122,1035.6384,1644.1538,895.1799,2369.5178,1029.6869,671.9183,292.80692,228.55562,271.8556,182.7662,202.93855,616.60284,45.197155,644.3868,698.9762,1175.0593,623.8394,306.7698,734.3467,0.125747941695699,0.53635780806202,2.180130919089503,1.7006358480838633,21.64149706603528,47.0
117.0,239.0,1454.4602,584.74084,2036.601,1133.8827,747.63196,1881.7357,834.66095,822.3307,36.302185,244.77608,213.00375,323.23807,1369.3727,489.72052,0.0,531.15717,701.72925,742.12933,110.20135,125.53164,70.98554,0.2367197502302284,0.4518686697515849,2.915612856854069,2.107230295815458,20.11384562983268,43.0
117.0,240.0,1484.9036,592.6402,2054.6165,1268.3267,900.57513,1862.6731,1049.2266,769.48486,64.974014,218.5132,197.42819,254.30872,1250.9886,494.76746,0.0,534.9254,793.0107,915.0425,122.00982,96.94962,84.33123,0.1616455209534794,0.5482643663874187,2.861207227989235,2.3802537485582467,20.7223553456602,43.000000000000014
117.0,241.0,1453.966,569.7555,2020.3733,1314.8461,862.9675,1878.4523,1003.8571,726.666,104.9587,258.89508,202.5255,215.34435,1176.6217,514.99133,0.0,465.90497,925.42914,884.06256,174.6758,134.71979,81.78334,0.1296212464161762,0.5837738963261974,2.628741009003571,2.481012021528092,21.305882628403573,60.0
117.0,242.0,1465.969,578.08813,2030.012,1193.0851,735.33594,1957.4882,905.5426,700.2672,180.74283,248.40262,199.01297,304.37567,1089.1,515.4369,0.0,420.10675,990.1587,862.37244,178.61955,177.02248,21.086628,0.1332987494619264,0.5998575626822016,2.810763678105098,2.5043211443582303,22.03607808806412,64.0
117.0,243.0,1480.7592,583.5348,2022.6952,1143.1537,632.80975,1960.4468,746.8345,693.3105,169.1062,249.51239,198.82135,375.05643,994.901,521.4114,0.0,380.69965,1027.2378,683.9673,57.566765,152.13629,0.0,0.146561802529493,0.5681079444112883,3.7119070393594784,2.316080348602401,21.90583330812241,64.0
