Paziente,767,781,2035,2034,2042,741,54,273,1960,294,1882,477,1953,1897,1910
5,3.3228085,6.355293,0.7667719,11.966577,16.182138,11.027897,15.70686,5.9828644,18.327961,0.0,13.056357,7.5931907,2.462234,6.324102,11.787561
12,8.779702,3.410174,12.196966,14.155173,10.602427,8.464727,31.814299,10.385313,4.8310423,0.0,3.5868979,16.169254,0.0,12.504885,9.409324
15,7.164153,4.3679895,9.418408,12.210374,14.624244,8.640262,30.413813,6.96128,12.210463,0.0,0.18505856,9.848015,0.45726576,7.167388,9.528519
16,8.943247,1.9903194,12.227713,10.64898,8.8920965,6.070258,35.97353,9.439669,3.8384442,0.0,1.3232315,14.713832,5.80809,12.959449,14.197933
17,6.5190663,3.5230284,9.413861,5.9076,8.350729,3.688466,30.415709,7.875134,5.113853,0.27082306,0.0,7.0516253,2.622642,12.395055,5.9038253
19,11.498502,3.6065216,8.533992,3.0916402,10.131073,8.02553,32.10968,11.957736,5.6849003,3.52344,0.0,11.089436,3.7369366,12.487278,10.949795
22,17.10593,4.715823,4.947635,0.031676803,11.966856,8.842855,27.37847,12.641737,1.5102382,1.7090802,0.0,15.823162,4.321559,6.5533767,9.868519
23,13.390391,3.8073688,9.310436,10.383175,10.511751,6.233864,32.505917,10.653515,6.0155525,0.0,0.6490598,16.054737,0.0,6.733244,11.490774
24,0.6922651,0.3883103,0.0,15.279468,9.175882,2.7346702,14.649639,4.4751835,15.317595,0.0,8.273911,4.5765967,5.7480545,0.0,14.97908
25,11.49284,4.856274,8.96987,5.189401,14.975962,5.2424126,33.949898,9.901517,7.593539,1.0144038,0.061939538,11.905166,2.2494373,4.437462,9.289844
26,9.130455,6.0789537,8.338839,1.0230241,7.320987,13.170581,32.844482,11.528893,5.751949,1.3387892,0.17462486,16.898424,0.77924126,11.636414,11.860472
27,2.8068829,1.4741784,10.16646,8.946721,9.134263,8.569047,16.168297,5.958126,0.0,2.5108104,6.457653,3.1501036,2.596115,5.171166,13.627656
29,9.981089,1.1632009,13.9637985,14.134703,10.421154,8.154009,33.915157,8.536995,3.85382,1.1567564,0.27635747,13.522686,4.4304123,11.381463,15.0115595
30,8.563753,2.9820318,14.603263,8.679468,2.8291743,15.201392,36.270977,11.391417,7.942012,0.123380736,5.938385,20.752254,0.0,6.1289477,10.163671
31,9.25721,3.7814965,8.019782,11.37707,8.878506,8.070179,28.888666,11.153375,1.4842432,0.0,0.55610585,9.172444,1.4605548,10.667099,6.7849903
33,13.507103,3.7733817,8.154103,1.5742702,13.301925,10.768932,34.458652,9.676208,7.467052,3.016121,0.0,13.764518,4.615026,11.186103,11.464204
35,10.701137,1.4129719,10.667718,1.8824986,10.34453,6.704535,27.101599,13.33494,2.2759893,0.0,0.0,13.610446,4.0583553,8.0551195,8.374386
36,11.368854,2.3746347,12.959024,6.5168633,10.300996,9.19552,33.29912,8.161103,7.803436,0.8254205,0.6067814,12.97742,0.0,10.765081,11.369278
38,9.287117,3.8335752,11.394187,6.0790296,15.464545,9.421792,29.18038,7.345587,8.82317,0.42569053,0.19207212,7.962016,4.387418,7.3454943,10.882643
39,11.7508955,2.8173995,15.152371,7.8191442,8.845695,5.87778,38.244724,8.427157,8.029692,3.312098,0.0,9.840051,4.159861,13.244342,9.688701
40,8.182416,2.9004526,17.569744,12.260671,8.995358,8.18046,33.837814,8.379803,2.7580914,0.31999826,0.2493167,15.072101,3.814981,13.961681,14.22358
41,12.404265,8.799901,9.259286,1.9505324,13.870698,4.339454,34.1648,6.523534,6.351172,1.9232743,0.0,11.898038,4.284763,5.672585,7.3389163
42,6.675287,3.6495175,0.0,6.052508,18.293217,3.366961,12.591813,0.93410677,17.961325,0.0,11.836337,6.8120704,6.202515,0.0,17.422207
43,7.033512,5.6294484,1.2928089,9.638343,11.470426,9.820419,17.177607,1.7142057,16.388144,0.0,16.126848,5.8434095,4.9705644,1.5129349,16.939945
44,6.9361167,1.5122571,9.198077,10.185468,7.30641,14.54,29.828106,12.443955,7.5477395,3.3446908,3.7970414,11.198679,1.9932418,18.120983,11.825583
46,15.5875435,1.845589,9.042954,2.101892,13.630201,9.733375,31.391582,11.866906,4.694728,2.708241,0.11564511,15.318527,6.1844873,10.111158,11.2529955
47,11.053381,2.019868,10.6903305,5.1325088,7.0545516,8.331518,30.014034,11.5130625,6.9096894,0.0,0.0,13.390718,4.4303246,13.464627,16.539064
48,11.746336,2.4814324,8.302305,2.076131,10.443386,12.90951,28.995535,14.980671,7.1694837,1.074393,0.0,13.340503,5.4515305,14.97145,7.793437
50,10.327734,4.238244,13.269911,6.4934373,6.20755,5.315168,30.122293,5.821482,5.230125,0.0,0.0,15.247022,1.2736423,6.5065556,11.711099
52,19.020844,2.6100502,9.262928,0.8837612,13.708556,6.188884,26.901245,11.114678,3.9198148,0.0,0.13339135,10.853363,2.8845,7.844527,11.153792
53,13.893604,4.2299747,8.96273,4.062902,9.368902,4.2342997,33.57206,7.8559604,5.3707585,3.0124886,0.0,10.640619,3.891185,15.593839,13.78413
54,17.135838,0.52371526,13.553424,0.017909065,11.921158,7.5031433,32.395466,8.428814,1.2430034,2.5713377,1.7477295,10.850677,0.0,3.4284668,12.931908
56,9.7761965,4.245092,9.723277,8.45502,12.164382,12.25152,22.801542,4.694261,3.5015805,1.4509907,1.2643646,6.626731,1.5432775,3.1125088,14.428746
57,6.334619,3.0208006,10.848902,12.758869,5.988788,7.3439527,30.794899,7.8603253,5.2017097,4.599842,0.17910013,5.9007587,1.9566672,16.758532,6.8055816
58,12.202619,6.52104,13.104695,5.436735,7.5239215,2.5002003,34.348026,10.796963,6.2065086,0.8397465,1.73471,15.132069,0.6343993,12.921188,9.174223
59,15.78046,4.479205,9.000066,1.2883708,13.212823,5.2466726,32.64615,10.341049,1.8133113,1.3654066,0.0,13.196745,6.452313,4.681506,7.1723146
60,15.929251,1.0489235,13.503387,0.52772284,13.7669115,6.212423,29.801142,12.270432,1.219136,0.0,0.9355427,10.638757,0.0,7.0678377,9.034059
61,10.575461,1.5365254,13.566197,6.473257,10.691948,5.5434923,30.920307,11.683148,3.8853135,1.0106168,0.0,8.187373,0.0,5.513745,10.4031515
62,14.820309,4.161427,15.489871,1.2824936,12.834796,7.226725,36.484844,9.514625,6.31429,0.0,0.0,18.181757,3.0425296,9.511146,15.812858
64,13.012107,6.7490745,7.7411466,7.8253984,11.98203,12.787729,23.210913,3.5666468,4.0198865,0.0,1.4137944,3.0261781,2.2124043,7.2974997,15.744632
65,4.3626122,3.2795472,0.0,13.051386,15.840345,21.539677,16.933455,3.8255978,15.845132,0.0,16.456505,5.007719,0.0,0.0,14.005032
68,6.581025,3.0543098,13.054296,6.0338016,8.829688,9.784393,31.10628,11.829882,3.9406073,1.1772408,3.9536567,7.5393023,2.7538924,12.346174,8.300088
69,20.098837,2.287877,8.489098,0.5366907,14.975885,8.625672,31.82813,12.005975,6.7780294,0.22785659,0.0,9.368833,2.6987548,9.2662735,6.132883
70,4.179281,5.090038,0.0,8.568999,15.179328,19.543615,20.439919,5.8856816,14.608949,0.0,21.079601,4.564436,4.8395057,0.0,19.149145
71,13.306021,6.873592,7.1162305,8.649645,11.286707,9.095103,23.377161,6.4086018,8.110384,0.8676199,1.8097591,6.9431314,2.0951622,5.208265,10.8984
74,3.9333415,1.1448259,0.0,4.9268537,13.083725,22.805412,22.50959,5.3827314,12.177008,0.96437407,24.144682,3.8197324,6.9172277,0.0,22.753204
