Paziente,678,1120,1378,100,1251,1008,65,1510,260,1489,770,1081,645,1312,418,1071,254,815,820,wavelet-LH_gldm_DependenceVariance,wavelet-HL_gldm_DependenceVariance,wavelet-HL_glcm_Idn,wavelet-HL_glrlm_GrayLevelNonUniformity
5,0.18989319,0.64672875,0.549019,0.92227644,0.20684445,0.51841116,0.0,0.20524025,0.0,0.52601105,0.9254766,0.7663262,0.45298302,0.2449112,0.80859894,0.0,1.1604214,0.17406428,0.15631807,3.9291420434318254,2.52368814524742,0.9309192449340354,27.39268689868377
12,0.051942945,0.25968486,0.10083789,1.0366743,0.33308363,0.45946404,0.45167983,0.0,0.0,0.61829114,0.49820894,0.6824478,0.050409794,0.06966311,0.7372821,0.0,1.1269373,0.13509387,0.39468098,3.355010730968312,3.6943315237975,0.9403701482594408,34.88607194513267
15,0.24566883,0.045937944,0.00096571445,0.80453056,0.0,0.38349646,1.061792,0.0,0.0,0.4584062,0.27095407,0.89830065,0.009344876,0.53607,0.9354263,0.63574433,0.5813231,0.48185897,0.09081423,4.234633859425546,4.850872463483972,0.9624239014853684,66.77125996265471
16,0.0,0.059285372,0.15580088,0.9436253,0.0,0.44526318,0.042116404,0.0,0.0,0.7748145,0.6973886,0.46836847,0.29294276,0.0177809,0.6392911,0.01858297,0.83633494,0.0,0.018211782,4.160480980460169,2.6852815354376225,0.9414332823354294,23.49083411281138
17,0.29351252,0.36406118,0.09955001,1.2773309,0.0,0.6202842,0.19531286,0.16750622,0.0,0.5221575,0.597014,0.74724996,0.0,0.12256235,0.970424,0.0,0.55606824,0.052596867,0.0,1.7450406665344178,1.6546320174568538,0.9341139093525214,23.949137584091645
19,0.67623633,0.1413005,0.3016193,1.4669886,0.89525986,0.49122787,0.0105909705,0.0,0.24759862,0.56047934,0.4664272,1.1531104,0.0,0.15846187,0.44795817,0.0,0.4226284,0.20137,0.007095635,1.3268526701174097,1.3563943946471406,0.9142948346795404,18.31214987411389
22,0.03756976,0.09383732,0.32978868,1.2508233,0.0,0.53472286,0.0,0.060416102,0.061614364,0.6542404,0.72881347,0.46615857,0.36209786,0.0,0.74485403,0.0,1.3217036,0.40531194,0.0,3.799574861544035,3.511167033658384,0.9359482030316564,65.51070904081634
23,0.48848778,0.60129654,0.40178633,1.7609758,0.731938,0.52622896,0.0,0.15282035,0.0,0.5984046,0.7286026,0.77301943,0.24197948,0.017624915,1.1625781,0.0,0.974193,0.016456485,0.045978546,3.898340848653024,4.128569776852816,0.9388465029337936,52.79015546625002
24,0.31629688,0.33749488,0.0,0.86144763,0.22089899,0.2689066,1.1241894,0.19921476,0.0,0.35347545,0.13996795,0.34465766,0.06014049,0.096452415,0.4023239,0.32275802,0.5955342,0.6702498,0.33020258,3.24816513212246,3.122113001520576,0.9346577295707232,52.82330854482411
