Paziente,180,243,342,593,945,1049,1116,1508,1614,1959
5,3.6105747,3.9035609,1.2799395,3.3242738,3.5644157,1.0200206,0.8256339,1.3275275,0.68574905,0.18343377
12,8.095529,4.468092,0.82334673,0.51204544,2.1312292,5.294036,7.393545,2.7996929,8.797015,1.3602829
15,0.9217061,3.906554,0.25845724,0.6306887,1.1297879,2.9991786,0.36083388,1.0778661,1.5342386,0.0
16,4.442493,3.3931162,0.91798556,1.8856158,0.15067852,4.0551434,1.3479171,2.9251816,2.9198246,0.8982303
17,12.806056,12.368397,1.3251326,10.687096,2.470763,2.9523952,2.4144163,3.899307,4.894327,3.1442993
19,25.29522,26.555761,3.7214537,13.061224,1.67873,1.7053552,0.8658906,3.322441,2.4120011,22.203234
22,15.387019,2.8577223,1.8990048,5.111019,1.6901093,4.547355,8.214776,2.2991076,7.2939873,6.04788
23,1.0600597,1.7613455,0.3764549,0.4137147,0.7230729,2.1672673,2.2537231,1.3793337,0.8718514,0.0
24,3.5292025,2.6499903,3.1573114,0.6118408,1.6271229,3.648288,2.2892327,1.151715,0.6566377,0.68953705
25,13.237378,10.548807,4.921124,7.4269347,4.3626676,2.86257,1.6453909,4.1507564,2.7880955,3.5307503
26,8.418991,7.042166,1.338123,3.7829633,1.6695235,3.9606903,1.7923676,5.1761665,5.28703,2.572617
27,11.425377,6.812074,1.4860538,10.612157,1.9980328,4.6416802,2.1075292,1.8457222,2.2865133,1.8804587
29,9.629451,5.8956795,4.961273,3.2268167,5.37962,3.6268477,2.9909587,6.123026,6.0030947,2.6974156
30,2.5558934,8.724859,3.1783,0.9154249,2.9150891,1.8495588,2.1716318,1.7903728,0.62475014,0.25677574
31,15.729697,14.729785,10.12951,11.313493,7.390179,3.259328,0.5128938,2.9383717,1.6454508,14.6705265
33,5.042692,3.6261811,1.8204616,0.9162633,0.7060419,0.8953227,2.4860415,3.0710196,1.9095013,1.0231985
35,6.3600426,6.1471415,1.6044064,4.2387066,1.4450593,6.5075984,2.621769,2.9876873,5.6870136,3.4526582
