Paziente,31,167,618,781,808,1065,1135,1195,1200,1518,1935,438,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
139,0.9758222,1.7077997,0.62540996,0.99051166,0.0,0.76021385,0.33755255,3.6705058,1.3461946,1.0966634,0.8895307,0.45081615,0.6783916285760323,0.7262013323041225,0.5657115057909897,0.5493251356203827
141,1.9071137,0.82587427,0.25130862,2.7890306,0.0,0.0,0.1584272,1.9135948,2.085338,1.5797039,2.0032291,2.7339864,0.786606424792139,0.9001876876876878,0.5812137201769723,0.6179765850915113
142,0.80947363,1.8210062,0.92561907,1.0367656,0.0,0.7219737,0.670226,3.3758092,1.5309196,0.7362461,1.0333595,0.17875342,0.7859418085225562,0.8869897140945491,0.6651133303397047,0.583592048488497
144,2.0594149,0.3062573,0.40699863,2.09292,0.018463492,0.9364374,0.18984954,0.6273249,3.1224809,0.28795466,2.4099905,2.032437,0.6297504268207199,0.7784596326651229,0.386840583482634,0.4168465963371685
146,0.6739193,1.1727792,0.70678127,1.4296731,0.0,0.5236857,0.37088913,2.7659461,1.7232727,0.4028754,0.4124332,0.5934906,0.7628183291795961,0.8663532649414543,0.6808583221650905,0.7169177178079065
147,0.793982,1.2264991,0.91232127,0.8345061,0.0,0.72773904,0.75522983,3.3435662,1.5392336,0.8939334,0.65419453,0.15325876,0.758008723138676,0.8208151779230209,0.5339611747163832,0.6271340963800981
149,1.6168875,1.633811,0.73823136,1.2642001,0.0,0.30575785,0.0,0.45627737,1.7770054,0.3699126,2.0046728,1.5741714,0.5947045801458161,0.6775815165833637,0.3523207574431118,0.197602899834385
150,0.7254895,0.6752048,0.6914464,1.0046536,0.0,1.0499985,0.11995889,2.8607206,1.3941829,0.769995,0.50398964,0.52092654,0.7964692951281629,0.8667924265465365,0.5914066209250528,0.6217407347184231
153,0.9027628,1.2171742,0.6649432,1.0806644,0.0,0.5472128,0.11298062,2.4702404,1.4004201,0.57763124,0.69110984,0.31114727,0.8055781072773703,0.8875047404019079,0.737111718210483,0.6694097681655985
155,0.8810618,0.9436462,0.53624636,0.9298004,0.0,0.39638925,0.26130438,3.1314604,0.9609022,0.45758513,0.7067547,0.42495888,0.786736849024709,0.8564494215765402,0.5813972068699085,0.6257121259311803
158,0.92408514,1.4020118,0.52730554,1.158291,0.0,0.57388765,0.6009603,3.3023396,1.1811838,0.62809443,0.10855077,0.49292904,0.7581756379800597,0.8479540598290598,0.63710718864992,0.6572907790794617
159,0.89921355,1.5752343,0.0,1.0503296,0.0,0.67671776,0.62855977,2.2690456,1.2503098,0.49585226,0.9407831,0.21956526,0.6723105369697729,0.8022316633686349,0.4750609531110508,0.3720818232295659
161,0.7159811,1.2727119,0.28108835,0.9263537,0.0,0.8011191,0.43264222,3.562681,1.6462828,0.52961445,0.46206886,0.5774996,0.6781130483724702,0.7814851721938775,0.3884697066905776,0.5107333369813969
163,0.7940395,1.8052149,1.1312573,0.8707565,0.055210426,0.55983686,0.3553086,3.4679344,0.9421375,0.8859129,0.31550086,0.8760963,0.8330858876117495,0.9178462532299744,0.6887279588452296,0.6699125158997528
166,0.72399795,0.773415,0.7079678,1.1146635,0.0,0.65465426,0.4119302,3.0144656,1.0162284,0.59736633,0.47980028,0.53579515,0.7825027960998164,0.8455979473449352,0.6914618874813725,0.572471315210799
168,1.3177488,1.2697434,0.88226706,1.2728045,0.21630694,0.24733129,0.9083526,2.5152574,1.5570679,1.0742663,1.1562532,0.022630766,0.7291230741761046,0.843127240143369,0.539654309559791,0.6389256476776247
169,1.8694171,0.8466067,0.77979547,1.0387886,0.0,0.54561013,0.0,0.7463647,0.9900979,0.49823156,0.24944301,0.6714989,0.6365345349053507,0.78185,0.2916758488658112,0.3122748354409513
170,0.8375442,1.5690088,0.57918924,1.5497131,0.0,0.633621,0.31768078,2.611909,1.6250591,0.59433913,1.0758795,0.5041031,0.8349998603651916,0.886027105734767,0.7124945828382958,0.6656520527875261
171,0.6341628,0.717227,0.42168832,0.92745364,0.0,0.7727305,0.42623794,2.8423734,1.360453,0.8859774,0.15899463,0.1606449,0.7312124736799481,0.852591332829428,0.4696903297658484,0.2554577413815906
175,0.9108938,1.5903386,0.9270771,0.68256426,0.0,0.9926651,0.30737656,2.766073,1.0285149,0.4842008,0.0,0.44818997,0.8067526089625536,0.91747997997998,0.7406605000549593,0.6585837831778965
176,1.035758,1.7337981,0.41423118,1.4818923,0.19047438,0.32801482,0.5606271,2.141265,1.2276142,0.7872473,1.0566462,0.22737591,0.7789336232211947,0.8016075720162225,0.6383279766465106,0.6425758201094928
178,0.89768136,1.7908022,0.24151002,1.838187,0.09456433,0.5791849,0.51795757,2.8209834,1.8144888,0.5680976,0.7672049,0.3704363,0.6956938543974619,0.8340945975005059,0.4754387568768557,0.4911082977114279
182,0.87833107,1.1668692,0.7221072,0.8477785,0.0,0.67717713,0.48107344,2.981666,1.1346271,0.9665942,0.7579442,0.612114,0.8292976537553797,0.888244052061786,0.6101789964482449,0.672499221224376
183,0.5868666,1.2734126,0.5650449,1.2941351,0.10602553,0.3395098,0.07133585,2.2498105,1.4693631,0.44703212,1.0572618,0.23061098,0.7940439106198035,0.8853936718175127,0.6744650265222795,0.6877073530421874
188,0.92057025,0.8817479,0.18394949,1.1679746,0.0,0.5487758,0.35148567,3.1454296,1.1964053,0.7598642,0.22485714,0.40883195,0.6769333394098762,0.8345747776293057,0.733235318737978,0.5186072642632198
189,0.89079106,0.90468764,0.41805726,1.0705577,0.0,1.1979749,0.73238325,2.340829,0.13350487,0.7242621,1.4995942,0.49756092,0.7476053376755207,0.8059515352640302,0.4054879521724546,0.6144043504153025
190,2.480542,0.95315766,0.1616749,0.82843244,0.0,0.73810524,0.01809831,0.5712054,1.442163,0.3987768,1.7662454,0.65358883,0.6359135658064087,0.8253235514063781,0.4084622556809146,0.4063986888423426
193,1.098996,1.4431936,0.26875305,1.6072754,0.7550721,1.0122724,0.26510102,1.8280663,1.8561994,0.49794087,1.0776926,0.26083314,0.761738527648856,0.8535723672828417,0.7467681340742035,0.6931088054061539
