Paziente,20,167,266,279,642,815,978,1006,1185,1380,1417,626,679,889,1311,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
155,0.39373708,0.28989217,0.14810291,0.68806744,0.5609577,0.1887142,0.4355445,0.051335514,0.07963693,0.14182213,0.47725877,0.72086054,0.81479394,0.05074334,0.11355986,0.786736849024709,0.8564494215765402,0.5813972068699085,0.6257121259311803
158,0.430696,0.10834217,0.0066049397,0.6309955,0.2815277,0.4222722,0.42720783,0.198035,0.34237427,0.092087954,0.56956446,0.4011302,0.6597667,0.01583162,0.0,0.7581756379800597,0.8479540598290598,0.63710718864992,0.6572907790794617
159,0.30081654,0.12536713,0.26928675,0.71826327,0.55718756,0.04826522,0.49824274,0.0198524,0.09732711,0.16140589,0.31496078,0.4818918,0.73623186,0.3868461,0.036720008,0.6723105369697729,0.8022316633686349,0.4750609531110508,0.3720818232295659
161,0.47218895,0.2955313,0.07736987,0.75889385,0.38324523,0.34974456,0.29648995,0.31025767,0.24047768,0.22999254,0.58871704,0.7332098,0.87562,0.06142336,0.12201281,0.6781130483724702,0.7814851721938775,0.3884697066905776,0.5107333369813969
163,0.35423577,0.011431575,0.0,0.4119585,0.35565537,0.30775958,0.04474753,0.105053544,0.2503153,0.22808531,0.57233196,0.24723488,0.8277358,0.0,0.0,0.8330858876117495,0.9178462532299744,0.6887279588452296,0.6699125158997528
166,0.52551556,0.29995182,0.051636755,0.815982,0.2700945,0.50175273,0.4056573,0.17993593,0.26730812,0.18970934,0.6783582,0.48804075,0.86361545,0.019215971,0.06268178,0.7825027960998164,0.8455979473449352,0.6914618874813725,0.572471315210799
168,0.43174028,0.33373353,0.049803376,0.5915253,0.4618671,0.04878503,0.71522176,0.18838918,0.08523697,0.32080284,0.74019897,1.1638591,0.8814048,0.23542294,0.076562494,0.7291230741761046,0.843127240143369,0.539654309559791,0.6389256476776247
169,0.028483272,1.4324496,0.92548466,1.3865026,3.3633306,0.27567446,1.4915612,1.3317001,0.8713905,3.907145,0.072438,2.4755163,0.21547513,2.1667974,0.44477683,0.6365345349053507,0.78185,0.2916758488658112,0.3122748354409513
170,0.51048017,0.2371535,0.1095075,0.6885226,0.60469663,0.07219279,0.23657656,0.15203857,0.09758371,0.1595768,0.7260907,0.5376278,0.78195673,0.20007628,0.013038449,0.8349998603651916,0.886027105734767,0.7124945828382958,0.6656520527875261
171,0.63603115,0.29430386,0.1766882,0.68101203,0.33651364,0.44210207,0.62320876,0.35588932,0.16355729,0.35540345,0.730412,0.52469337,0.926055,0.0811193,0.22959109,0.7312124736799481,0.852591332829428,0.4696903297658484,0.2554577413815906
175,0.017285407,0.0,0.0,0.1764276,0.4907925,0.33885258,0.21752071,0.03542,0.50569564,0.098971754,0.44344622,0.3446961,0.71293074,0.18582952,0.0,0.8067526089625536,0.91747997997998,0.7406605000549593,0.6585837831778965
176,0.5466877,0.4124368,0.3406,0.66334116,0.35472208,0.15229523,0.65139055,0.29025614,0.18479913,0.23471978,0.72587967,0.51563203,0.66946876,0.1558066,0.19984354,0.7789336232211947,0.8016075720162225,0.6383279766465106,0.6425758201094928
178,0.37532222,0.22708723,0.3365844,0.33134183,0.40713733,0.25197268,0.73472893,0.34584332,0.18915713,0.38306895,0.6644865,0.5556251,0.6010497,0.0,0.17125176,0.6956938543974619,0.8340945975005059,0.4754387568768557,0.4911082977114279
182,0.49662662,0.0,0.18945742,0.80048823,0.48504454,0.24636686,0.08847225,0.06395805,0.3083139,0.29740915,0.80932534,0.55360967,1.0265069,0.18368927,0.09396027,0.8292976537553797,0.888244052061786,0.6101789964482449,0.672499221224376
183,0.4323733,0.41674224,0.54414356,0.8132423,0.39968002,0.20302081,0.74556196,0.25957882,0.12735778,0.20595488,0.80468154,0.64297646,0.8847277,0.23230061,0.3652385,0.7940439106198035,0.8853936718175127,0.6744650265222795,0.6877073530421874
188,0.8661238,0.47693977,0.056349188,0.70301545,0.3182727,0.43659818,0.18156803,0.39883268,0.14585459,0.19620237,0.8156314,0.5829744,0.89083475,0.09862408,0.23325418,0.6769333394098762,0.8345747776293057,0.733235318737978,0.5186072642632198
189,0.45554042,0.123056024,0.0,0.71473897,1.4032,0.37063777,0.60441136,0.7957947,0.3840688,1.0937108,0.70795286,0.4735849,1.2598006,0.0,0.0,0.7476053376755207,0.8059515352640302,0.4054879521724546,0.6144043504153025
190,1.1656693,2.2608972,0.11142516,1.0172246,0.15949565,0.0,1.6423647,0.6123965,0.18173867,1.5489208,0.5818642,1.3292308,1.4449301,1.3107643,1.2814367,0.6359135658064087,0.8253235514063781,0.4084622556809146,0.4063986888423426
193,0.42974353,0.27468643,0.18683624,0.48788312,0.6521734,0.21237773,0.6193414,0.30562603,0.1703285,0.3048238,0.8836036,0.53141856,0.6690178,0.1835882,0.13463983,0.761738527648856,0.8535723672828417,0.7467681340742035,0.6931088054061539
197,0.49390745,0.630718,0.25127822,0.42932585,0.3622535,0.109490335,0.63385046,0.114628196,0.139525,0.14770386,0.708631,0.46521932,0.6370334,0.10593262,0.12842746,0.6733126663357607,0.7301765398795942,0.3102949210107889,0.5302524320437672
199,0.5575354,0.7003144,0.31442708,1.700826,1.5476551,0.022716701,0.12886584,0.5397619,0.3446586,1.1644366,1.1988329,1.4709015,0.77656496,1.016763,1.1142097,0.53298919845802,0.666395050413294,0.3044543647075342,0.1656392683144577
200,0.08891952,0.0,0.0,0.44420436,0.6191751,0.5568837,0.02207315,0.0,0.3387522,0.08220711,0.35626507,0.46860808,0.70775026,0.25304404,0.0,0.8059393531392599,0.8644938271604939,0.648127396172781,0.7137582872248012
205,0.0,1.093772,0.09357098,0.68997693,1.0221593,0.0,1.6595387,0.32468307,0.08482587,1.1963645,0.55965763,1.9786313,0.5461357,1.3133105,0.8137774,0.7809952236018464,0.8823584114451264,0.5456768627743833,0.5808358380922307
