Paziente,243,451,509,593,629,1049,1116,1309,1614
56,8.03915,2.6526682,1.6182197,2.22747,2.549541,5.5578933,3.857831,5.087871,6.405694
57,7.633325,2.2099524,3.658118,17.236023,5.706474,2.145814,3.8648071,7.2197328,3.5630283
58,10.122857,7.1307154,3.759961,6.2739143,8.233303,3.517061,6.0971518,2.020877,2.3132253
59,4.118414,11.772049,7.6337466,0.98450845,1.9158592,10.200936,4.4006686,6.385024,3.3470447
60,1.9640636,6.398504,1.2078732,0.689294,1.9323053,4.6561956,0.6110282,1.8175118,0.3863073
61,8.978017,6.222551,1.8125567,10.808668,1.7836246,2.631386,1.0803096,0.5875733,1.0822499
62,6.789713,5.6491733,2.314057,9.576126,7.2552037,4.668193,0.5379691,4.3245883,4.5563407
64,5.719643,7.457605,4.302177,1.3664138,2.5353084,6.329239,3.0222597,3.2778544,2.0514119
65,5.6415505,4.7349844,3.010273,2.8205051,2.1503637,3.6978672,4.1683593,4.685626,4.601521
68,8.568671,5.834732,1.6839541,17.895077,0.84252244,4.2227583,1.6093897,1.3254088,2.5104187
69,4.2486615,6.0918374,1.8859627,0.0,4.928247,2.8408172,2.1877494,2.0699017,0.0
70,9.657918,7.7297897,4.029318,0.9512089,0.8157039,5.8942184,3.712164,3.7506552,4.115109
71,4.3958325,7.4926934,2.613688,0.0,1.8766708,3.350502,1.1598767,1.3088552,0.19026855
74,5.080016,9.06399,6.3867583,1.2185295,1.9996614,8.500312,1.37957,2.348454,3.668571
75,1.9829452,6.8621435,2.7642927,0.0629161,2.0227187,3.6552618,0.9572115,2.3321161,0.32936364
76,2.8960602,5.1227336,4.0304832,1.0426662,0.60749096,3.2953258,0.14937466,2.8857808,2.3900669
78,2.2764478,3.9010613,2.584822,0.0,3.9887471,4.499491,5.828975,6.419353,4.852812
79,9.797294,9.640086,6.185541,5.7329216,2.3427436,5.9530544,5.6780577,9.191015,6.7026334
81,12.032332,5.3281097,6.0257955,20.861942,3.9977612,3.2358565,0.015958816,0.0,1.081521
82,2.8901317,4.023381,1.6660235,1.3821073,0.16445607,7.0193744,2.0948653,1.4089891,1.973742
84,4.631766,3.5124803,1.3730587,0.64920425,2.3122969,1.7921605,3.537928,1.995758,1.0399396
85,4.262165,3.031191,2.585621,2.3582869,5.02012,3.5002658,5.4568605,6.07454,6.5610595
86,2.9826422,4.9583993,0.98849857,1.0728495,0.93242294,4.5760393,1.8280817,3.3717146,1.3139708
87,2.7561052,10.580468,5.253712,1.7354424,7.247587,5.8683276,1.9127353,4.054199,2.3685334
88,11.808699,5.120402,3.3593493,17.933886,1.8637717,5.02966,2.6040215,3.4772658,3.0636415
89,6.798651,7.821991,8.696564,7.3845468,0.81945187,4.4442654,2.8538342,4.6080394,8.843938
90,7.6408067,11.191906,2.6832092,2.2844248,4.5994196,6.156341,4.1804886,4.509777,1.5596247
91,11.53261,3.310142,1.0205164,7.655449,3.4253953,3.8100197,0.7316828,2.5870137,1.5181048
92,8.773705,2.959459,1.8607669,5.0014396,6.09568,1.2680968,1.0620979,1.4342791,1.1668186
94,3.7779117,12.418631,3.5538719,1.8995929,0.0,5.2831774,3.0182095,0.13350111,1.1358781
95,4.15923,3.954138,1.0363601,0.75500685,1.0044136,2.0927048,6.977774,3.2533982,2.2617214
96,2.2641258,5.5461593,1.8452213,0.461084,0.9624892,4.725121,3.0003715,6.8955817,2.921492
98,2.9282477,9.579205,4.3676653,0.2076304,0.22138715,6.31235,4.6665273,0.33453238,0.26812786
100,15.841755,6.9179654,4.374983,15.092091,4.112152,3.5340178,1.3168623,1.36341,2.669638
101,5.329254,6.7048726,3.6713502,3.9857817,1.5433788,3.0800695,2.636682,4.147438,3.00418
102,8.046015,2.2930903,1.3543177,8.908783,1.9085574,3.7467577,1.7175575,0.5642442,2.3896022
103,3.0393195,7.3322334,3.1390688,0.99687535,2.0164518,4.9087887,1.5917321,1.5071853,1.798064
104,3.4185808,1.4842398,1.9116449,4.984122,4.126993,2.9341288,1.8676921,2.9929054,3.6590648
105,9.006264,6.4866567,0.37942585,23.335075,4.6063414,3.184512,2.1839204,9.101965,5.5048285
106,2.5034802,11.107591,2.122216,0.94788104,1.4073505,6.8677416,1.5463109,2.5396395,0.37368584
107,10.722336,4.1254025,4.0805936,22.525623,4.8611336,6.560141,4.327415,3.8406377,3.0923486
108,4.715544,11.834344,3.2959669,2.193943,3.069897,5.9235473,4.937596,2.8103483,1.1844923
109,7.9951334,9.10239,7.8908525,17.080822,2.700529,4.221384,2.1600618,0.6515185,2.3237364
110,4.599857,15.516217,10.987989,8.5242815,1.3992496,14.341287,9.395882,5.288618,5.6089945
111,2.875387,3.2058122,1.4709704,0.0,0.13334343,3.5927536,0.83658636,4.1163054,0.15918353
112,2.0841498,11.946707,6.219836,0.69691736,0.11125529,3.890653,0.871557,4.114421,0.3593309
113,5.360588,5.1731505,2.8695726,0.85573596,1.1861508,3.2115762,1.6622952,1.8890266,3.1196337
114,2.0491228,5.64911,2.4965284,1.2505314,0.76203674,2.892166,2.8276863,1.7709098,0.13731804
115,3.757325,2.9395168,1.0687256,0.8563307,1.0425689,1.570853,3.7547178,1.6448624,0.6465634
116,7.8339877,6.1536713,6.039849,6.7046695,4.5664434,4.8694825,3.0331159,4.8428497,7.335014
117,5.0142646,22.163427,9.988846,7.6129246,5.292631,9.916224,4.819873,10.168911,6.785631
118,16.568811,2.8757484,1.4925781,34.597206,0.5575436,2.3373978,0.42663795,3.7849665,3.3673804
119,1.1368219,10.141649,1.4180809,1.1429014,3.7581758,6.8939066,3.7451887,1.5296912,1.1734593
120,8.871532,7.327449,3.4161773,8.00687,4.639211,3.476281,1.8548578,4.8310366,2.4773219
123,4.976276,1.8131309,0.40141937,0.28255302,6.1926885,2.9388266,3.232933,1.3395901,0.0
124,2.0863972,4.2821608,0.0,0.5177688,4.3766108,3.0705638,1.7092932,3.4713242,1.3166032
126,10.636726,5.4422016,3.932791,16.60338,3.379949,3.0981102,4.037908,5.921827,2.8169563
127,14.415411,2.4458327,0.5701798,6.27293,3.0819948,1.2177075,1.7897798,0.7483524,1.6399257
128,12.448868,3.8097432,2.3460116,10.642912,2.1354334,4.268595,2.0580978,5.993516,2.298518
129,11.375245,6.196728,4.064895,16.156656,3.084379,4.588471,2.4679828,2.5874975,2.325525
133,6.9636216,2.3868916,1.7526104,8.8458,2.189256,3.1306844,1.4003028,0.9133704,1.8741057
135,2.9607904,5.6940837,2.8660526,1.0941069,5.651518,2.9975364,3.7354865,4.061679,4.0938916
136,4.643901,7.25034,2.6690567,0.38207644,1.1739793,2.6814547,0.98872125,2.1982825,0.41032106
137,6.0744977,5.394505,3.6006486,0.9411531,3.3763428,5.173926,2.5155673,2.231022,3.9563313
138,4.0244484,5.645556,1.8567963,1.5113461,0.81473106,4.380123,1.1582685,1.5061376,0.65694153
139,2.4864376,8.887328,2.7732553,0.0,0.22922319,5.3198013,1.4615983,1.1558596,0.40295786
141,3.5299401,6.15481,3.1222696,5.5135055,4.3529005,3.7418587,4.801582,4.906577,6.884098
142,2.9753122,3.7567694,2.7540164,2.7993667,2.8962047,4.919984,6.408833,5.2594132,6.395725
144,2.1472332,3.9545386,0.95047545,0.8395427,0.5623635,3.0049067,1.8465298,1.8502448,1.324475
146,6.690855,4.5030746,4.7101097,1.8295012,2.6812468,4.7348537,5.7490473,11.825066,7.661251
147,7.165436,8.748734,6.180887,4.748115,2.363895,5.674263,2.320506,1.8171859,4.7146378
149,1.8106058,4.909512,1.8134904,0.11346087,5.1109543,3.655774,1.0832583,1.765796,0.51944566
150,16.999847,6.5841913,10.078974,21.608318,4.3008604,5.030076,4.620291,5.0770845,4.743498
153,10.165992,4.2896867,3.4272428,19.401821,3.1555097,2.1432567,0.7568147,0.85865664,1.3944068
155,9.501537,3.6400306,4.3025713,3.8184772,1.9092395,1.9411073,4.0231028,5.3200526,4.5518575
158,8.511504,4.6517153,1.6927255,1.1557143,1.2440422,3.0443587,2.8050327,4.425391,5.04673
159,1.5904514,2.0262554,2.1709063,0.31712592,1.5759697,1.1182255,2.6089168,2.4856029,0.4587509
161,8.010902,3.6111705,3.737561,1.0157983,1.2401893,4.7542267,1.562094,4.13793,4.2022986
163,16.444471,9.333542,2.5365126,29.030489,3.5507936,5.205771,2.983477,3.6073608,2.4824343
166,4.30023,6.286339,4.9231772,1.3805351,2.3404772,4.385958,4.940204,1.8048952,3.6694295
168,3.7902925,6.0306964,3.3662548,0.8592873,0.804957,3.2266269,1.4819084,2.5635664,3.581905
169,2.715741,6.9016037,6.73736,2.209524,1.5419657,4.196188,2.6702256,2.5493243,2.9218707
170,11.5229,4.4978304,3.1633368,3.4543636,1.0701683,1.6248451,4.000056,6.681412,6.6459236
171,3.97301,9.013479,2.6245494,1.7861657,0.19546148,4.5790186,2.684743,1.6945686,3.251401
175,13.793615,8.187628,1.8479714,24.288044,2.9939623,3.8918364,2.9173799,4.0824327,4.962465
176,3.883931,1.7237811,2.192275,4.1330953,2.2826853,0.63393164,1.5795764,0.4634269,1.7687495
178,2.8616297,9.738245,5.07875,1.2441854,2.4746053,5.513126,2.7537303,1.9812143,1.482389
182,16.199055,8.631019,3.2183564,22.882656,3.4602747,9.082133,4.545899,9.11471,5.701404
183,10.764889,1.5766742,1.0697502,9.647601,2.5750306,2.0266376,1.2466677,1.2024349,2.8468337
188,4.116945,4.51689,4.6756315,0.7096468,4.551596,2.2661924,1.0563136,2.253353,1.2763569
189,3.670826,4.6744018,1.3534119,0.48896503,1.6393416,4.3583837,1.3568796,3.7168713,1.2247427
190,1.511425,1.9606647,0.0,0.9401563,1.1750753,3.4414294,1.1184793,1.4533256,0.22664073
193,4.210452,2.7449012,2.1879058,3.802496,2.8390055,1.6636374,1.8238837,5.5953794,2.9302351
197,5.0769935,2.2995217,0.16916436,0.27236718,0.8644474,1.299364,2.9584413,5.2076015,1.8062716
199,3.5812347,9.735951,2.420836,0.13899204,1.0270805,5.782355,0.3268115,0.51419055,0.0
200,2.6183088,5.689016,1.4532182,4.8852158,2.0844116,4.4096847,4.4964666,3.8773875,3.3736515
205,6.861603,6.295002,11.744416,19.588669,2.662126,2.1201303,0.99457204,1.7739134,2.52994
